Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-18-52-25.906,3, 0.0569013,0.019345,15075, Foreign,
11-16-2022-18-52-26.008,3, 0.0535113,0.017685,15075, Foreign,
11-16-2022-18-52-26.110,3, 0.0554416,0.015678,15075, Foreign,
11-16-2022-18-52-26.324,3, 0.0793422,0.027042,15075, Foreign,
11-16-2022-18-52-26.432,3, 0.0814692,0.030552,15075, Foreign,
11-16-2022-18-52-26.532,3, 0.0962163,0.033069,15075, Foreign,
11-16-2022-18-52-26.839,3, 0.0998313,0.028474,15075, Foreign,
11-16-2022-18-52-26.951,3, 0.0777692,0.018836,15075, Foreign,
11-16-2022-18-52-26.639,3, 0.431519,0.029112,15075, Foreign,
11-16-2022-18-52-26.739,3, 0.3649286,0.031898,15075, Foreign,
11-16-2022-18-52-27.051,3, 0.0550986,0.019124,15075, Foreign,
11-16-2022-18-52-27.154,3, 0.0714923,0.022583,15075, Foreign,
11-16-2022-18-52-26.210,3, 0.8052007,0.036289,6339, Foreign,
11-16-2022-18-52-27.365,3, 0.204537,0.036072,15075, Foreign,
11-16-2022-18-52-27.473,3, 0.1625916,0.028022,15075, Foreign,
11-16-2022-18-52-27.579,3, 0.1140217,0.036977,15075, Foreign,
11-16-2022-18-52-27.679,3, 0.211479,0.023361,15075, Foreign,
11-16-2022-18-52-27.881,3, 0.1498565,0.033549,15075, Foreign,
11-16-2022-18-52-27.780,3, 0.2521372,0.033721,15075, Foreign,
11-16-2022-18-52-27.988,3, 0.1023716,0.03368,15075, Foreign,
11-16-2022-18-52-28.088,3, 0.0872075,0.029825,15075, Foreign,
11-16-2022-18-52-27.257,3, 0.9440057,0.041308,15075, Foreign,
11-16-2022-18-52-28.188,3, 0.1080271,0.035253,15075, Foreign,
11-16-2022-18-52-28.288,3, 0.0985658,0.03329,15075, Foreign,
11-16-2022-18-52-28.395,3, 0.1003323,0.033419,15075, Foreign,
11-16-2022-18-52-28.701,3, 0.1115111,0.038132,15075, Foreign,
11-16-2022-18-52-28.804,3, 0.1118815,0.035934,15075, Foreign,
11-16-2022-18-52-28.496,3, 0.4200835,0.045623,15075, Foreign,
11-16-2022-18-52-28.600,3, 0.454139,0.039116,15075, Foreign,
11-16-2022-18-52-29.217,3, 0.1132061,0.038292,15075, Foreign,
11-16-2022-18-52-28.906,3, 0.4660918,0.035771,15075, Foreign,
11-16-2022-18-52-29.320,3, 0.0927901,0.035641,15075, Foreign,
11-16-2022-18-52-29.114,3, 0.4854802,0.039123,15075, Foreign,
11-16-2022-18-52-29.522,3, 0.1544066,0.037731,15075, Foreign,
11-16-2022-18-52-29.622,3, 0.1023468,0.030544,15075, Foreign,
11-16-2022-18-52-29.722,3, 0.0903675,0.033465,15075, Foreign,
11-16-2022-18-52-29.421,3, 0.4274383,0.034565,15075, Foreign,
11-16-2022-18-52-29.822,3, 0.0927396,0.031027,15075, Foreign,
11-16-2022-18-52-29.923,3, 0.1079038,0.034185,15075, Foreign,
11-16-2022-18-52-30.132,3, 0.1718682,0.038117,15075, Foreign,
11-16-2022-18-52-30.232,3, 0.0983829,0.033382,15075, Foreign,
11-16-2022-18-52-30.333,3, 0.1136323,0.042928,15075, Foreign,
11-16-2022-18-52-30.433,3, 0.1119523,0.034588,15075, Foreign,
11-16-2022-18-52-30.535,3, 0.1176906,0.038188,15075, Foreign,
11-16-2022-18-52-30.641,3, 0.1109273,0.036878,15075, Foreign,
11-16-2022-18-52-30.747,3, 0.1037148,0.035614,15075, Foreign,
11-16-2022-18-52-30.959,3, 0.1195165,0.038108,15075, Foreign,
11-16-2022-18-52-30.029,3, 0.8242097,0.03875,6339, Foreign,
11-16-2022-18-52-31.061,3, 0.108594,0.035983,15075, Foreign,
11-16-2022-18-52-31.164,3, 0.1136017,0.035971,15075, Foreign,
11-16-2022-18-52-31.366,3, 0.1009644,0.035744,15075, Foreign,
11-16-2022-18-52-31.265,3, 0.243831,0.039514,15075, Foreign,
11-16-2022-18-52-31.467,3, 0.1148421,0.032496,15075, Foreign,
11-16-2022-18-52-31.572,3, 0.1135848,0.036936,15075, Foreign,
11-16-2022-18-52-31.678,3, 0.1242279,0.037615,15075, Foreign,
11-16-2022-18-52-31.779,3, 0.0990126,0.03332,15075, Foreign,
11-16-2022-18-52-30.848,3, 0.8275312,0.036069,6339, Foreign,
11-16-2022-18-52-32.092,3, 0.1087598,0.030702,15075, Foreign,
11-16-2022-18-52-31.879,3, 0.3884151,0.037217,15075, Foreign,
11-16-2022-18-52-32.192,3, 0.1082714,0.033398,15075, Foreign,
11-16-2022-18-52-29.014,3, 3.0022517,0.036778,6339, Foreign,
11-16-2022-18-52-32.293,3, 0.1077749,0.034645,15075, Foreign,
11-16-2022-18-52-32.393,3, 0.1129175,0.029924,15075, Foreign,
11-16-2022-18-52-32.494,3, 0.1459553,0.039286,15075, Foreign,
11-16-2022-18-52-32.594,3, 0.1250298,0.043182,15075, Foreign,
11-16-2022-18-52-32.796,3, 0.1430499,0.029634,15075, Foreign,
11-16-2022-18-52-32.997,3, 0.1589196,0.034961,15075, Foreign,
11-16-2022-18-52-31.990,3, 0.8668344,0.025318,6339, Foreign,
11-16-2022-18-52-33.097,3, 0.1196631,0.037105,15075, Foreign,
11-16-2022-18-52-32.694,3, 0.6260745,0.035474,15075, Foreign,
11-16-2022-18-52-32.896,3, 0.4600239,0.041352,15075, Foreign,
11-16-2022-18-52-33.301,3, 0.0907498,0.033066,15075, Foreign,
11-16-2022-18-52-33.402,3, 0.122203,0.042403,15075, Foreign,
11-16-2022-18-52-33.502,3, 0.1166962,0.038031,15075, Foreign,
11-16-2022-18-52-33.606,3, 0.1053403,0.030785,15075, Foreign,
11-16-2022-18-52-33.706,3, 0.1052086,0.035088,15075, Foreign,
11-16-2022-18-52-33.908,3, 0.1490704,0.046587,15075, Foreign,
11-16-2022-18-52-33.808,3, 0.2502882,0.034709,15075, Foreign,
11-16-2022-18-52-34.109,3, 0.1320226,0.038396,15075, Foreign,
