Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-16-57-12.086,589758.6547410546, 39, Upload, 
11-16-2022-16-57-12.086,49146.55456175455, 40, Upload, 
11-16-2022-16-57-12.086,0, 41, Upload, 
11-16-2022-16-57-12.086,638905.2093028092, 0, Download, 
11-16-2022-16-57-12.086,1.097390409142667e+06, 1, Download, 
11-16-2022-16-57-12.086,376790.25164011825, 2, Download, 
11-16-2022-16-57-12.086,868255.7972576638, 3, Download, 
11-16-2022-16-57-12.086,917330.3597961345, 4, Download, 
11-16-2022-16-57-12.086,507847.7304714637, 5, Download, 
11-16-2022-16-57-12.086,507847.7304714637, 6, Download, 
11-16-2022-16-57-12.086,2.3750568437017174e+06, 7, Download, 
11-16-2022-16-57-12.086,475011.36874034355, 8, Download, 
11-16-2022-16-57-12.086,688051.7638645638, 9, Download, 
11-16-2022-16-57-12.086,999313.2760890092, 10, Download, 
11-16-2022-16-57-12.086,491465.54561754555, 11, Download, 
11-16-2022-16-57-12.086,720816.1335724001, 12, Download, 
11-16-2022-16-57-12.086,376718.2596168344, 13, Download, 
11-16-2022-16-57-12.086,901020.1669655001, 14, Download, 
11-16-2022-16-57-12.086,1.490706829683271e+06, 15, Download, 
11-16-2022-16-57-12.086,933712.5446500527, 16, Download, 
11-16-2022-16-57-12.086,1.3924137205597619e+06, 17, Download, 
11-16-2022-16-57-12.086,475083.36076362734, 18, Download, 
11-16-2022-16-57-12.086,1.654456686199169e+06, 19, Download, 
11-16-2022-16-57-12.086,1.310430804266887e+06, 20, Download, 
11-16-2022-16-57-12.086,1.5397813922217416e+06, 21, Download, 
11-16-2022-16-57-12.086,1.277522450512483e+06, 22, Download, 
11-16-2022-16-57-12.086,671669.5790106456, 23, Download, 
11-16-2022-16-57-12.086,1.926444149988181e+07, 24, Download, 
11-16-2022-16-57-12.086,573376.4698871365, 25, Download, 
11-16-2022-16-57-12.086,1.5397813922217416e+06, 26, Download, 
11-16-2022-16-57-12.086,704217.9726486305, 27, Download, 
11-16-2022-16-57-12.086,737054.3343797507, 28, Download, 
11-16-2022-16-57-12.086,524229.9153253819, 29, Download, 
11-16-2022-16-57-12.086,425864.814178589, 30, Download, 
11-16-2022-16-57-12.086,458485.1998398577, 31, Download, 
11-16-2022-16-57-12.086,786128.8969182214, 32, Download, 
11-16-2022-16-57-12.086,6.22465430830264e+06, 33, Download, 
11-16-2022-16-57-12.086,6.617970728843244e+06, 34, Download, 
11-16-2022-16-57-12.086,736982.3423564668, 35, Download, 
11-16-2022-16-57-12.086,540612.1001793001, 36, Download, 
11-16-2022-16-57-12.086,2.2278331560863056e+06, 37, Download, 
11-16-2022-16-57-12.086,2.440801559187242e+06, 38, Download, 
11-16-2022-16-57-12.086,884637.982111582, 39, Download, 
11-16-2022-16-57-12.086,3.7839967331619654e+06, 40, Download, 
11-16-2022-16-57-12.086,0, 41, Download, 
11-16-2022-16-57-13.087,49111.99337020063, 0, Upload, 
11-16-2022-16-57-13.087,0, 1, Upload, 
11-16-2022-16-57-13.087,0, 2, Upload, 
11-16-2022-16-57-13.087,311042.62467793736, 3, Upload, 
11-16-2022-16-57-13.087,294671.9602212038, 4, Upload, 
11-16-2022-16-57-13.087,0, 5, Upload, 
11-16-2022-16-57-13.087,196447.97348080252, 6, Upload, 
11-16-2022-16-57-13.087,49111.99337020063, 7, Upload, 
11-16-2022-16-57-13.087,147335.9801106019, 8, Upload, 
11-16-2022-16-57-13.087,605714.5848991411, 9, Upload, 
11-16-2022-16-57-13.087,0, 10, Upload, 
11-16-2022-16-57-13.087,49111.99337020063, 11, Upload, 
11-16-2022-16-57-13.087,98223.98674040126, 12, Upload, 
11-16-2022-16-57-13.087,245559.96685100318, 13, Upload, 
11-16-2022-16-57-13.087,98223.98674040126, 14, Upload, 
11-16-2022-16-57-13.087,343783.9535914044, 15, Upload, 
11-16-2022-16-57-13.087,720309.236096276, 16, Upload, 
11-16-2022-16-57-13.087,0, 17, Upload, 
11-16-2022-16-57-13.087,0, 18, Upload, 
11-16-2022-16-57-13.087,294671.9602212038, 19, Upload, 
11-16-2022-16-57-13.087,311042.62467793736, 20, Upload, 
11-16-2022-16-57-13.087,0, 21, Upload, 
11-16-2022-16-57-13.087,0, 22, Upload, 
11-16-2022-16-57-13.087,458378.60478853923, 23, Upload, 
11-16-2022-16-57-13.087,0, 24, Upload, 
11-16-2022-16-57-13.087,49111.99337020063, 25, Upload, 
11-16-2022-16-57-13.087,0, 26, Upload, 
11-16-2022-16-57-13.087,327413.2891346709, 27, Upload, 
11-16-2022-16-57-13.087,703938.5716395425, 28, Upload, 
11-16-2022-16-57-13.087,0, 29, Upload, 
11-16-2022-16-57-13.087,638455.9138126082, 30, Upload, 
11-16-2022-16-57-13.087,802162.5583799437, 31, Upload, 
11-16-2022-16-57-13.087,212818.63793753608, 32, Upload, 
11-16-2022-16-57-13.087,392895.94696160505, 33, Upload, 
11-16-2022-16-57-13.087,0, 34, Upload, 
11-16-2022-16-57-13.087,212818.63793753608, 35, Upload, 
11-16-2022-16-57-13.087,802162.5583799437, 36, Upload, 
11-16-2022-16-57-13.087,769421.2294664766, 37, Upload, 
11-16-2022-16-57-13.087,147335.9801106019, 38, Upload, 
11-16-2022-16-57-13.087,523861.2626154734, 39, Upload, 
11-16-2022-16-57-13.087,245559.96685100318, 40, Upload, 
11-16-2022-16-57-13.087,65482.65782693418, 41, Upload, 
11-16-2022-16-57-13.087,294671.9602212038, 42, Upload, 
11-16-2022-16-57-13.087,638455.9138126082, 0, Download, 
11-16-2022-16-57-13.087,916685.2681805402, 1, Download, 
11-16-2022-16-57-13.087,327413.2891346709, 2, Download, 
11-16-2022-16-57-13.087,752834.7408201279, 3, Download, 
11-16-2022-16-57-13.087,753050.5650097431, 4, Download, 
11-16-2022-16-57-13.087,687567.9071828088, 5, Download, 
11-16-2022-16-57-13.087,294671.9602212038, 6, Download, 
11-16-2022-16-57-13.087,2.3572317989765536e+06, 7, Download, 
11-16-2022-16-57-13.087,327413.2891346709, 8, Download, 
11-16-2022-16-57-13.087,703866.6302430041, 9, Download, 
11-16-2022-16-57-13.087,769421.2294664766, 10, Download, 
11-16-2022-16-57-13.087,507490.5981587399, 11, Download, 
11-16-2022-16-57-13.087,654682.695476265, 12, Download, 
11-16-2022-16-57-13.087,523861.2626154734, 13, Download, 
11-16-2022-16-57-13.087,834903.8872934108, 14, Download, 
11-16-2022-16-57-13.087,1.1459465119713482e+06, 15, Download, 
11-16-2022-16-57-13.087,900386.545120345, 16, Download, 
11-16-2022-16-57-13.087,1.1458745705748098e+06, 17, Download, 
11-16-2022-16-57-13.087,556602.5915289405, 18, Download, 
11-16-2022-16-57-13.087,1.4732159183129424e+06, 19, Download, 
11-16-2022-16-57-13.087,1.4404745893994751e+06, 20, Download, 
11-16-2022-16-57-13.087,1.162173293635005e+06, 21, Download, 
11-16-2022-16-57-13.087,1.0477225252309468e+06, 22, Download, 
11-16-2022-16-57-13.087,605714.5848991411, 23, Download, 
11-16-2022-16-57-13.087,1.6107942470063886e+07, 24, Download, 
11-16-2022-16-57-13.087,671197.2427260753, 25, Download, 
11-16-2022-16-57-13.087,1.2276559514619391e+06, 26, Download, 
11-16-2022-16-57-13.087,572901.3145891357, 27, Download, 
11-16-2022-16-57-13.087,933055.9326372737, 28, Download, 
11-16-2022-16-57-13.087,458378.60478853923, 29, Download, 
11-16-2022-16-57-13.087,343783.9535914044, 30, Download, 
11-16-2022-16-57-13.087,409266.6114183386, 31, Download, 
11-16-2022-16-57-13.087,671125.301329537, 32, Download, 
11-16-2022-16-57-13.087,4.648980940126173e+06, 33, Download, 
11-16-2022-16-57-13.087,6.957028804335988e+06, 34, Download, 
11-16-2022-16-57-13.087,1.0149811963174798e+06, 35, Download, 
11-16-2022-16-57-13.087,474749.2692452728, 36, Download, 
11-16-2022-16-57-13.087,1.6041812339668106e+06, 37, Download, 
11-16-2022-16-57-13.087,1.80077309024069e+06, 38, Download, 
11-16-2022-16-57-13.087,1.1458745705748098e+06, 39, Download, 
11-16-2022-16-57-13.087,2.8482797912820214e+06, 40, Download, 
11-16-2022-16-57-13.087,1.0968345186011475e+06, 41, Download, 
11-16-2022-16-57-13.087,818533.2228366772, 42, Download, 
11-16-2022-16-57-14.087,540028.8513327132, 0, Download, 
11-16-2022-16-57-14.087,834812.382914472, 1, Download, 
11-16-2022-16-57-14.087,311008.5348112739, 2, Download, 
11-16-2022-16-57-14.087,441959.4968370735, 3, Download, 
11-16-2022-16-57-14.087,769264.9683897173, 4, Download, 
11-16-2022-16-57-14.087,474697.23734352336, 5, Download, 
11-16-2022-16-57-14.087,474697.23734352336, 6, Download, 
11-16-2022-16-57-14.087,1.5222330000380646e+06, 7, Download, 
11-16-2022-16-57-14.087,294639.66455804894, 8, Download, 
11-16-2022-16-57-14.087,605648.1993693229, 9, Download, 
11-16-2022-16-57-14.087,507434.9778499732, 10, Download, 
11-16-2022-16-57-14.087,376484.0158241737, 11, Download, 
11-16-2022-16-57-14.087,654754.8101289977, 12, Download, 
11-16-2022-16-57-14.087,441959.4968370735, 13, Download, 
11-16-2022-16-57-14.087,588919.661556823, 14, Download, 
11-16-2022-16-57-14.087,490922.2405730383, 15, Download, 
11-16-2022-16-57-14.087,933025.6044338217, 16, Download, 
11-16-2022-16-57-14.087,572910.458862873, 17, Download, 
11-16-2022-16-57-14.087,409077.8893069136, 18, Download, 
11-16-2022-16-57-14.087,965763.3449402716, 19, Download, 
11-16-2022-16-57-14.087,900287.8639273718, 20, Download, 
11-16-2022-16-57-14.087,1.0311668924413164e+06, 21, Download, 
11-16-2022-16-57-14.087,834668.5158907621, 22, Download, 
11-16-2022-16-57-14.087,523659.9810794882, 23, Download, 
11-16-2022-16-57-14.087,2.4821449534195542e+07, 24, Download, 
11-16-2022-16-57-14.087,539956.9178208581, 25, Download, 
11-16-2022-16-57-14.087,769336.9019015722, 26, Download, 
11-16-2022-16-57-14.087,540172.7183564231, 27, Download, 
11-16-2022-16-57-14.087,867478.189909067, 28, Download, 
11-16-2022-16-57-14.087,277983.06025740405, 29, Download, 
11-16-2022-16-57-14.087,360115.1455709487, 30, Download, 
11-16-2022-16-57-14.087,343746.2753177238, 31, Download, 
11-16-2022-16-57-14.087,491066.1075967483, 32, Download, 
11-16-2022-16-57-14.087,3.3226648608690985e+06, 33, Download, 
11-16-2022-16-57-14.087,5.49950880401245e+06, 34, Download, 
11-16-2022-16-57-14.087,1.0802015696891362e+06, 35, Download, 
11-16-2022-16-57-14.087,425590.6265838485, 36, Download, 
11-16-2022-16-57-14.087,1.3912820380122652e+06, 37, Download, 
11-16-2022-16-57-14.087,1.9149420190917533e+06, 38, Download, 
11-16-2022-16-57-14.087,982060.2816816416, 39, Download, 
11-16-2022-16-57-14.087,2.88063343052017e+06, 40, Download, 
11-16-2022-16-57-14.087,1.440316715260085e+06, 41, Download, 
11-16-2022-16-57-14.087,998501.0854467215, 42, Download, 
11-16-2022-16-57-14.087,1.9478236266219132e+06, 43, Download, 
11-16-2022-16-57-14.087,0, 0, Upload, 
11-16-2022-16-57-14.087,0, 1, Upload, 
11-16-2022-16-57-14.087,196426.4430386993, 2, Upload, 
11-16-2022-16-57-14.087,196426.4430386993, 3, Upload, 
11-16-2022-16-57-14.087,720230.2911418974, 4, Upload, 
11-16-2022-16-57-14.087,0, 5, Upload, 
11-16-2022-16-57-14.087,147319.83227902447, 6, Upload, 
11-16-2022-16-57-14.087,0, 7, Upload, 
11-16-2022-16-57-14.087,0, 8, Upload, 
11-16-2022-16-57-14.087,752968.0316483474, 9, Upload, 
11-16-2022-16-57-14.087,0, 10, Upload, 
11-16-2022-16-57-14.087,98213.22151934965, 11, Upload, 
11-16-2022-16-57-14.087,147319.83227902447, 12, Upload, 
11-16-2022-16-57-14.087,0, 13, Upload, 
11-16-2022-16-57-14.087,245533.05379837414, 14, Upload, 
11-16-2022-16-57-14.087,883918.993674147, 15, Upload, 
11-16-2022-16-57-14.087,638385.9398757728, 16, Upload, 
11-16-2022-16-57-14.087,16368.870253224943, 17, Upload, 
11-16-2022-16-57-14.087,0, 18, Upload, 
11-16-2022-16-57-14.087,360115.1455709487, 19, Upload, 
11-16-2022-16-57-14.087,589279.3291160979, 20, Upload, 
11-16-2022-16-57-14.087,0, 21, Upload, 
11-16-2022-16-57-14.087,49106.610759674826, 22, Upload, 
11-16-2022-16-57-14.087,425590.6265838485, 23, Upload, 
11-16-2022-16-57-14.087,0, 24, Upload, 
11-16-2022-16-57-14.087,0, 25, Upload, 
11-16-2022-16-57-14.087,327377.40506449883, 26, Upload, 
11-16-2022-16-57-14.087,278270.794304824, 27, Upload, 
11-16-2022-16-57-14.087,212795.31329192425, 28, Upload, 
11-16-2022-16-57-14.087,0, 29, Upload, 
11-16-2022-16-57-14.087,540172.7183564231, 30, Upload, 
11-16-2022-16-57-14.087,654754.8101289977, 31, Upload, 
11-16-2022-16-57-14.087,867550.123420922, 32, Upload, 
11-16-2022-16-57-14.087,311008.5348112739, 33, Upload, 
11-16-2022-16-57-14.087,49106.610759674826, 34, Upload, 
11-16-2022-16-57-14.087,311008.5348112739, 35, Upload, 
11-16-2022-16-57-14.087,1.0148699556999464e+06, 36, Upload, 
11-16-2022-16-57-14.087,1.1949275284854209e+06, 37, Upload, 
11-16-2022-16-57-14.087,196426.4430386993, 38, Upload, 
11-16-2022-16-57-14.087,409221.7563306236, 39, Upload, 
11-16-2022-16-57-14.087,229164.1835451492, 40, Upload, 
11-16-2022-16-57-14.087,49106.610759674826, 41, Upload, 
11-16-2022-16-57-14.087,622017.0696225478, 42, Upload, 
11-16-2022-16-57-14.087,785705.7721547972, 43, Upload, 
11-16-2022-16-57-15.088,474906.145425614, 0, Download, 
11-16-2022-16-57-15.088,704171.1811483243, 1, Download, 
11-16-2022-16-57-15.088,327521.47960387176, 2, Download, 
11-16-2022-16-57-15.088,605842.7720983045, 3, Download, 
11-16-2022-16-57-15.088,491282.2194058076, 4, Download, 
11-16-2022-16-57-15.088,556570.6198200071, 5, Download, 
11-16-2022-16-57-15.088,360129.6972265424, 6, Download, 
11-16-2022-16-57-15.088,1.8504243945930172e+06, 7, Download, 
11-16-2022-16-57-15.088,294769.3316434846, 8, Download, 
11-16-2022-16-57-15.088,655042.9592077435, 9, Download, 
11-16-2022-16-57-15.088,687579.2116615558, 10, Download, 
11-16-2022-16-57-15.088,425562.02797845844, 11, Download, 
11-16-2022-16-57-15.088,622218.846078498, 12, Download, 
11-16-2022-16-57-15.088,327521.47960387176, 13, Download, 
11-16-2022-16-57-15.088,655042.9592077435, 14, Download, 
11-16-2022-16-57-15.088,966116.3996625633, 15, Download, 
11-16-2022-16-57-15.088,786051.5510492922, 16, Download, 
11-16-2022-16-57-15.088,900684.0689106473, 17, Download, 
11-16-2022-16-57-15.088,343897.55358406535, 18, Download, 
11-16-2022-16-57-15.088,1.244437692156996e+06, 19, Download, 
11-16-2022-16-57-15.088,1.1299491046333576e+06, 20, Download, 
11-16-2022-16-57-15.088,867859.9557814018, 21, Download, 
11-16-2022-16-57-15.088,736851.3639398532, 22, Download, 
11-16-2022-16-57-15.088,573162.5893067756, 23, Download, 
11-16-2022-16-57-15.088,2.1327965264811832e+07, 24, Download, 
11-16-2022-16-57-15.088,605914.7372671628, 25, Download, 
11-16-2022-16-57-15.088,900684.0689106473, 26, Download, 
11-16-2022-16-57-15.088,491210.2542369494, 27, Download, 
11-16-2022-16-57-15.088,851555.8469700665, 28, Download, 
11-16-2022-16-57-15.088,327521.47960387176, 29, Download, 
11-16-2022-16-57-15.088,311145.4056236782, 30, Download, 
11-16-2022-16-57-15.088,229265.03572271022, 31, Download, 
11-16-2022-16-57-15.088,474906.145425614, 32, Download, 
11-16-2022-16-57-15.088,3.9464179337200797e+06, 33, Download, 
11-16-2022-16-57-15.088,5.272735995778044e+06, 34, Download, 
11-16-2022-16-57-15.088,998940.5127918088, 35, Download, 
11-16-2022-16-57-15.088,376649.7015444525, 36, Download, 
11-16-2022-16-57-15.088,1.1462532134446928e+06, 37, Download, 
11-16-2022-16-57-15.088,1.5883352457410614e+06, 38, Download, 
11-16-2022-16-57-15.088,917060.1428908409, 39, Download, 
11-16-2022-16-57-15.088,2.308882500869579e+06, 40, Download, 
11-16-2022-16-57-15.088,1.4246464711079837e+06, 41, Download, 
11-16-2022-16-57-15.088,949812.290851228, 42, Download, 
11-16-2022-16-57-15.088,3.569696267006769e+06, 43, Download, 
11-16-2022-16-57-15.088,1.8831765425534043e+06, 44, Download, 
11-16-2022-16-57-15.088,245641.1097029038, 0, Upload, 
11-16-2022-16-57-15.088,0, 1, Upload, 
11-16-2022-16-57-15.088,343897.55358406535, 2, Upload, 
11-16-2022-16-57-15.088,229265.03572271022, 3, Upload, 
11-16-2022-16-57-15.088,573162.5893067756, 4, Upload, 
11-16-2022-16-57-15.088,98256.44388116153, 5, Upload, 
11-16-2022-16-57-15.088,0, 6, Upload, 
11-16-2022-16-57-15.088,0, 7, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 8, Upload, 
11-16-2022-16-57-15.088,65504.29592077435, 9, Upload, 
11-16-2022-16-57-15.088,0, 10, Upload, 
11-16-2022-16-57-15.088,245641.1097029038, 11, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 12, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 13, Upload, 
11-16-2022-16-57-15.088,147384.6658217423, 14, Upload, 
11-16-2022-16-57-15.088,884307.9949304537, 15, Upload, 
11-16-2022-16-57-15.088,704171.1811483243, 16, Upload, 
11-16-2022-16-57-15.088,81880.36990096794, 17, Upload, 
11-16-2022-16-57-15.088,0, 18, Upload, 
11-16-2022-16-57-15.088,425777.9234850333, 19, Upload, 
11-16-2022-16-57-15.088,360273.62756425893, 20, Upload, 
11-16-2022-16-57-15.088,0, 21, Upload, 
11-16-2022-16-57-15.088,0, 22, Upload, 
11-16-2022-16-57-15.088,114632.51786135511, 23, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 24, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 25, Upload, 
11-16-2022-16-57-15.088,343897.55358406535, 26, Upload, 
11-16-2022-16-57-15.088,245641.1097029038, 27, Upload, 
11-16-2022-16-57-15.088,605914.7372671628, 28, Upload, 
11-16-2022-16-57-15.088,0, 29, Upload, 
11-16-2022-16-57-15.088,0, 30, Upload, 
11-16-2022-16-57-15.088,524034.3673661948, 31, Upload, 
11-16-2022-16-57-15.088,884307.9949304537, 32, Upload, 
11-16-2022-16-57-15.088,589538.6632869692, 33, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 34, Upload, 
11-16-2022-16-57-15.088,507658.2933860012, 35, Upload, 
11-16-2022-16-57-15.088,442153.99746522686, 36, Upload, 
11-16-2022-16-57-15.088,163760.73980193588, 37, Upload, 
11-16-2022-16-57-15.088,147384.6658217423, 38, Upload, 
11-16-2022-16-57-15.088,49128.22194058076, 39, Upload, 
11-16-2022-16-57-15.088,474906.145425614, 40, Upload, 
11-16-2022-16-57-15.088,98256.44388116153, 41, Upload, 
11-16-2022-16-57-15.088,294769.3316434846, 42, Upload, 
11-16-2022-16-57-15.088,818803.6990096794, 43, Upload, 
11-16-2022-16-57-15.088,458530.07144542044, 44, Upload, 
11-16-2022-16-57-16.088,245748.69556000424, 0, Upload, 
11-16-2022-16-57-16.088,0, 1, Upload, 
11-16-2022-16-57-16.088,360431.4201546729, 2, Upload, 
11-16-2022-16-57-16.088,524263.8838613424, 3, Upload, 
11-16-2022-16-57-16.088,704479.5939386789, 4, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 5, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 6, Upload, 
11-16-2022-16-57-16.088,0, 7, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 8, Upload, 
11-16-2022-16-57-16.088,524263.8838613424, 9, Upload, 
11-16-2022-16-57-16.088,114682.72459466865, 10, Upload, 
11-16-2022-16-57-16.088,163832.46370666948, 11, Upload, 
11-16-2022-16-57-16.088,147449.21733600253, 12, Upload, 
11-16-2022-16-57-16.088,0, 13, Upload, 
11-16-2022-16-57-16.088,0, 14, Upload, 
11-16-2022-16-57-16.088,442347.65200800763, 15, Upload, 
11-16-2022-16-57-16.088,425964.4056373407, 16, Upload, 
11-16-2022-16-57-16.088,147449.21733600253, 17, Upload, 
11-16-2022-16-57-16.088,0, 18, Upload, 
11-16-2022-16-57-16.088,638946.608456011, 19, Upload, 
11-16-2022-16-57-16.088,786395.8257920136, 20, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 21, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 22, Upload, 
11-16-2022-16-57-16.088,0, 23, Upload, 
11-16-2022-16-57-16.088,0, 24, Upload, 
11-16-2022-16-57-16.088,147449.21733600253, 25, Upload, 
11-16-2022-16-57-16.088,606180.1157146771, 26, Upload, 
11-16-2022-16-57-16.088,98299.4782240017, 27, Upload, 
11-16-2022-16-57-16.088,294898.43467200507, 28, Upload, 
11-16-2022-16-57-16.088,0, 29, Upload, 
11-16-2022-16-57-16.088,0, 30, Upload, 
11-16-2022-16-57-16.088,1.1795937386880203e+06, 31, Upload, 
11-16-2022-16-57-16.088,655329.8548266779, 32, Upload, 
11-16-2022-16-57-16.088,802779.0721626806, 33, Upload, 
11-16-2022-16-57-16.088,49149.73911200085, 34, Upload, 
11-16-2022-16-57-16.088,196598.9564480034, 35, Upload, 
11-16-2022-16-57-16.088,770012.5794213467, 36, Upload, 
11-16-2022-16-57-16.088,458730.8983786746, 37, Upload, 
11-16-2022-16-57-16.088,344048.1737840059, 38, Upload, 
11-16-2022-16-57-16.088,98299.4782240017, 39, Upload, 
11-16-2022-16-57-16.088,147449.21733600253, 40, Upload, 
11-16-2022-16-57-16.088,0, 41, Upload, 
11-16-2022-16-57-16.088,114682.72459466865, 42, Upload, 
11-16-2022-16-57-16.088,327664.92741333897, 43, Upload, 
11-16-2022-16-57-16.088,327664.92741333897, 44, Upload, 
11-16-2022-16-57-16.088,229365.4491893373, 45, Upload, 
11-16-2022-16-57-16.088,606180.1157146771, 0, Download, 
11-16-2022-16-57-16.088,933629.0530635591, 1, Download, 
11-16-2022-16-57-16.088,376814.6665253398, 2, Download, 
11-16-2022-16-57-16.088,835545.5649040145, 3, Download, 
11-16-2022-16-57-16.088,819090.3218451951, 4, Download, 
11-16-2022-16-57-16.088,786395.8257920136, 5, Download, 
11-16-2022-16-57-16.088,540647.1302320093, 6, Download, 
11-16-2022-16-57-16.088,2.1132947884397316e+06, 7, Download, 
11-16-2022-16-57-16.088,507880.63749067544, 8, Download, 
11-16-2022-16-57-16.088,819018.3251570428, 9, Download, 
11-16-2022-16-57-16.088,753629.3330506796, 10, Download, 
11-16-2022-16-57-16.088,573413.6229733432, 11, Download, 
11-16-2022-16-57-16.088,688096.3475680118, 12, Download, 
11-16-2022-16-57-16.088,573413.6229733432, 13, Download, 
11-16-2022-16-57-16.088,753629.3330506796, 14, Download, 
11-16-2022-16-57-16.088,917461.7967573492, 15, Download, 
11-16-2022-16-57-16.088,671497.1111328879, 16, Download, 
11-16-2022-16-57-16.088,966467.5424930453, 17, Download, 
11-16-2022-16-57-16.088,557030.3766026762, 18, Download, 
11-16-2022-16-57-16.088,1.0157612749813509e+06, 19, Download, 
11-16-2022-16-57-16.088,1.4415096905542344e+06, 20, Download, 
11-16-2022-16-57-16.088,1.0812222637758662e+06, 21, Download, 
11-16-2022-16-57-16.088,868312.0576453484, 22, Download, 
11-16-2022-16-57-16.088,524191.88717319, 23, Download, 
11-16-2022-16-57-16.088,2.0085068086868003e+07, 24, Download, 
11-16-2022-16-57-16.088,688096.3475680118, 25, Download, 
11-16-2022-16-57-16.088,1.04838377434638e+06, 26, Download, 
11-16-2022-16-57-16.088,638946.608456011, 27, Download, 
11-16-2022-16-57-16.088,950228.2894986831, 28, Download, 
11-16-2022-16-57-16.088,376814.6665253398, 29, Download, 
11-16-2022-16-57-16.088,327664.92741333897, 30, Download, 
11-16-2022-16-57-16.088,475114.14474934153, 31, Download, 
11-16-2022-16-57-16.088,557030.3766026762, 32, Download, 
11-16-2022-16-57-16.088,4.308433812044646e+06, 33, Download, 
11-16-2022-16-57-16.088,5.422494565249998e+06, 34, Download, 
11-16-2022-16-57-16.088,999378.0286106839, 35, Download, 
11-16-2022-16-57-16.088,507880.63749067544, 36, Download, 
11-16-2022-16-57-16.088,1.2122882347412019e+06, 37, Download, 
11-16-2022-16-57-16.088,1.670947136431724e+06, 38, Download, 
11-16-2022-16-57-16.088,1.064767020717047e+06, 39, Download, 
11-16-2022-16-57-16.088,2.408193223111737e+06, 40, Download, 
11-16-2022-16-57-16.088,1.6381806436903903e+06, 41, Download, 
11-16-2022-16-57-16.088,1.1793777486235634e+06, 42, Download, 
11-16-2022-16-57-16.088,3.2109722952744174e+06, 43, Download, 
11-16-2022-16-57-16.088,3.7187089393887883e+06, 44, Download, 
11-16-2022-16-57-16.088,0, 45, Download, 
11-16-2022-16-57-17.088,589404.6301567908, 0, Download, 
11-16-2022-16-57-17.088,769688.4015787825, 1, Download, 
11-16-2022-16-57-17.088,573172.2139416465, 2, Download, 
11-16-2022-16-57-17.088,785920.8177939268, 3, Download, 
11-16-2022-16-57-17.088,671430.3077602145, 4, Download, 
11-16-2022-16-57-17.088,802441.0995183052, 5, Download, 
11-16-2022-16-57-17.088,409336.7578667247, 6, Download, 
11-16-2022-16-57-17.088,1.571913601965162e+06, 7, Download, 
11-16-2022-16-57-17.088,605924.9118811692, 8, Download, 
11-16-2022-16-57-17.088,900699.1933368731, 9, Download, 
11-16-2022-16-57-17.088,605924.9118811692, 10, Download, 
11-16-2022-16-57-17.088,540419.5160021238, 11, Download, 
11-16-2022-16-57-17.088,786064.7505485438, 12, Download, 
11-16-2022-16-57-17.088,491290.46909283986, 13, Download, 
11-16-2022-16-57-17.088,687662.7239753588, 14, Download, 
11-16-2022-16-57-17.088,802441.0995183052, 15, Download, 
11-16-2022-16-57-17.088,671358.341382906, 16, Download, 
11-16-2022-16-57-17.088,949828.240246157, 17, Download, 
11-16-2022-16-57-17.088,605924.9118811692, 18, Download, 
11-16-2022-16-57-17.088,867946.4953973504, 19, Download, 
11-16-2022-16-57-17.088,1.0480143676874166e+06, 20, Download, 
11-16-2022-16-57-17.088,982580.9381856797, 21, Download, 
11-16-2022-16-57-17.088,835193.7974578278, 22, Download, 
11-16-2022-16-57-17.088,556795.8649718852, 23, Download, 
11-16-2022-16-57-17.088,1.6341869078766402e+07, 24, Download, 
11-16-2022-16-57-17.088,802441.0995183052, 25, Download, 
11-16-2022-16-57-17.088,998885.3207781325, 26, Download, 
11-16-2022-16-57-17.088,605924.9118811692, 27, Download, 
11-16-2022-16-57-17.088,818817.4484880664, 28, Download, 
11-16-2022-16-57-17.088,327526.9793952266, 29, Download, 
11-16-2022-16-57-17.088,294774.28145570395, 30, Download, 
11-16-2022-16-57-17.088,376656.0263045106, 31, Download, 
11-16-2022-16-57-17.088,573172.2139416465, 32, Download, 
11-16-2022-16-57-17.088,4.142928423840382e+06, 33, Download, 
11-16-2022-16-57-17.088,4.323068262507757e+06, 34, Download, 
11-16-2022-16-57-17.088,818601.5493561409, 35, Download, 
11-16-2022-16-57-17.088,458537.77115331724, 36, Download, 
11-16-2022-16-57-17.088,1.162648810475746e+06, 37, Download, 
11-16-2022-16-57-17.088,1.522928487810495e+06, 38, Download, 
11-16-2022-16-57-17.088,900699.1933368731, 39, Download, 
11-16-2022-16-57-17.088,1.9487855274015982e+06, 40, Download, 
11-16-2022-16-57-17.088,1.6539392795685858e+06, 41, Download, 
