Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-18-52-45.853,1.0479283802609987e+06, 18, Upload, 
11-16-2022-18-52-45.853,311103.737889984, 19, Upload, 
11-16-2022-18-52-46.853,720455.009488692, 0, Upload, 
11-16-2022-18-52-46.853,376601.48223272536, 1, Upload, 
11-16-2022-18-52-46.853,147365.7973954143, 2, Upload, 
11-16-2022-18-52-46.853,376601.48223272536, 3, Upload, 
11-16-2022-18-52-46.853,523967.2796281397, 4, Upload, 
11-16-2022-18-52-46.853,704081.0320003127, 5, Upload, 
11-16-2022-18-52-46.853,425723.4146978635, 6, Upload, 
11-16-2022-18-52-46.853,409349.4372094841, 7, Upload, 
11-16-2022-18-52-46.853,1.0151866042795206e+06, 8, Upload, 
11-16-2022-18-52-46.853,196487.72986055238, 9, Upload, 
11-16-2022-18-52-46.853,1.3262921765587286e+06, 10, Upload, 
11-16-2022-18-52-46.853,1.0315605817679e+06, 11, Upload, 
11-16-2022-18-52-46.853,327479.5497675873, 12, Upload, 
11-16-2022-18-52-46.853,196487.72986055238, 13, Upload, 
11-16-2022-18-52-46.853,196487.72986055238, 14, Upload, 
11-16-2022-18-52-46.853,163739.77488379364, 15, Upload, 
11-16-2022-18-52-46.853,540341.257116519, 16, Upload, 
11-16-2022-18-52-46.853,0, 17, Upload, 
11-16-2022-18-52-46.853,1.0643085367446586e+06, 18, Upload, 
11-16-2022-18-52-46.853,0, 19, Upload, 
11-16-2022-18-52-46.853,687707.0545119334, 20, Upload, 
11-16-2022-18-52-46.854,1.9768468088621613e+07, 0, Download, 
11-16-2022-18-52-46.854,2.7330814341253806e+06, 1, Download, 
11-16-2022-18-52-46.854,900116.6399814127, 2, Download, 
11-16-2022-18-52-46.854,736459.0690757013, 3, Download, 
11-16-2022-18-52-46.854,801922.0974379858, 4, Download, 
11-16-2022-18-52-46.854,507338.4698077053, 5, Download, 
11-16-2022-18-52-46.854,376412.4130831362, 6, Download, 
11-16-2022-18-52-46.854,392778.17017370736, 7, Download, 
11-16-2022-18-52-46.854,490972.7127171342, 8, Download, 
11-16-2022-18-52-46.854,1.4892838952419737e+06, 9, Download, 
11-16-2022-18-52-46.854,834581.6917881637, 10, Download, 
11-16-2022-18-52-46.854,163657.57090571139, 11, Download, 
11-16-2022-18-52-46.854,932848.154162555, 12, Download, 
11-16-2022-18-52-46.854,916410.4772410194, 13, Download, 
11-16-2022-18-52-46.854,1.0964338052373019e+06, 14, Download, 
11-16-2022-18-52-46.854,2.078307310840606e+06, 15, Download, 
11-16-2022-18-52-46.854,965507.7485127328, 16, Download, 
11-16-2022-18-52-46.854,1.6544315709280388e+07, 17, Download, 
11-16-2022-18-52-46.854,1.7640728705866158e+07, 18, Download, 
11-16-2022-18-52-46.854,1.4563809009725673e+06, 19, Download, 
11-16-2022-18-52-46.854,998292.2360919425, 20, Download, 
11-16-2022-18-52-47.853,606017.8921872209, 0, Upload, 
11-16-2022-18-52-47.853,65515.44780402388, 1, Upload, 
11-16-2022-18-52-47.853,49136.58585301791, 2, Upload, 
11-16-2022-18-52-47.853,278440.6531671015, 3, Upload, 
11-16-2022-18-52-47.853,229304.06731408357, 4, Upload, 
11-16-2022-18-52-47.853,638775.6160892328, 5, Upload, 
11-16-2022-18-52-47.853,753427.6497462746, 6, Upload, 
11-16-2022-18-52-47.853,737048.7877952687, 7, Upload, 
11-16-2022-18-52-47.853,49136.58585301791, 8, Upload, 
11-16-2022-18-52-47.853,737048.7877952687, 9, Upload, 
11-16-2022-18-52-47.853,294819.51511810743, 10, Upload, 
11-16-2022-18-52-47.853,376713.8248731373, 11, Upload, 
11-16-2022-18-52-47.853,229304.06731408357, 12, Upload, 
11-16-2022-18-52-47.853,98273.17170603582, 13, Upload, 
11-16-2022-18-52-47.853,884458.5453543224, 14, Upload, 
11-16-2022-18-52-47.853,65515.44780402388, 15, Upload, 
11-16-2022-18-52-47.853,229304.06731408357, 16, Upload, 
11-16-2022-18-52-47.853,0, 17, Upload, 
11-16-2022-18-52-47.853,720669.9258442627, 18, Upload, 
11-16-2022-18-52-47.853,0, 19, Upload, 
11-16-2022-18-52-47.853,458608.13462816714, 20, Upload, 
11-16-2022-18-52-47.853,999612.8268629945, 21, Upload, 
11-16-2022-18-52-47.854,1.6483482776284786e+07, 0, Download, 
11-16-2022-18-52-47.854,1.8658809167663893e+06, 1, Download, 
11-16-2022-18-52-47.854,802053.191586087, 2, Download, 
11-16-2022-18-52-47.854,638426.1235797608, 3, Download, 
11-16-2022-18-52-47.854,753015.4278120255, 4, Download, 
11-16-2022-18-52-47.854,474583.24145413557, 5, Download, 
11-16-2022-18-52-47.854,294658.2108829665, 6, Download, 
11-16-2022-18-52-47.854,311028.11148757575, 7, Download, 
11-16-2022-18-52-47.854,409103.63903569855, 8, Download, 
11-16-2022-18-52-47.854,1.2767083710799888e+06, 9, Download, 
11-16-2022-18-52-47.854,671165.9247889792, 10, Download, 
11-16-2022-18-52-47.854,572946.5211613238, 11, Download, 
11-16-2022-18-52-47.854,638426.1235797608, 12, Download, 
11-16-2022-18-52-47.854,736645.5272074162, 13, Download, 
11-16-2022-18-52-47.854,900272.5952137425, 14, Download, 
11-16-2022-18-52-47.854,1.7186956874044386e+06, 15, Download, 
11-16-2022-18-52-47.854,900344.5332535087, 16, Download, 
11-16-2022-18-52-47.854,1.7089349640797555e+07, 17, Download, 
11-16-2022-18-52-47.854,1.1834583730124118e+07, 18, Download, 
11-16-2022-18-52-47.854,1.3422853930134648e+06, 19, Download, 
11-16-2022-18-52-47.854,1.145770917156479e+06, 20, Download, 
11-16-2022-18-52-47.854,0, 21, Download, 
11-16-2022-18-52-48.854,1.0644404466180056e+06, 0, Upload, 
11-16-2022-18-52-48.854,229264.09619464737, 1, Upload, 
11-16-2022-18-52-48.854,49128.020613138724, 2, Upload, 
11-16-2022-18-52-48.854,0, 3, Upload, 
11-16-2022-18-52-48.854,769672.3229391733, 4, Upload, 
11-16-2022-18-52-48.854,0, 5, Upload, 
11-16-2022-18-52-48.854,998936.4191338207, 6, Upload, 
11-16-2022-18-52-48.854,409400.171776156, 7, Upload, 
11-16-2022-18-52-48.854,98256.04122627745, 8, Upload, 
11-16-2022-18-52-48.854,736920.3091970808, 9, Upload, 
11-16-2022-18-52-48.854,917056.3847785895, 10, Upload, 
11-16-2022-18-52-48.854,524032.2198734797, 11, Upload, 
11-16-2022-18-52-48.854,1.0480644397469594e+06, 12, Upload, 
11-16-2022-18-52-48.854,98256.04122627745, 13, Upload, 
11-16-2022-18-52-48.854,786048.3298102196, 14, Upload, 
11-16-2022-18-52-48.854,98256.04122627745, 15, Upload, 
11-16-2022-18-52-48.854,458528.19238929474, 16, Upload, 
11-16-2022-18-52-48.855,0, 17, Upload, 
11-16-2022-18-52-48.855,981579.5078502694, 18, Upload, 
11-16-2022-18-52-48.855,98157.95078502694, 19, Upload, 
11-16-2022-18-52-48.855,916140.8739935849, 20, Upload, 
11-16-2022-18-52-48.855,752544.2893518732, 21, Upload, 
11-16-2022-18-52-48.855,278114.19389090966, 22, Upload, 
11-16-2022-18-52-48.855,1.066059785631829e+07, 0, Download, 
11-16-2022-18-52-48.855,2.2271051960556866e+06, 1, Download, 
11-16-2022-18-52-48.855,1.0317404072237582e+06, 2, Download, 
11-16-2022-18-52-48.855,704203.7700098667, 3, Download, 
11-16-2022-18-52-48.855,982178.1006453475, 4, Download, 
11-16-2022-18-52-48.855,638696.4425670884, 5, Download, 
11-16-2022-18-52-48.855,442174.4602387535, 6, Download, 
11-16-2022-18-52-48.855,458551.2920994481, 7, Download, 
11-16-2022-18-52-48.855,393043.96465666976, 8, Download, 
11-16-2022-18-52-48.855,1.572175858626679e+06, 9, Download, 
11-16-2022-18-52-48.855,622319.6107063938, 10, Download, 
11-16-2022-18-52-48.855,392971.996157282, 11, Download, 
11-16-2022-18-52-48.855,1.1625391566111513e+06, 12, Download, 
11-16-2022-18-52-48.855,835146.4563960355, 13, Download, 
11-16-2022-18-52-48.855,1.0972477346665366e+06, 14, Download, 
11-16-2022-18-52-48.855,2.358119850941243e+06, 15, Download, 
11-16-2022-18-52-48.855,900653.7838388138, 16, Download, 
11-16-2022-18-52-48.855,2.788751363528184e+07, 17, Download, 
11-16-2022-18-52-48.855,8.56450731514816e+06, 18, Download, 
11-16-2022-18-52-48.855,1.932322222563184e+06, 19, Download, 
11-16-2022-18-52-48.855,1.391958739659651e+06, 20, Download, 
11-16-2022-18-52-48.855,2.0142783503660448e+06, 21, Download, 
11-16-2022-18-52-48.855,2.128844204891519e+06, 22, Download, 
11-16-2022-18-52-49.857,1.0173630673277993e+07, 0, Download, 
11-16-2022-18-52-49.857,1.782977383015122e+06, 1, Download, 
11-16-2022-18-52-49.857,670517.4495776568, 2, Download, 
11-16-2022-18-52-49.857,605015.2029548294, 3, Download, 
11-16-2022-18-52-49.857,948740.2588520832, 4, Download, 
11-16-2022-18-52-49.857,588873.2641150862, 5, Download, 
11-16-2022-18-52-49.857,408939.7667465876, 6, Download, 
11-16-2022-18-52-49.857,458012.5387561781, 7, Download, 
11-16-2022-18-52-49.857,408939.7667465876, 8, Download, 
11-16-2022-18-52-49.857,1.3574643737685506e+06, 9, Download, 
11-16-2022-18-52-49.857,621588.4454548132, 10, Download, 
11-16-2022-18-52-49.857,441654.9480863146, 11, Download, 
11-16-2022-18-52-49.857,997741.1469183003, 12, Download, 
11-16-2022-18-52-49.857,768806.7614835846, 13, Download, 
11-16-2022-18-52-49.857,1.0794572163242444e+06, 14, Download, 
11-16-2022-18-52-49.857,2.0610564244028016e+06, 15, Download, 
11-16-2022-18-52-49.857,768806.7614835846, 16, Download, 
11-16-2022-18-52-49.857,6.608035326964615e+06, 17, Download, 
11-16-2022-18-52-49.857,1.982403409695047e+07, 18, Download, 
11-16-2022-18-52-49.857,1.8646215684776925e+06, 19, Download, 
11-16-2022-18-52-49.857,1.5211840483539326e+06, 20, Download, 
11-16-2022-18-52-49.857,4.301758810400608e+06, 21, Download, 
11-16-2022-18-52-49.857,5.3486446132718725e+06, 22, Download, 
11-16-2022-18-52-49.857,0, 23, Download, 
11-16-2022-18-52-49.857,506579.6488240792, 0, Upload, 
11-16-2022-18-52-49.857,326825.5798865027, 1, Upload, 
11-16-2022-18-52-49.857,49023.8369829754, 2, Upload, 
11-16-2022-18-52-49.857,147071.5109489262, 3, Upload, 
11-16-2022-18-52-49.857,800722.6707219316, 4, Upload, 
11-16-2022-18-52-49.857,98047.6739659508, 5, Upload, 
11-16-2022-18-52-49.857,964135.4606651829, 6, Upload, 
11-16-2022-18-52-49.857,588286.0437957048, 7, Upload, 
11-16-2022-18-52-49.857,0, 8, Upload, 
11-16-2022-18-52-49.857,457555.8118411038, 9, Upload, 
11-16-2022-18-52-49.857,800722.6707219316, 10, Upload, 
11-16-2022-18-52-49.857,0, 11, Upload, 
11-16-2022-18-52-49.857,1.0295005766424835e+06, 12, Upload, 
11-16-2022-18-52-49.857,98047.6739659508, 13, Upload, 
11-16-2022-18-52-49.857,947794.1816708578, 14, Upload, 
11-16-2022-18-52-49.857,196095.3479319016, 15, Upload, 
11-16-2022-18-52-49.857,359508.137875153, 16, Upload, 
11-16-2022-18-52-49.857,98145.54401918102, 17, Upload, 
11-16-2022-18-52-49.857,752449.1708137211, 18, Upload, 
11-16-2022-18-52-49.857,294436.6320575431, 19, Upload, 
11-16-2022-18-52-49.857,343509.4040671336, 20, Upload, 
11-16-2022-18-52-49.857,425297.3574164511, 21, Upload, 
11-16-2022-18-52-49.857,458012.5387561781, 22, Upload, 
11-16-2022-18-52-49.857,0, 23, Upload, 
11-16-2022-18-52-50.857,9.431328342393927e+06, 0, Download, 
11-16-2022-18-52-50.857,1.7681941649064852e+06, 1, Download, 
11-16-2022-18-52-50.857,736867.5015726197, 2, Download, 
11-16-2022-18-52-50.857,736867.5015726197, 3, Download, 
11-16-2022-18-52-50.857,818741.6684140218, 4, Download, 
11-16-2022-18-52-50.857,573119.1678898153, 5, Download, 
11-16-2022-18-52-50.857,605868.8346263762, 6, Download, 
11-16-2022-18-52-50.857,360030.4549513183, 7, Download, 
11-16-2022-18-52-50.857,605796.8749094257, 8, Download, 
11-16-2022-18-52-50.857,1.260790209640643e+06, 9, Download, 
11-16-2022-18-52-50.857,605868.8346263762, 10, Download, 
11-16-2022-18-52-50.857,523922.7080680235, 11, Download, 
11-16-2022-18-52-50.857,835116.5017823023, 12, Download, 
11-16-2022-18-52-50.857,753242.3349409001, 13, Download, 
11-16-2022-18-52-50.857,1.178916042799241e+06, 14, Download, 
11-16-2022-18-52-50.857,1.9974418320624114e+06, 15, Download, 
11-16-2022-18-52-50.857,900471.915821523, 16, Download, 
11-16-2022-18-52-50.857,6.058256587962059e+06, 17, Download, 
11-16-2022-18-52-50.857,1.9566558640473064e+07, 18, Download, 
11-16-2022-18-52-50.857,1.4736630434282888e+06, 19, Download, 
11-16-2022-18-52-50.857,1.7683380843403863e+06, 20, Download, 
11-16-2022-18-52-50.857,5.190462379160146e+06, 21, Download, 
11-16-2022-18-52-50.857,5.796259254069572e+06, 22, Download, 
11-16-2022-18-52-50.857,916990.6686237045, 23, Download, 
11-16-2022-18-52-50.857,2.259583085388799e+06, 24, Download, 
11-16-2022-18-52-50.857,736867.5015726197, 0, Upload, 
11-16-2022-18-52-50.857,769617.1683091805, 1, Upload, 
11-16-2022-18-52-50.857,98249.00020968262, 2, Upload, 
11-16-2022-18-52-50.857,245622.50052420655, 3, Upload, 
11-16-2022-18-52-50.857,753242.3349409001, 4, Upload, 
11-16-2022-18-52-50.857,98249.00020968262, 5, Upload, 
11-16-2022-18-52-50.857,638618.501362937, 6, Upload, 
11-16-2022-18-52-50.857,278372.1672607674, 7, Upload, 
11-16-2022-18-52-50.857,49124.50010484131, 8, Upload, 
11-16-2022-18-52-50.857,622243.6679946566, 9, Upload, 
11-16-2022-18-52-50.857,884241.0018871436, 10, Upload, 
11-16-2022-18-52-50.857,49124.50010484131, 11, Upload, 
11-16-2022-18-52-50.857,507619.83441669354, 12, Upload, 
11-16-2022-18-52-50.857,49124.50010484131, 13, Upload, 
11-16-2022-18-52-50.857,785992.001677461, 14, Upload, 
11-16-2022-18-52-50.857,245622.50052420655, 15, Upload, 
11-16-2022-18-52-50.857,458495.33431185223, 16, Upload, 
11-16-2022-18-52-50.857,245622.50052420655, 17, Upload, 
11-16-2022-18-52-50.857,654993.3347312175, 18, Upload, 
11-16-2022-18-52-50.857,196498.00041936524, 19, Upload, 
11-16-2022-18-52-50.857,851491.3351505827, 20, Upload, 
11-16-2022-18-52-50.857,671368.1680994979, 21, Upload, 
11-16-2022-18-52-50.857,933365.5019919849, 22, Upload, 
11-16-2022-18-52-50.857,753242.3349409001, 23, Upload, 
11-16-2022-18-52-50.857,1.0152396688333871e+06, 24, Upload, 
11-16-2022-18-52-51.858,818829.1522769338, 0, Upload, 
11-16-2022-18-52-51.858,65506.33218215471, 1, Upload, 
11-16-2022-18-52-51.858,196518.9965464641, 2, Upload, 
11-16-2022-18-52-51.858,147389.2474098481, 3, Upload, 
11-16-2022-18-52-51.858,933465.2335957045, 4, Upload, 
11-16-2022-18-52-51.858,196518.9965464641, 5, Upload, 
11-16-2022-18-52-51.858,442167.74222954427, 6, Upload, 
11-16-2022-18-52-51.858,0, 7, Upload, 
11-16-2022-18-52-51.858,98259.49827323205, 8, Upload, 
11-16-2022-18-52-51.858,835205.7353224725, 9, Upload, 
11-16-2022-18-52-51.858,933465.2335957045, 10, Upload, 
11-16-2022-18-52-51.858,49129.749136616025, 11, Upload, 
11-16-2022-18-52-51.858,884335.4844590885, 12, Upload, 
11-16-2022-18-52-51.858,49129.749136616025, 13, Upload, 
11-16-2022-18-52-51.858,802452.5692313951, 14, Upload, 
11-16-2022-18-52-51.858,524050.65745723766, 15, Upload, 
11-16-2022-18-52-51.858,393037.9930929282, 16, Upload, 
11-16-2022-18-52-51.858,49129.749136616025, 17, Upload, 
11-16-2022-18-52-51.858,1.2937500605975555e+06, 18, Upload, 
11-16-2022-18-52-51.858,360284.8270018509, 19, Upload, 
11-16-2022-18-52-51.858,409414.5761384669, 20, Upload, 
11-16-2022-18-52-51.858,589556.9896393924, 21, Upload, 
11-16-2022-18-52-51.858,933465.2335957045, 22, Upload, 
11-16-2022-18-52-51.858,949841.8166412432, 23, Upload, 
11-16-2022-18-52-51.858,949841.8166412432, 24, Upload, 
11-16-2022-18-52-51.858,393037.9930929282, 25, Upload, 
11-16-2022-18-52-51.858,7.712794875201021e+06, 0, Download, 
11-16-2022-18-52-51.858,1.4902690571440195e+06, 1, Download, 
11-16-2022-18-52-51.858,769699.4031403178, 2, Download, 
11-16-2022-18-52-51.858,786004.0187798946, 3, Download, 
11-16-2022-18-52-51.858,818685.2174650101, 4, Download, 
11-16-2022-18-52-51.858,540427.2405027763, 5, Download, 
11-16-2022-18-52-51.858,671224.0026492001, 6, Download, 
11-16-2022-18-52-51.858,393037.9930929282, 7, Download, 
11-16-2022-18-52-51.858,638686.7387760084, 8, Download, 
11-16-2022-18-52-51.858,1.2446203114609395e+06, 9, Download, 
11-16-2022-18-52-51.858,507458.1721938134, 10, Download, 
11-16-2022-18-52-51.858,507674.07441169897, 11, Download, 
11-16-2022-18-52-51.858,900712.0675046272, 12, Download, 
11-16-2022-18-52-51.858,786075.9861858564, 13, Download, 
11-16-2022-18-52-51.858,1.0971590966451294e+06, 14, Download, 
11-16-2022-18-52-51.858,1.719541219781561e+06, 15, Download, 
11-16-2022-18-52-51.858,835133.7679165106, 16, Download, 
11-16-2022-18-52-51.858,1.221606734310031e+07, 17, Download, 
11-16-2022-18-52-51.858,1.4950812776893346e+07, 18, Download, 
11-16-2022-18-52-51.858,1.6048331710568285e+06, 19, Download, 
11-16-2022-18-52-51.858,2.505473271155494e+06, 20, Download, 
11-16-2022-18-52-51.858,5.518476681910763e+06, 21, Download, 
11-16-2022-18-52-51.858,5.32202965277026e+06, 22, Download, 
11-16-2022-18-52-51.858,1.179042011872823e+06, 23, Download, 
11-16-2022-18-52-51.858,3.9793657452539746e+06, 24, Download, 
11-16-2022-18-52-51.858,1.4410673406014417e+06, 25, Download, 
11-16-2022-18-52-52.860,6.683867358764105e+06, 0, Download, 
11-16-2022-18-52-52.860,1.274598815103333e+06, 1, Download, 
11-16-2022-18-52-52.860,604685.5227907175, 2, Download, 
11-16-2022-18-52-52.860,604685.5227907175, 3, Download, 
11-16-2022-18-52-52.860,670056.9306599844, 4, Download, 
11-16-2022-18-52-52.860,539098.6574003974, 5, Download, 
11-16-2022-18-52-52.860,555656.9668887676, 6, Download, 
11-16-2022-18-52-52.860,310514.1873790171, 7, Download, 
11-16-2022-18-52-52.860,457599.8550848674, 8, Download, 
11-16-2022-18-52-52.860,914984.2526486813, 9, Download, 
11-16-2022-18-52-52.860,392228.4472156006, 10, Download, 
11-16-2022-18-52-52.860,408571.2991829173, 11, Download, 
11-16-2022-18-52-52.860,833485.4503331513, 12, Download, 
11-16-2022-18-52-52.860,555441.509367714, 13, Download, 
11-16-2022-18-52-52.860,817142.5983658346, 14, Download, 
11-16-2022-18-52-52.860,1.5197415946130834e+06, 15, Download, 
11-16-2022-18-52-52.860,571999.8188560843, 16, Download, 
11-16-2022-18-52-52.860,1.6244004844602263e+07, 17, Download, 
11-16-2022-18-52-52.860,9.42917921257857e+06, 18, Download, 
11-16-2022-18-52-52.860,1.1276567857448517e+06, 19, Download, 
11-16-2022-18-52-52.860,1.7650280124702028e+06, 20, Download, 
11-16-2022-18-52-52.860,4.199897498079336e+06, 21, Download, 
11-16-2022-18-52-52.860,3.9383400474285847e+06, 22, Download, 
11-16-2022-18-52-52.860,1.0295996739409516e+06, 23, Download, 
11-16-2022-18-52-52.860,3.5133540771046663e+06, 24, Download, 
11-16-2022-18-52-52.860,1.9938279400126364e+06, 25, Download, 
11-16-2022-18-52-52.860,2.5166555646194015e+06, 26, Download, 
11-16-2022-18-52-52.860,326857.0393463338, 0, Upload, 
11-16-2022-18-52-52.860,359542.74328096723, 1, Upload, 
11-16-2022-18-52-52.860,114399.96377121685, 2, Upload, 
11-16-2022-18-52-52.860,49028.55590195007, 3, Upload, 
11-16-2022-18-52-52.860,490285.55901950074, 4, Upload, 
11-16-2022-18-52-52.860,0, 5, Upload, 
11-16-2022-18-52-52.860,441257.0031175507, 6, Upload, 
11-16-2022-18-52-52.860,49028.55590195007, 7, Upload, 
11-16-2022-18-52-52.860,147085.6677058502, 8, Upload, 
11-16-2022-18-52-52.860,800799.7463985179, 9, Upload, 
11-16-2022-18-52-52.860,1.0295996739409516e+06, 10, Upload, 
11-16-2022-18-52-52.860,49028.55590195007, 11, Upload, 
11-16-2022-18-52-52.860,65371.40786926677, 12, Upload, 
11-16-2022-18-52-52.860,294171.3354117004, 13, Upload, 
11-16-2022-18-52-52.860,490285.55901950074, 14, Upload, 
11-16-2022-18-52-52.860,245142.77950975037, 15, Upload, 
11-16-2022-18-52-52.860,359542.74328096723, 16, Upload, 
11-16-2022-18-52-52.860,49028.55590195007, 17, Upload, 
11-16-2022-18-52-52.860,294171.3354117004, 18, Upload, 
11-16-2022-18-52-52.860,392228.4472156006, 19, Upload, 
11-16-2022-18-52-52.860,310514.1873790171, 20, Upload, 
11-16-2022-18-52-52.860,424914.151150234, 21, Upload, 
11-16-2022-18-52-52.860,637371.226725351, 22, Upload, 
11-16-2022-18-52-52.860,1.0459425259082683e+06, 23, Upload, 
11-16-2022-18-52-52.860,768114.0424638845, 24, Upload, 
11-16-2022-18-52-52.860,0, 25, Upload, 
11-16-2022-18-52-52.860,310514.1873790171, 26, Upload, 
11-16-2022-18-52-53.860,294847.7821530471, 0, Upload, 
11-16-2022-18-52-53.860,1.1630106962703525e+06, 1, Upload, 
11-16-2022-18-52-53.860,0, 2, Upload, 
11-16-2022-18-52-53.860,196565.1881020314, 3, Upload, 
11-16-2022-18-52-53.860,262086.91746937518, 4, Upload, 
11-16-2022-18-52-53.860,147423.89107652355, 5, Upload, 
11-16-2022-18-52-53.860,1.1466302639285165e+06, 6, Upload, 
11-16-2022-18-52-53.860,98282.5940510157, 7, Upload, 
11-16-2022-18-52-53.860,294847.7821530471, 8, Upload, 
11-16-2022-18-52-53.860,737119.4553826177, 9, Upload, 
11-16-2022-18-52-53.860,343989.07917855494, 10, Upload, 
11-16-2022-18-52-53.860,0, 11, Upload, 
11-16-2022-18-52-53.860,606075.9966479301, 12, Upload, 
11-16-2022-18-52-53.860,163804.3234183595, 13, Upload, 
11-16-2022-18-52-53.860,163804.3234183595, 14, Upload, 
11-16-2022-18-52-53.860,0, 15, Upload, 
11-16-2022-18-52-53.860,245706.48512753923, 16, Upload, 
11-16-2022-18-52-53.860,147423.89107652355, 17, Upload, 
11-16-2022-18-52-53.860,425891.2408877347, 18, Upload, 
11-16-2022-18-52-53.860,278467.3498112111, 19, Upload, 
11-16-2022-18-52-53.860,65521.729367343796, 20, Upload, 
11-16-2022-18-52-53.860,393130.3762040628, 21, Upload, 
11-16-2022-18-52-53.860,900923.7788009772, 22, Upload, 
11-16-2022-18-52-53.860,278467.3498112111, 23, Upload, 
11-16-2022-18-52-53.860,114663.02639285165, 24, Upload, 
11-16-2022-18-52-53.860,163804.3234183595, 25, Upload, 
11-16-2022-18-52-53.860,49141.29702550785, 26, Upload, 
11-16-2022-18-52-53.860,376749.94386222685, 27, Upload, 
11-16-2022-18-52-53.860,6.174847118297636e+06, 0, Download, 
11-16-2022-18-52-53.860,933612.6591628344, 1, Download, 
11-16-2022-18-52-53.860,475032.53791324253, 2, Download, 
11-16-2022-18-52-53.860,524173.83493875037, 3, Download, 
11-16-2022-18-52-53.860,556934.6996224222, 4, Download, 
11-16-2022-18-52-53.860,311228.214494883, 5, Download, 
11-16-2022-18-52-53.860,376749.94386222685, 6, Download, 
11-16-2022-18-52-53.860,229326.0527857033, 7, Download, 
11-16-2022-18-52-53.860,442271.6732295706, 8, Download, 
11-16-2022-18-52-53.860,835402.0494336335, 9, Download, 
11-16-2022-18-52-53.860,343917.0948567402, 10, Download, 
11-16-2022-18-52-53.860,409438.82422408403, 11, Download, 
11-16-2022-18-52-53.860,573099.1789988141, 12, Download, 
11-16-2022-18-52-53.860,442271.6732295706, 13, Download, 
11-16-2022-18-52-53.860,802641.1847499615, 14, Download, 
11-16-2022-18-52-53.860,1.097344998259379e+06, 15, Download, 
11-16-2022-18-52-53.860,540554.2672805863, 16, Download, 
11-16-2022-18-52-53.860,8.271254520765378e+06, 17, Download, 
11-16-2022-18-52-53.860,9.87668085890893e+06, 18, Download, 
11-16-2022-18-52-53.860,1.244696905014088e+06, 19, Download, 
11-16-2022-18-52-53.860,1.998124808416727e+06, 20, Download, 
11-16-2022-18-52-53.860,4.471570092033955e+06, 21, Download, 
11-16-2022-18-52-53.860,4.307765768615596e+06, 22, Download, 
11-16-2022-18-52-53.860,982681.9718665276, 23, Download, 
11-16-2022-18-52-53.860,3.7836639179986604e+06, 24, Download, 
11-16-2022-18-52-53.860,2.2110704288605945e+06, 25, Download, 
11-16-2022-18-52-53.860,2.4348144974024657e+07, 26, Download, 
11-16-2022-18-52-53.860,245706.48512753923, 27, Download, 
11-16-2022-18-52-54.861,540405.0939241109, 0, Upload, 
11-16-2022-18-52-54.861,491277.3581128281, 1, Upload, 
11-16-2022-18-52-54.861,294766.4148676969, 2, Upload, 
11-16-2022-18-52-54.861,196510.94324513123, 3, Upload, 
11-16-2022-18-52-54.861,671412.3894208651, 4, Upload, 
11-16-2022-18-52-54.861,49127.73581128281, 5, Upload, 
11-16-2022-18-52-54.861,851547.4207289021, 6, Upload, 
11-16-2022-18-52-54.861,147383.20743384844, 7, Upload, 
11-16-2022-18-52-54.861,556781.0058612052, 8, Upload, 
11-16-2022-18-52-54.861,786043.7729805249, 9, Upload, 
11-16-2022-18-52-54.861,474901.4461757338, 10, Upload, 
11-16-2022-18-52-54.861,49127.73581128281, 11, Upload, 
11-16-2022-18-52-54.861,163759.1193709427, 12, Upload, 
11-16-2022-18-52-54.861,589532.8297353938, 13, Upload, 
11-16-2022-18-52-54.861,343894.1506789797, 14, Upload, 
11-16-2022-18-52-54.861,245638.67905641405, 15, Upload, 
11-16-2022-18-52-54.861,720540.1252321479, 16, Upload, 
11-16-2022-18-52-54.861,98255.47162256562, 17, Upload, 
11-16-2022-18-52-54.861,933426.9804143735, 18, Upload, 
11-16-2022-18-52-54.861,507653.2700499224, 19, Upload, 
11-16-2022-18-52-54.861,131007.29549675416, 20, Upload, 
11-16-2022-18-52-54.861,393021.88649026246, 21, Upload, 
11-16-2022-18-52-54.861,262014.59099350832, 22, Upload, 
11-16-2022-18-52-54.861,818795.5968547135, 23, Upload, 
11-16-2022-18-52-54.861,98255.47162256562, 24, Upload, 
11-16-2022-18-52-54.861,753291.9491063365, 25, Upload, 
11-16-2022-18-52-54.861,0, 26, Upload, 
11-16-2022-18-52-54.861,605908.741672488, 27, Upload, 
11-16-2022-18-52-54.861,0, 28, Upload, 
11-16-2022-18-52-54.861,4.093762090903303e+06, 0, Download, 
11-16-2022-18-52-54.861,884227.2801463358, 1, Download, 
11-16-2022-18-52-54.861,425557.8169941866, 2, Download, 
11-16-2022-18-52-54.861,573012.9888847899, 3, Download, 
11-16-2022-18-52-54.861,540261.1650106013, 4, Download, 
11-16-2022-18-52-54.861,294766.4148676969, 5, Download, 
11-16-2022-18-52-54.861,393021.88649026246, 6, Download, 
11-16-2022-18-52-54.861,245638.67905641405, 7, Download, 
11-16-2022-18-52-54.861,474757.5172622242, 8, Download, 
11-16-2022-18-52-54.861,736844.0727124873, 9, Download, 
11-16-2022-18-52-54.861,327518.2387418854, 10, Download, 
