Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-18-53-01.866,539701.4548737006, 31, Upload, 
11-16-2022-18-53-01.866,0, 32, Upload, 
11-16-2022-18-53-01.866,785020.2979981101, 33, Upload, 
11-16-2022-18-53-01.866,850438.6561646193, 34, Upload, 
11-16-2022-18-53-01.866,523346.86533207336, 35, Upload, 
11-16-2022-18-53-01.866,5.789093473207132e+06, 0, Download, 
11-16-2022-18-53-01.866,997486.2205296217, 1, Download, 
11-16-2022-18-53-01.866,932211.6038727557, 2, Download, 
11-16-2022-18-53-01.866,931924.1208534692, 3, Download, 
11-16-2022-18-53-01.866,555984.1736605064, 4, Download, 
11-16-2022-18-53-01.866,359800.96991580044, 5, Download, 
11-16-2022-18-53-01.866,539485.8426092359, 6, Download, 
11-16-2022-18-53-01.866,408720.9970310391, 7, Download, 
11-16-2022-18-53-01.866,359585.35765133565, 8, Download, 
11-16-2022-18-53-01.866,441573.9176239369, 9, Download, 
11-16-2022-18-53-01.866,654183.5816650917, 10, Download, 
11-16-2022-18-53-01.866,817657.606326543, 11, Download, 
11-16-2022-18-53-01.866,376155.55945742776, 12, Download, 
11-16-2022-18-53-01.866,441573.9176239369, 13, Download, 
11-16-2022-18-53-01.866,1.0303391411225195e+06, 14, Download, 
11-16-2022-18-53-01.866,834084.0666229919, 15, Download, 
11-16-2022-18-53-01.866,605119.8130402098, 16, Download, 
11-16-2022-18-53-01.866,1.8478530059394194e+06, 17, Download, 
11-16-2022-18-53-01.866,4.742543484052628e+06, 18, Download, 
11-16-2022-18-53-01.866,915857.0143311284, 19, Download, 
11-16-2022-18-53-01.866,866721.3749514249, 20, Download, 
11-16-2022-18-53-01.866,4.0883599023875366e+06, 21, Download, 
11-16-2022-18-53-01.866,2.6818652018075897e+06, 22, Download, 
11-16-2022-18-53-01.866,474283.0967071915, 23, Download, 
11-16-2022-18-53-01.866,2.5675268165258416e+06, 24, Download, 
11-16-2022-18-53-01.866,1.2755861134921073e+06, 25, Download, 
11-16-2022-18-53-01.866,2.1619258088180028e+07, 26, Download, 
11-16-2022-18-53-01.866,474283.0967071915, 27, Download, 
11-16-2022-18-53-01.866,834012.1958681704, 28, Download, 
11-16-2022-18-53-01.866,932211.6038727557, 29, Download, 
11-16-2022-18-53-01.866,703247.3502899735, 30, Download, 
11-16-2022-18-53-01.866,2.125952898901905e+06, 31, Download, 
11-16-2022-18-53-01.866,1.5863951855378475e+06, 32, Download, 
11-16-2022-18-53-01.866,2.4203355106511964e+06, 33, Download, 
11-16-2022-18-53-01.866,768665.7084564827, 34, Download, 
11-16-2022-18-53-01.866,1.5536860064545928e+06, 35, Download, 
11-16-2022-18-53-02.866,5.619541448416272e+06, 0, Download, 
11-16-2022-18-53-02.866,1.0157572293260929e+06, 1, Download, 
11-16-2022-18-53-02.866,802616.774690591, 2, Download, 
11-16-2022-18-53-02.866,704454.7231037129, 3, Download, 
11-16-2022-18-53-02.866,491530.2729827053, 4, Download, 
11-16-2022-18-53-02.866,475145.9305499485, 5, Download, 
11-16-2022-18-53-02.866,507914.6154154622, 6, Download, 
11-16-2022-18-53-02.866,393224.2183861643, 7, Download, 
11-16-2022-18-53-02.866,376839.87595340743, 8, Download, 
11-16-2022-18-53-02.866,524298.957848219, 9, Download, 
11-16-2022-18-53-02.866,655373.6973102738, 10, Download, 
11-16-2022-18-53-02.866,688142.3821757875, 11, Download, 
11-16-2022-18-53-02.866,393224.2183861643, 12, Download, 
11-16-2022-18-53-02.866,376839.87595340743, 13, Download, 
11-16-2022-18-53-02.866,1.1303756248505593e+06, 14, Download, 
11-16-2022-18-53-02.866,786232.4322578341, 15, Download, 
11-16-2022-18-53-02.866,606076.6670023403, 16, Download, 
11-16-2022-18-53-02.866,1.8677430358294488e+06, 17, Download, 
11-16-2022-18-53-02.866,4.669177585811543e+06, 18, Download, 
11-16-2022-18-53-02.866,737295.409474058, 19, Download, 
11-16-2022-18-53-02.866,786448.4367723286, 20, Download, 
11-16-2022-18-53-02.866,3.9974915475733443e+06, 21, Download, 
11-16-2022-18-53-02.866,2.3919699921728363e+06, 22, Download, 
11-16-2022-18-53-02.866,475001.9275402856, 23, Download, 
11-16-2022-18-53-02.866,2.195285881474923e+06, 24, Download, 
11-16-2022-18-53-02.866,1.0649822581291948e+06, 25, Download, 
11-16-2022-18-53-02.866,9.911879158274408e+06, 26, Download, 
11-16-2022-18-53-02.866,393224.2183861643, 27, Download, 
11-16-2022-18-53-02.866,1.2942910506829591e+06, 28, Download, 
11-16-2022-18-53-02.866,835601.4640705991, 29, Download, 
11-16-2022-18-53-02.866,671758.0397430307, 30, Download, 
11-16-2022-18-53-02.866,2.342816964874566e+06, 31, Download, 
11-16-2022-18-53-02.866,1.3107473946205475e+06, 32, Download, 
11-16-2022-18-53-02.866,2.0642831435176996e+06, 33, Download, 
11-16-2022-18-53-02.866,1.687443267564292e+06, 34, Download, 
11-16-2022-18-53-02.866,3.9154978339047288e+06, 35, Download, 
11-16-2022-18-53-02.866,1.3926691067843318e+06, 36, Download, 
11-16-2022-18-53-02.866,950053.8676319917, 0, Upload, 
11-16-2022-18-53-02.866,294844.3037478595, 1, Upload, 
11-16-2022-18-53-02.866,294844.3037478595, 2, Upload, 
11-16-2022-18-53-02.866,0, 3, Upload, 
11-16-2022-18-53-02.866,458646.69471889257, 4, Upload, 
11-16-2022-18-53-02.866,98306.05459654107, 5, Upload, 
11-16-2022-18-53-02.866,901138.8338016265, 6, Upload, 
11-16-2022-18-53-02.866,0, 7, Upload, 
11-16-2022-18-53-02.866,0, 8, Upload, 
11-16-2022-18-53-02.866,933907.5186671402, 9, Upload, 
11-16-2022-18-53-02.866,49153.027298270536, 10, Upload, 
11-16-2022-18-53-02.866,393224.2183861643, 11, Upload, 
11-16-2022-18-53-02.866,851985.806503356, 12, Upload, 
11-16-2022-18-53-02.866,409608.56081892113, 13, Upload, 
11-16-2022-18-53-02.866,49153.027298270536, 14, Upload, 
11-16-2022-18-53-02.866,49153.027298270536, 15, Upload, 
11-16-2022-18-53-02.866,311302.50622238003, 16, Upload, 
11-16-2022-18-53-02.866,311302.50622238003, 17, Upload, 
11-16-2022-18-53-02.866,114690.3970292979, 18, Upload, 
11-16-2022-18-53-02.866,65537.36973102737, 19, Upload, 
11-16-2022-18-53-02.866,245765.13649135266, 20, Upload, 
11-16-2022-18-53-02.866,163843.42432756844, 21, Upload, 
11-16-2022-18-53-02.866,49153.027298270536, 22, Upload, 
11-16-2022-18-53-02.866,49153.027298270536, 23, Upload, 
11-16-2022-18-53-02.866,393224.2183861643, 24, Upload, 
11-16-2022-18-53-02.866,0, 25, Upload, 
11-16-2022-18-53-02.866,491530.2729827053, 26, Upload, 
11-16-2022-18-53-02.866,98306.05459654107, 27, Upload, 
11-16-2022-18-53-02.866,933907.5186671402, 28, Upload, 
11-16-2022-18-53-02.866,524298.957848219, 29, Upload, 
11-16-2022-18-53-02.866,0, 30, Upload, 
11-16-2022-18-53-02.866,114690.3970292979, 31, Upload, 
11-16-2022-18-53-02.866,0, 32, Upload, 
11-16-2022-18-53-02.866,458761.5881171916, 33, Upload, 
11-16-2022-18-53-02.866,65537.36973102737, 34, Upload, 
11-16-2022-18-53-02.866,458761.5881171916, 35, Upload, 
11-16-2022-18-53-02.866,835601.4640705991, 36, Upload, 
11-16-2022-18-53-03.866,1.1959702879331426e+06, 0, Upload, 
11-16-2022-18-53-03.866,524260.94813507627, 1, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 2, Upload, 
11-16-2022-18-53-03.866,0, 3, Upload, 
11-16-2022-18-53-03.866,393195.7111013072, 4, Upload, 
11-16-2022-18-53-03.866,344046.2472136438, 5, Upload, 
11-16-2022-18-53-03.866,655326.1851688453, 6, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 7, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 8, Upload, 
11-16-2022-18-53-03.866,999372.4323824891, 9, Upload, 
11-16-2022-18-53-03.866,98298.9277753268, 10, Upload, 
11-16-2022-18-53-03.866,147448.3916629902, 11, Upload, 
11-16-2022-18-53-03.866,294896.7833259804, 12, Upload, 
11-16-2022-18-53-03.866,524260.94813507627, 13, Upload, 
11-16-2022-18-53-03.866,393195.7111013072, 14, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 15, Upload, 
11-16-2022-18-53-03.866,425962.02035974944, 16, Upload, 
11-16-2022-18-53-03.866,540644.1027642974, 17, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 18, Upload, 
11-16-2022-18-53-03.866,294896.7833259804, 19, Upload, 
11-16-2022-18-53-03.866,425962.02035974944, 20, Upload, 
11-16-2022-18-53-03.866,327663.0925844227, 21, Upload, 
11-16-2022-18-53-03.866,0, 22, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 23, Upload, 
11-16-2022-18-53-03.866,245747.319438317, 24, Upload, 
11-16-2022-18-53-03.866,0, 25, Upload, 
11-16-2022-18-53-03.866,0, 26, Upload, 
11-16-2022-18-53-03.866,393195.7111013072, 27, Upload, 
11-16-2022-18-53-03.866,507877.79350585514, 28, Upload, 
11-16-2022-18-53-03.866,475111.4842474129, 29, Upload, 
11-16-2022-18-53-03.866,0, 30, Upload, 
11-16-2022-18-53-03.866,49149.4638876634, 31, Upload, 
11-16-2022-18-53-03.866,0, 32, Upload, 
11-16-2022-18-53-03.866,802774.5768318356, 33, Upload, 
11-16-2022-18-53-03.866,0, 34, Upload, 
11-16-2022-18-53-03.866,409578.8657305283, 35, Upload, 
11-16-2022-18-53-03.866,802774.5768318356, 36, Upload, 
11-16-2022-18-53-03.866,0, 37, Upload, 
11-16-2022-18-53-03.866,4.881820098082939e+06, 0, Download, 
11-16-2022-18-53-03.866,835540.8860902778, 1, Download, 
11-16-2022-18-53-03.866,819157.7314610566, 2, Download, 
11-16-2022-18-53-03.866,704475.6490565088, 3, Download, 
11-16-2022-18-53-03.866,442345.1749889706, 4, Download, 
11-16-2022-18-53-03.866,294896.7833259804, 5, Download, 
11-16-2022-18-53-03.866,425962.02035974944, 6, Download, 
11-16-2022-18-53-03.866,344046.2472136438, 7, Download, 
11-16-2022-18-53-03.866,409578.8657305283, 8, Download, 
11-16-2022-18-53-03.866,475111.4842474129, 9, Download, 
11-16-2022-18-53-03.866,655110.1963138703, 10, Download, 
11-16-2022-18-53-03.866,917456.6592363835, 11, Download, 
11-16-2022-18-53-03.866,344046.2472136438, 12, Download, 
11-16-2022-18-53-03.866,327519.10001443926, 13, Download, 
11-16-2022-18-53-03.866,950150.972209834, 14, Download, 
11-16-2022-18-53-03.866,655326.1851688453, 15, Download, 
11-16-2022-18-53-03.866,278513.6286967593, 16, Download, 
11-16-2022-18-53-03.866,1.9495954008773149e+06, 17, Download, 
11-16-2022-18-53-03.866,4.357631146232855e+06, 18, Download, 
11-16-2022-18-53-03.866,638943.0305396242, 19, Download, 
11-16-2022-18-53-03.866,737169.9620299593, 20, Download, 
11-16-2022-18-53-03.866,4.1449381211929466e+06, 21, Download, 
11-16-2022-18-53-03.866,2.6866213703372907e+06, 22, Download, 
11-16-2022-18-53-03.866,557027.2573935186, 23, Download, 
11-16-2022-18-53-03.866,2.129810101798747e+06, 24, Download, 
11-16-2022-18-53-03.866,1.2451197518208062e+06, 25, Download, 
11-16-2022-18-53-03.866,1.0320667453559397e+07, 26, Download, 
11-16-2022-18-53-03.866,376740.5601870944, 27, Download, 
11-16-2022-18-53-03.866,1.3761849888545752e+06, 28, Download, 
11-16-2022-18-53-03.866,835540.8860902778, 29, Download, 
11-16-2022-18-53-03.866,573410.4120227396, 30, Download, 
11-16-2022-18-53-03.866,2.4573292018131865e+06, 31, Download, 
11-16-2022-18-53-03.866,1.2283766157666265e+06, 32, Download, 
11-16-2022-18-53-03.866,1.9658345629365526e+06, 33, Download, 
11-16-2022-18-53-03.866,2.637543902734619e+06, 34, Download, 
11-16-2022-18-53-03.866,5.520835124907555e+06, 35, Download, 
11-16-2022-18-53-03.866,2.0806606379110839e+06, 36, Download, 
11-16-2022-18-53-03.866,0, 37, Download, 
11-16-2022-18-53-04.867,1.0149307953136105e+06, 0, Upload, 
11-16-2022-18-53-04.867,474725.69458217267, 1, Upload, 
11-16-2022-18-53-04.867,0, 2, Upload, 
11-16-2022-18-53-04.867,0, 3, Upload, 
11-16-2022-18-53-04.867,360136.7338209586, 4, Upload, 
11-16-2022-18-53-04.867,98219.10922389779, 5, Upload, 
11-16-2022-18-53-04.867,654794.0614926519, 6, Upload, 
11-16-2022-18-53-04.867,0, 7, Upload, 
11-16-2022-18-53-04.867,0, 8, Upload, 
11-16-2022-18-53-04.867,900341.8345523964, 9, Upload, 
11-16-2022-18-53-04.867,147328.6638358467, 10, Upload, 
11-16-2022-18-53-04.867,49109.55461194889, 11, Upload, 
11-16-2022-18-53-04.867,736643.3191792334, 12, Upload, 
11-16-2022-18-53-04.867,507465.39765680523, 13, Upload, 
11-16-2022-18-53-04.867,441985.99150754005, 14, Upload, 
11-16-2022-18-53-04.867,98219.10922389779, 15, Upload, 
11-16-2022-18-53-04.867,0, 16, Upload, 
11-16-2022-18-53-04.867,360136.7338209586, 17, Upload, 
11-16-2022-18-53-04.867,196438.21844779557, 18, Upload, 
11-16-2022-18-53-04.867,98219.10922389779, 19, Upload, 
11-16-2022-18-53-04.867,507465.39765680523, 20, Upload, 
11-16-2022-18-53-04.867,458355.8430448564, 21, Upload, 
11-16-2022-18-53-04.867,98219.10922389779, 22, Upload, 
11-16-2022-18-53-04.867,0, 23, Upload, 
11-16-2022-18-53-04.867,474725.69458217267, 24, Upload, 
11-16-2022-18-53-04.867,0, 25, Upload, 
11-16-2022-18-53-04.867,196438.21844779557, 26, Upload, 
11-16-2022-18-53-04.867,196438.21844779557, 27, Upload, 
11-16-2022-18-53-04.867,147328.6638358467, 28, Upload, 
11-16-2022-18-53-04.867,556574.9522687541, 29, Upload, 
11-16-2022-18-53-04.867,0, 30, Upload, 
11-16-2022-18-53-04.867,98219.10922389779, 31, Upload, 
11-16-2022-18-53-04.867,0, 32, Upload, 
11-16-2022-18-53-04.867,638424.2099553356, 33, Upload, 
11-16-2022-18-53-04.867,0, 34, Upload, 
11-16-2022-18-53-04.867,851232.2799404475, 35, Upload, 
11-16-2022-18-53-04.867,1.1786293106867736e+06, 36, Upload, 
11-16-2022-18-53-04.867,556574.9522687541, 37, Upload, 
11-16-2022-18-53-04.867,327397.03074632597, 38, Upload, 
11-16-2022-18-53-04.867,3.8303294462595982e+06, 0, Download, 
11-16-2022-18-53-04.867,933081.537627029, 1, Download, 
11-16-2022-18-53-04.867,851088.4042921703, 2, Download, 
11-16-2022-18-53-04.867,802122.7253284986, 3, Download, 
11-16-2022-18-53-04.867,458355.8430448564, 4, Download, 
11-16-2022-18-53-04.867,376506.58535827487, 5, Download, 
11-16-2022-18-53-04.867,605684.506880703, 6, Download, 
11-16-2022-18-53-04.867,294585.3898475548, 7, Download, 
11-16-2022-18-53-04.867,491095.54611948895, 8, Download, 
11-16-2022-18-53-04.867,736499.4435309563, 9, Download, 
11-16-2022-18-53-04.867,769311.0844297274, 10, Download, 
11-16-2022-18-53-04.867,1.1129340910650925e+06, 11, Download, 
11-16-2022-18-53-04.867,294657.3276716934, 12, Download, 
11-16-2022-18-53-04.867,441985.99150754005, 13, Download, 
11-16-2022-18-53-04.867,1.0149307953136105e+06, 14, Download, 
11-16-2022-18-53-04.867,834862.4284031312, 15, Download, 
11-16-2022-18-53-04.867,425616.13997022377, 16, Download, 
11-16-2022-18-53-04.867,2.127721010730426e+06, 17, Download, 
11-16-2022-18-53-04.867,3.6338912278118026e+06, 18, Download, 
11-16-2022-18-53-04.867,654794.0614926519, 19, Download, 
11-16-2022-18-53-04.867,867530.1936536252, 20, Download, 
11-16-2022-18-53-04.867,3.92833274201108e+06, 21, Download, 
11-16-2022-18-53-04.867,1.7515021766687054e+06, 22, Download, 
11-16-2022-18-53-04.867,605612.5690565645, 23, Download, 
11-16-2022-18-53-04.867,1.9804642847187177e+06, 24, Download, 
11-16-2022-18-53-04.867,1.456700973348735e+06, 25, Download, 
11-16-2022-18-53-04.867,8.80640462448306e+06, 26, Download, 
11-16-2022-18-53-04.867,425616.13997022377, 27, Download, 
11-16-2022-18-53-04.867,851088.4042921703, 28, Download, 
11-16-2022-18-53-04.867,883756.1695426643, 29, Download, 
11-16-2022-18-53-04.867,540061.2250831607, 30, Download, 
11-16-2022-18-53-04.867,3.1264977679791357e+06, 31, Download, 
11-16-2022-18-53-04.867,1.3095161851611652e+06, 32, Download, 
11-16-2022-18-53-04.867,2.324375042650637e+06, 33, Download, 
11-16-2022-18-53-04.867,2.8645082055579363e+06, 34, Download, 
11-16-2022-18-53-04.867,5.319770122682965e+06, 35, Download, 
11-16-2022-18-53-04.867,2.4714878930140682e+06, 36, Download, 
11-16-2022-18-53-04.867,1.145889607612141e+06, 37, Download, 
11-16-2022-18-53-04.867,1.9643102466538174e+06, 38, Download, 
11-16-2022-18-53-05.866,196696.41503855982, 0, Upload, 
11-16-2022-18-53-05.866,458958.3017566396, 1, Upload, 
11-16-2022-18-53-05.866,0, 2, Upload, 
11-16-2022-18-53-05.866,0, 3, Upload, 
11-16-2022-18-53-05.866,491741.0375963996, 4, Upload, 
11-16-2022-18-53-05.866,98348.20751927991, 5, Upload, 
11-16-2022-18-53-05.866,934307.9714331592, 6, Upload, 
11-16-2022-18-53-05.866,0, 7, Upload, 
11-16-2022-18-53-05.866,0, 8, Upload, 
11-16-2022-18-53-05.866,754002.9243144793, 9, Upload, 
11-16-2022-18-53-05.866,147522.31127891986, 10, Upload, 
11-16-2022-18-53-05.866,49174.103759639955, 11, Upload, 
11-16-2022-18-53-05.866,377001.4621572397, 12, Upload, 
11-16-2022-18-53-05.866,245870.5187981998, 13, Upload, 
11-16-2022-18-53-05.866,557306.5092759195, 14, Upload, 
11-16-2022-18-53-05.866,49174.103759639955, 15, Upload, 
11-16-2022-18-53-05.866,0, 16, Upload, 
11-16-2022-18-53-05.866,508132.40551627957, 17, Upload, 
11-16-2022-18-53-05.866,196696.41503855982, 18, Upload, 
11-16-2022-18-53-05.866,98348.20751927991, 19, Upload, 
11-16-2022-18-53-05.866,245870.5187981998, 20, Upload, 
11-16-2022-18-53-05.866,426175.5659168796, 21, Upload, 
11-16-2022-18-53-05.866,426175.5659168796, 22, Upload, 
11-16-2022-18-53-05.866,0, 23, Upload, 
11-16-2022-18-53-05.866,147522.31127891986, 24, Upload, 
11-16-2022-18-53-05.866,0, 25, Upload, 
11-16-2022-18-53-05.866,196696.41503855982, 26, Upload, 
11-16-2022-18-53-05.866,98348.20751927991, 27, Upload, 
11-16-2022-18-53-05.866,967090.7072729191, 28, Upload, 
11-16-2022-18-53-05.866,0, 29, Upload, 
11-16-2022-18-53-05.866,0, 30, Upload, 
11-16-2022-18-53-05.866,98348.20751927991, 31, Upload, 
11-16-2022-18-53-05.866,0, 32, Upload, 
11-16-2022-18-53-05.866,426175.5659168796, 33, Upload, 
11-16-2022-18-53-05.866,0, 34, Upload, 
11-16-2022-18-53-05.866,311435.99047771975, 35, Upload, 
11-16-2022-18-53-05.866,311435.99047771975, 36, Upload, 
11-16-2022-18-53-05.866,49174.103759639955, 37, Upload, 
11-16-2022-18-53-05.866,163913.67919879986, 38, Upload, 
11-16-2022-18-53-05.866,65565.47167951995, 39, Upload, 
11-16-2022-18-53-05.867,3.718549932634675e+06, 0, Download, 
11-16-2022-18-53-05.867,606165.9320843132, 1, Download, 
11-16-2022-18-53-05.867,688080.2472308421, 2, Download, 
11-16-2022-18-53-05.867,540490.4899599968, 3, Download, 
11-16-2022-18-53-05.867,425954.4387619499, 4, Download, 
11-16-2022-18-53-05.867,327657.2605861153, 5, Download, 
11-16-2022-18-53-05.867,376661.85966693907, 6, Download, 
11-16-2022-18-53-05.867,409571.5757326441, 7, Download, 
11-16-2022-18-53-05.867,376805.8496740326, 8, Download, 
11-16-2022-18-53-05.867,671697.3842015363, 9, Download, 
11-16-2022-18-53-05.867,606165.9320843132, 10, Download, 
11-16-2022-18-53-05.867,802760.2884359824, 11, Download, 
11-16-2022-18-53-05.867,245598.95543249295, 12, Download, 
11-16-2022-18-53-05.867,327657.2605861153, 13, Download, 
11-16-2022-18-53-05.867,818999.1614581947, 14, Download, 
11-16-2022-18-53-05.867,802760.2884359824, 15, Download, 
11-16-2022-18-53-05.867,344040.12361542106, 16, Download, 
11-16-2022-18-53-05.867,1.75289434913217e+06, 17, Download, 
11-16-2022-18-53-05.867,3.8824505579312793e+06, 18, Download, 
11-16-2022-18-53-05.867,589567.0840443673, 19, Download, 
11-16-2022-18-53-05.867,688008.2522272953, 20, Download, 
11-16-2022-18-53-05.867,3.177987447671131e+06, 21, Download, 
11-16-2022-18-53-05.867,1.5726108608062598e+06, 22, Download, 
11-16-2022-18-53-05.867,409571.5757326441, 23, Download, 
11-16-2022-18-53-05.867,1.3924713624874433e+06, 24, Download, 
11-16-2022-18-53-05.867,917440.3296411228, 25, Download, 
11-16-2022-18-53-05.867,8.240004143712426e+06, 26, Download, 
11-16-2022-18-53-05.867,376805.8496740326, 27, Download, 
11-16-2022-18-53-05.867,704391.1152566011, 28, Download, 
11-16-2022-18-53-05.867,638931.6581429248, 29, Download, 
11-16-2022-18-53-05.867,507868.7539084787, 30, Download, 
11-16-2022-18-53-05.867,2.0476418936525802e+06, 31, Download, 
11-16-2022-18-53-05.867,933751.1976668818, 32, Download, 
11-16-2022-18-53-05.867,1.5891377138426593e+06, 33, Download, 
11-16-2022-18-53-05.867,2.211686508956278e+06, 34, Download, 
11-16-2022-18-53-05.867,4.259256407605312e+06, 35, Download, 
11-16-2022-18-53-05.867,1.982182436538904e+06, 36, Download, 
11-16-2022-18-53-05.867,1.195949001139321e+06, 37, Download, 
11-16-2022-18-53-05.867,1.700418790935909e+07, 38, Download, 
11-16-2022-18-53-05.867,0, 39, Download, 
11-16-2022-18-53-06.867,2.5880406194805736e+06, 0, Download, 
11-16-2022-18-53-06.867,655038.8662619649, 1, Download, 
11-16-2022-18-53-06.867,638801.4723636856, 2, Download, 
11-16-2022-18-53-06.867,475059.752909658, 3, Download, 
11-16-2022-18-53-06.867,311246.0450097759, 4, Download, 
11-16-2022-18-53-06.867,360174.19204217725, 5, Download, 
11-16-2022-18-53-06.867,442297.01132968155, 6, Download, 
11-16-2022-18-53-06.867,442297.01132968155, 7, Download, 
11-16-2022-18-53-06.867,327483.43890805525, 8, Download, 
11-16-2022-18-53-06.867,507750.50604377995, 9, Download, 
11-16-2022-18-53-06.867,737161.6855494693, 10, Download, 
11-16-2022-18-53-06.867,835449.9102893985, 11, Download, 
11-16-2022-18-53-06.867,262101.9326398113, 12, Download, 
11-16-2022-18-53-06.867,278483.3034297995, 13, Download, 
11-16-2022-18-53-06.867,982882.2473992924, 14, Download, 
11-16-2022-18-53-06.867,688017.5731795047, 15, Download, 
11-16-2022-18-53-06.867,393152.89895971696, 16, Download, 
11-16-2022-18-53-06.867,1.9820018886968642e+06, 17, Download, 
11-16-2022-18-53-06.867,2.80099843975042e+06, 18, Download, 
11-16-2022-18-53-06.867,360390.15737974056, 19, Download, 
11-16-2022-18-53-06.867,671636.2023895165, 20, Download, 
11-16-2022-18-53-06.867,3.0304096192561095e+06, 21, Download, 
11-16-2022-18-53-06.867,1.7854974276628601e+06, 22, Download, 
11-16-2022-18-53-06.867,393152.89895971696, 23, Download, 
11-16-2022-18-53-06.867,1.4743233710989386e+06, 24, Download, 
11-16-2022-18-53-06.867,1.0811704721392216e+06, 25, Download, 
11-16-2022-18-53-06.867,7.223680599263818e+06, 26, Download, 
11-16-2022-18-53-06.867,360390.15737974056, 27, Download, 
11-16-2022-18-53-06.867,884594.0226593631, 28, Download, 
11-16-2022-18-53-06.867,753399.0794477486, 29, Download, 
11-16-2022-18-53-06.867,425915.64053969336, 30, Download, 
11-16-2022-18-53-06.867,2.5061337655306323e+06, 31, Download, 
11-16-2022-18-53-06.867,818996.5510535559, 32, Download, 
11-16-2022-18-53-06.867,1.8015908446694305e+06, 33, Download, 
11-16-2022-18-53-06.867,2.145671619705037e+06, 34, Download, 
11-16-2022-18-53-06.867,4.766618957657296e+06, 35, Download, 
11-16-2022-18-53-06.867,1.7690440684270174e+06, 36, Download, 
11-16-2022-18-53-06.867,524203.8652796226, 37, Download, 
11-16-2022-18-53-06.867,1.338300402785353e+07, 38, Download, 
11-16-2022-18-53-06.867,786305.7979194339, 39, Download, 
11-16-2022-18-53-06.867,2.1458875850426005e+06, 40, Download, 
11-16-2022-18-53-06.867,671287.926982408, 0, Upload, 
11-16-2022-18-53-06.867,294711.772821545, 1, Upload, 
11-16-2022-18-53-06.867,49118.62880359084, 2, Upload, 
11-16-2022-18-53-06.867,0, 3, Upload, 
11-16-2022-18-53-06.867,491186.28803590836, 4, Upload, 
11-16-2022-18-53-06.867,196474.51521436335, 5, Upload, 
11-16-2022-18-53-06.867,311084.64908940863, 6, Upload, 
11-16-2022-18-53-06.867,0, 7, Upload, 
11-16-2022-18-53-06.867,49118.62880359084, 8, Upload, 
11-16-2022-18-53-06.867,311084.64908940863, 9, Upload, 
11-16-2022-18-53-06.867,147355.8864107725, 10, Upload, 
11-16-2022-18-53-06.867,0, 11, Upload, 
11-16-2022-18-53-06.867,573050.6693752264, 12, Upload, 
11-16-2022-18-53-06.867,294711.772821545, 13, Upload, 
11-16-2022-18-53-06.867,392949.0304287267, 14, Upload, 
11-16-2022-18-53-06.867,49118.62880359084, 15, Upload, 
11-16-2022-18-53-06.867,49118.62880359084, 16, Upload, 
11-16-2022-18-53-06.867,327457.52535727224, 17, Upload, 
11-16-2022-18-53-06.867,360203.27789299947, 18, Upload, 
11-16-2022-18-53-06.867,0, 19, Upload, 
11-16-2022-18-53-06.867,818643.8133931806, 20, Upload, 
11-16-2022-18-53-06.867,474813.41176804475, 21, Upload, 
11-16-2022-18-53-06.867,261966.0202858178, 22, Upload, 
11-16-2022-18-53-06.867,0, 23, Upload, 
11-16-2022-18-53-06.867,327457.52535727224, 24, Upload, 
11-16-2022-18-53-06.867,0, 25, Upload, 
11-16-2022-18-53-06.867,163728.76267863612, 26, Upload, 
11-16-2022-18-53-06.867,196474.51521436335, 27, Upload, 
11-16-2022-18-53-06.867,654915.0507145445, 28, Upload, 
11-16-2022-18-53-06.867,638542.1744466808, 29, Upload, 
11-16-2022-18-53-06.867,0, 30, Upload, 
11-16-2022-18-53-06.867,98237.25760718167, 31, Upload, 
11-16-2022-18-53-06.867,0, 32, Upload, 
11-16-2022-18-53-06.867,507559.164303772, 33, Upload, 
11-16-2022-18-53-06.867,49118.62880359084, 34, Upload, 
11-16-2022-18-53-06.867,802270.9371253169, 35, Upload, 
11-16-2022-18-53-06.867,98237.25760718167, 36, Upload, 
11-16-2022-18-53-06.867,916881.0710003623, 37, Upload, 
11-16-2022-18-53-06.867,540304.9168394991, 38, Upload, 
11-16-2022-18-53-06.867,540304.9168394991, 39, Upload, 
11-16-2022-18-53-06.867,130983.0101429089, 40, Upload, 
11-16-2022-18-53-07.868,261831.92253153466, 0, Upload, 
11-16-2022-18-53-07.868,654579.8063288366, 1, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 2, Upload, 
11-16-2022-18-53-07.868,0, 3, Upload, 
11-16-2022-18-53-07.868,360018.89348086016, 4, Upload, 
11-16-2022-18-53-07.868,180009.44674043008, 5, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 6, Upload, 
11-16-2022-18-53-07.868,0, 7, Upload, 
11-16-2022-18-53-07.868,98186.97094932549, 8, Upload, 
11-16-2022-18-53-07.868,785495.7675946039, 9, Upload, 
