Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-18-53-37.260,1, 0.0405176,0.03223,278214, SelfDown,
11-16-2022-18-53-37.361,1, 0.0392536,0.035948,1297408, SelfUp,
11-16-2022-18-53-37.361,1, 0.1808659,0.037861,278372, SelfDown,
11-16-2022-18-53-37.464,1, 0.094652,0.038599,1297408, SelfUp,
11-16-2022-18-53-37.464,1, 0.1134588,0.036532,278453, SelfDown,
11-16-2022-18-53-37.564,1, 0.0476801,0.041202,1297408, SelfUp,
11-16-2022-18-53-37.564,1, 0.0865034,0.038678,278789, SelfDown,
11-16-2022-18-53-37.666,1, 0.0397572,0.038314,1297408, SelfUp,
11-16-2022-18-53-37.770,1, 0.0769958,0.036941,1297408, SelfUp,
11-16-2022-18-53-37.871,1, 0.0890395,0.040855,1297408, SelfUp,
11-16-2022-18-53-37.974,1, 0.0995136,0.038213,1297408, SelfUp,
11-16-2022-18-53-37.666,1, 0.4390765,0.037755,279069, SelfDown,
11-16-2022-18-53-37.770,1, 0.3355378,0.037755,279069, SelfDown,
11-16-2022-18-53-37.871,1, 0.2352113,0.037755,279069, SelfDown,
11-16-2022-18-53-38.086,1, 0.0389823,0.037056,1297408, SelfUp,
11-16-2022-18-53-37.974,1, 0.1746481,0.036666,279529, SelfDown,
11-16-2022-18-53-38.086,1, 0.0627612,0.036666,279529, SelfDown,
11-16-2022-18-53-38.186,1, 0.0853123,0.039064,1297408, SelfUp,
11-16-2022-18-53-38.298,1, 0.034801,0.038377,1297408, SelfUp,
11-16-2022-18-53-38.186,1, 0.2038734,0.036442,279779, SelfDown,
11-16-2022-18-53-38.398,1, 0.0393137,0.036656,1297408, SelfUp,
11-16-2022-18-53-38.298,1, 0.2309664,0.035695,279919, SelfDown,
11-16-2022-18-53-38.398,1, 0.1328835,0.035695,279919, SelfDown,
11-16-2022-18-53-38.499,1, 0.0408149,0.036759,1297408, SelfUp,
11-16-2022-18-53-38.499,1, 0.2042788,0.03825,280105, SelfDown,
11-16-2022-18-53-38.606,1, 0.1787858,0.037188,1297408, SelfUp,
11-16-2022-18-53-38.708,1, 0.076529,0.037188,1297408, SelfUp,
11-16-2022-18-53-38.606,1, 0.2300186,0.036438,280210, SelfDown,
11-16-2022-18-53-38.809,1, 0.0361543,0.037615,1297408, SelfUp,
11-16-2022-18-53-38.708,1, 0.1652723,0.036528,280246, SelfDown,
11-16-2022-18-53-38.809,1, 0.128445,0.036776,280303, SelfDown,
11-16-2022-18-53-38.910,1, 0.0345012,0.037853,1297408, SelfUp,
11-16-2022-18-53-38.910,1, 0.1373983,0.035634,280359, SelfDown,
11-16-2022-18-53-39.012,1, 0.0733974,0.040209,1297408, SelfUp,
11-16-2022-18-53-39.012,1, 0.1011153,0.035477,280498, SelfDown,
11-16-2022-18-53-39.112,1, 0.0860856,0.037987,1297408, SelfUp,
11-16-2022-18-53-39.216,1, 0.1002517,0.03992,1297408, SelfUp,
11-16-2022-18-53-39.112,1, 0.2337199,0.037573,280593, SelfDown,
11-16-2022-18-53-39.316,1, 0.0351095,0.038132,1297408, SelfUp,
11-16-2022-18-53-39.418,1, 0.0319698,0.036325,1297408, SelfUp,
11-16-2022-18-53-39.520,1, 0.0705487,0.035147,1297408, SelfUp,
11-16-2022-18-53-39.216,1, 0.4375327,0.038702,280641, SelfDown,
11-16-2022-18-53-39.316,1, 0.337024,0.038702,280641, SelfDown,
11-16-2022-18-53-39.418,1, 0.234641,0.038702,280641, SelfDown,
11-16-2022-18-53-39.520,1, 0.1738796,0.038392,280653, SelfDown,
11-16-2022-18-53-39.622,1, 0.0758984,0.035724,1297408, SelfUp,
11-16-2022-18-53-39.622,1, 0.1433819,0.038067,280728, SelfDown,
11-16-2022-18-53-39.724,1, 0.0461241,0.037055,1297408, SelfUp,
11-16-2022-18-53-39.724,1, 0.1138532,0.036539,280977, SelfDown,
11-16-2022-18-53-39.827,1, 0.031622,0.034846,1297408, SelfUp,
11-16-2022-18-53-39.928,1, 0.0428471,0.039347,1297408, SelfUp,
11-16-2022-18-53-39.827,1, 0.1648482,0.03484,281737, SelfDown,
11-16-2022-18-53-39.928,1, 0.1042576,0.034812,282412, SelfDown,
11-16-2022-18-53-40.028,1, 0.093543,0.037621,1297408, SelfUp,
11-16-2022-18-53-40.028,1, 0.1111144,0.035669,283605, SelfDown,
11-16-2022-18-53-40.128,1, 0.0404969,0.039752,1297408, SelfUp,
11-16-2022-18-53-40.128,1, 0.1266685,0.035745,284879, SelfDown,
11-16-2022-18-53-40.229,1, 0.0783469,0.038648,1297408, SelfUp,
11-16-2022-18-53-40.329,1, 0.0876521,0.039975,1297408, SelfUp,
11-16-2022-18-53-40.229,1, 0.221682,0.035747,286678, SelfDown,
11-16-2022-18-53-40.431,1, 0.0316084,0.038692,1297408, SelfUp,
11-16-2022-18-53-40.329,1, 0.1637992,0.038563,288997, SelfDown,
11-16-2022-18-53-40.532,1, 0.0467055,0.037661,1297408, SelfUp,
11-16-2022-18-53-40.431,1, 0.1993558,0.037086,290608, SelfDown,
11-16-2022-18-53-40.633,1, 0.0363582,0.046297,1297408, SelfUp,
11-16-2022-18-53-40.532,1, 0.1681399,0.036573,291546, SelfDown,
11-16-2022-18-53-40.733,1, 0.0358582,0.037842,1297408, SelfUp,
11-16-2022-18-53-40.633,1, 0.2569373,0.038056,293679, SelfDown,
11-16-2022-18-53-40.733,1, 0.1576298,0.038056,293679, SelfDown,
11-16-2022-18-53-40.834,1, 0.084966,0.037538,1297408, SelfUp,
11-16-2022-18-53-40.934,1, 0.049403,0.039893,1297408, SelfUp,
11-16-2022-18-53-40.834,1, 0.1737444,0.03738,296787, SelfDown,
11-16-2022-18-53-40.934,1, 0.139555,0.035294,299390, SelfDown,
11-16-2022-18-53-41.034,1, 0.1146324,0.044868,1297408, SelfUp,
11-16-2022-18-53-41.138,1, 0.0454258,0.04166,1297408, SelfUp,
11-16-2022-18-53-41.034,1, 0.186641,0.035147,301472, SelfDown,
11-16-2022-18-53-41.242,1, 0.0286545,0.035659,1297408, SelfUp,
11-16-2022-18-53-41.138,1, 0.2275662,0.032934,306795, SelfDown,
11-16-2022-18-53-41.242,1, 0.1236934,0.032934,306795, SelfDown,
11-16-2022-18-53-41.350,1, 0.0325228,0.035064,1297408, SelfUp,
11-16-2022-18-53-41.350,1, 0.1935543,0.033164,312481, SelfDown,
11-16-2022-18-53-41.451,1, 0.1953204,0.032082,318532, SelfDown,
11-16-2022-18-53-41.554,1, 0.1075557,0.032082,318532, SelfDown,
11-16-2022-18-53-41.654,1, 0.0639184,0.032722,323008, SelfDown,
11-16-2022-18-53-41.451,1, 0.3119178,0.038979,1297408, SelfUp,
11-16-2022-18-53-41.554,1, 0.2460083,0.03768,1297408, SelfUp,
11-16-2022-18-53-41.755,1, 0.0449999,0.03768,1297408, SelfUp,
11-16-2022-18-53-41.654,1, 0.1459191,0.03768,1297408, SelfUp,
11-16-2022-18-53-41.755,1, 0.0932213,0.039308,238357, SelfDown,
11-16-2022-18-53-41.855,1, 0.0455788,0.04443,1297408, SelfUp,
11-16-2022-18-53-41.855,1, 0.0685786,0.044573,238707, SelfDown,
11-16-2022-18-53-41.955,1, 0.0416438,0.044911,1297408, SelfUp,
11-16-2022-18-53-41.955,1, 0.1401768,0.045019,240378, SelfDown,
11-16-2022-18-53-42.059,1, 0.1256999,0.043952,241187, SelfDown,
11-16-2022-18-53-42.165,1, 0.4177849,0.038818,242684, SelfDown,
11-16-2022-18-53-42.266,1, 0.3168342,0.038818,242684, SelfDown,
11-16-2022-18-53-42.369,1, 0.2530487,0.037534,243619, SelfDown,
11-16-2022-18-53-42.471,1, 0.1508158,0.037534,243619, SelfDown,
11-16-2022-18-53-42.575,1, 0.0895542,0.037612,244793, SelfDown,
11-16-2022-18-53-42.676,1, 0.1077637,0.038726,245755, SelfDown,
11-16-2022-18-53-42.777,1, 0.1983447,0.037682,247336, SelfDown,
11-16-2022-18-53-42.884,1, 0.1775847,0.036522,248725, SelfDown,
11-16-2022-18-53-42.989,1, 0.2984105,0.03681,250173, SelfDown,
11-16-2022-18-53-43.091,1, 0.1978514,0.03681,250173, SelfDown,
11-16-2022-18-53-43.192,1, 0.1667506,0.036643,250798, SelfDown,
11-16-2022-18-53-43.296,1, 0.1660436,0.036233,251438, SelfDown,
11-16-2022-18-53-43.396,1, 0.1802793,0.036414,253082, SelfDown,
11-16-2022-18-53-43.496,1, 0.2288604,0.035993,253748, SelfDown,
11-16-2022-18-53-43.597,1, 0.2338445,0.033768,255805, SelfDown,
11-16-2022-18-53-43.699,1, 0.1320437,0.033768,255805, SelfDown,
11-16-2022-18-53-43.799,1, 0.0703852,0.034041,257168, SelfDown,
11-16-2022-18-53-42.059,1, 1.845605,0.036901,1297408, SelfUp,
11-16-2022-18-53-42.165,1, 1.7740241,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.369,1, 1.5702106,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.266,1, 1.6730734,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.471,1, 1.4679777,0.036312,1297408, SelfUp,
11-16-2022-18-53-42.575,1, 1.3641879000000001,0.036312,1297408, SelfUp,
