Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-18-52-25.906,1, 0.0212908,0.019125,122699, SelfUp,
11-16-2022-18-52-25.906,1, 0.0428626,0.014997,15996, SelfDown,
11-16-2022-18-52-26.008,1, 0.0204998,0.018498,166672, SelfUp,
11-16-2022-18-52-26.008,1, 0.0364825,0.016377,21213, SelfDown,
11-16-2022-18-52-26.110,1, 0.0145992,0.015823,24960, SelfDown,
11-16-2022-18-52-26.110,1, 0.0150615,0.017349,200315, SelfUp,
11-16-2022-18-52-26.210,1, 0.0293906,0.026515,229771, SelfUp,
11-16-2022-18-52-26.210,1, 0.0482682,0.021592,50039, SelfDown,
11-16-2022-18-52-26.324,1, 0.0291566,0.028143,253102, SelfUp,
11-16-2022-18-52-26.324,1, 0.0307107,0.024694,54722, SelfDown,
11-16-2022-18-52-26.432,1, 0.0472733,0.034446,60706, SelfDown,
11-16-2022-18-52-26.432,1, 0.0512743,0.031372,271602, SelfUp,
11-16-2022-18-52-26.532,1, 0.0342864,0.027209,285287, SelfUp,
11-16-2022-18-52-26.532,1, 0.0554764,0.028015,66671, SelfDown,
11-16-2022-18-52-26.639,1, 0.0298333,0.032058,296800, SelfUp,
11-16-2022-18-52-26.639,1, 0.0349358,0.033035,69789, SelfDown,
11-16-2022-18-52-26.739,1, 0.0344097,0.033377,308444, SelfUp,
11-16-2022-18-52-26.739,1, 0.0344097,0.032219,75411, SelfDown,
11-16-2022-18-52-26.839,1, 0.0263215,0.029296,319355, SelfUp,
11-16-2022-18-52-26.839,1, 0.0263215,0.027164,79828, SelfDown,
11-16-2022-18-52-26.951,1, 0.0127599,0.028743,330115, SelfUp,
11-16-2022-18-52-26.951,1, 0.021228,0.020169,83252, SelfDown,
11-16-2022-18-52-27.051,1, 0.0201919,0.022617,347971, SelfUp,
11-16-2022-18-52-27.051,1, 0.0213586,0.022468,86948, SelfDown,
11-16-2022-18-52-27.154,1, 0.0225379,0.022338,365125, SelfUp,
11-16-2022-18-52-27.154,1, 0.033063,0.018564,88920, SelfDown,
11-16-2022-18-52-27.257,1, 0.0347317,0.030275,377252, SelfUp,
11-16-2022-18-52-27.257,1, 0.0767214,0.032398,90842, SelfDown,
11-16-2022-18-52-27.365,1, 0.0277048,0.036898,385451, SelfUp,
11-16-2022-18-52-27.473,1, 0.025654,0.032432,396758, SelfUp,
11-16-2022-18-52-27.365,1, 0.1542229,0.032341,94020, SelfDown,
11-16-2022-18-52-27.473,1, 0.0494135,0.032341,94020, SelfDown,
11-16-2022-18-52-27.579,1, 0.0338116,0.035329,406598, SelfUp,
11-16-2022-18-52-27.679,1, 0.0200382,0.028217,416691, SelfUp,
11-16-2022-18-52-27.579,1, 0.1696422,0.02926,97751, SelfDown,
11-16-2022-18-52-27.679,1, 0.0732048,0.02926,97751, SelfDown,
11-16-2022-18-52-27.780,1, 0.0322277,0.033353,422312, SelfUp,
11-16-2022-18-52-27.881,1, 0.0304534,0.035177,430833, SelfUp,
11-16-2022-18-52-27.780,1, 0.1396822,0.034373,100692, SelfDown,
11-16-2022-18-52-27.881,1, 0.0499162,0.030439,100926, SelfDown,
11-16-2022-18-52-27.988,1, 0.1403439,0.041593,435311, SelfUp,
11-16-2022-18-52-28.088,1, 0.0399961,0.041593,435311, SelfUp,
11-16-2022-18-52-27.988,1, 0.1569413,0.029347,104956, SelfDown,
11-16-2022-18-52-28.088,1, 0.0648059,0.029347,104956, SelfDown,
11-16-2022-18-52-28.188,1, 0.0783078,0.035749,444610, SelfUp,
11-16-2022-18-52-28.288,1, 0.0332729,0.035885,447220, SelfUp,
11-16-2022-18-52-28.188,1, 0.1348904,0.03223,115202, SelfDown,
11-16-2022-18-52-28.288,1, 0.0596601,0.03193,115535, SelfDown,
11-16-2022-18-52-28.395,1, 0.0347878,0.032339,454423, SelfUp,
11-16-2022-18-52-28.395,1, 0.0386615,0.030235,117633, SelfDown,
11-16-2022-18-52-28.496,1, 0.0584162,0.036829,118487, SelfDown,
11-16-2022-18-52-28.496,1, 0.0777593,0.035255,466355, SelfUp,
11-16-2022-18-52-28.600,1, 0.0739814,0.035699,471384, SelfUp,
11-16-2022-18-52-28.600,1, 0.091322,0.034423,119140, SelfDown,
11-16-2022-18-52-28.701,1, 0.0274957,0.029014,475691, SelfUp,
11-16-2022-18-52-28.701,1, 0.1205667,0.030571,121021, SelfDown,
11-16-2022-18-52-28.804,1, 0.0723131,0.03323,479614, SelfUp,
11-16-2022-18-52-28.804,1, 0.1030329,0.032248,121645, SelfDown,
