Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-19-2022-23-24-04.106,1.4552191402289688e+06, 1, Upload, 
11-19-2022-23-24-04.106,817538.8428252634, 2, Upload, 
11-19-2022-23-24-04.106,506874.0825516633, 3, Upload, 
11-19-2022-23-24-04.106,703083.4048297264, 4, Upload, 
11-19-2022-23-24-04.106,1.0955020493858529e+06, 5, Upload, 
11-19-2022-23-24-04.106,703083.4048297264, 6, Upload, 
11-19-2022-23-24-04.106,327307.1317155497, 7, Upload, 
11-19-2022-23-24-05.106,7.240987533931054e+06, 0, Download, 
11-19-2022-23-24-05.106,7.470281765996768e+06, 1, Download, 
11-19-2022-23-24-05.106,1.9168889704902926e+06, 2, Download, 
11-19-2022-23-24-05.106,1.802148596955868e+07, 3, Download, 
11-19-2022-23-24-05.106,4.488861208412785e+06, 4, Download, 
11-19-2022-23-24-05.106,1.670980740868743e+06, 5, Download, 
11-19-2022-23-24-05.106,1.4589194934152868e+07, 6, Download, 
11-19-2022-23-24-05.106,1.5138140376014467e+07, 7, Download, 
11-19-2022-23-24-05.106,0, 8, Download, 
11-19-2022-23-24-05.107,1.064313855058594e+06, 0, Upload, 
11-19-2022-23-24-05.107,556718.0164921875, 1, Upload, 
11-19-2022-23-24-05.107,949695.4398984376, 2, Upload, 
11-19-2022-23-24-05.107,98244.3558515625, 3, Upload, 
11-19-2022-23-24-05.107,507595.8385664063, 4, Upload, 
11-19-2022-23-24-05.107,114618.41516015626, 5, Upload, 
11-19-2022-23-24-05.107,65496.237234375, 6, Upload, 
11-19-2022-23-24-05.107,458473.66064062505, 7, Upload, 
11-19-2022-23-24-05.107,654962.3723437501, 8, Upload, 
11-19-2022-23-24-06.109,0, 0, Upload, 
11-19-2022-23-24-06.109,1.11193749503471e+06, 1, Upload, 
11-19-2022-23-24-06.109,1.0465294070914919e+06, 2, Upload, 
11-19-2022-23-24-06.109,654080.8794321824, 3, Upload, 
11-19-2022-23-24-06.109,784897.0553186189, 4, Upload, 
11-19-2022-23-24-06.109,0, 5, Upload, 
11-19-2022-23-24-06.109,506912.6815599413, 6, Upload, 
11-19-2022-23-24-06.109,294336.39574448206, 7, Upload, 
11-19-2022-23-24-06.109,621376.8354605733, 8, Upload, 
11-19-2022-23-24-06.109,0, 9, Upload, 
11-19-2022-23-24-06.109,1.241836186821619e+06, 0, Download, 
11-19-2022-23-24-06.109,6.291249206172994e+06, 1, Download, 
11-19-2022-23-24-06.109,1.2581780265094084e+06, 2, Download, 
11-19-2022-23-24-06.109,1.6079221217181792e+07, 3, Download, 
11-19-2022-23-24-06.109,4.673407077081837e+06, 4, Download, 
11-19-2022-23-24-06.109,996708.5915047769, 5, Download, 
11-19-2022-23-24-06.109,1.1283250342441535e+07, 6, Download, 
11-19-2022-23-24-06.109,1.998484908783829e+07, 7, Download, 
11-19-2022-23-24-06.109,0, 8, Download, 
11-19-2022-23-24-06.109,1.0131940606429473e+06, 9, Download, 
11-19-2022-23-24-07.110,997624.4138026182, 0, Download, 
11-19-2022-23-24-07.110,4.939055038390021e+06, 1, Download, 
11-19-2022-23-24-07.110,1.6190682594950327e+06, 2, Download, 
11-19-2022-23-24-07.110,1.5667660312636608e+07, 3, Download, 
11-19-2022-23-24-07.110,4.366750098853815e+06, 4, Download, 
11-19-2022-23-24-07.110,1.357449305038465e+06, 5, Download, 
11-19-2022-23-24-07.110,1.0090805751679817e+07, 6, Download, 
11-19-2022-23-24-07.110,2.693571542160441e+07, 7, Download, 
11-19-2022-23-24-07.110,1.1448255056718283e+06, 8, Download, 
11-19-2022-23-24-07.110,1.6517796132437459e+06, 9, Download, 
11-19-2022-23-24-07.110,1.684634718058738e+06, 10, Download, 
11-19-2022-23-24-07.110,556093.0137281271, 0, Upload, 
11-19-2022-23-24-07.110,1.0304076430844708e+06, 1, Upload, 
11-19-2022-23-24-07.110,392536.2449845603, 2, Upload, 
11-19-2022-23-24-07.110,768716.8130947639, 3, Upload, 
11-19-2022-23-24-07.110,588804.3674768404, 4, Upload, 
11-19-2022-23-24-07.110,0, 5, Upload, 
11-19-2022-23-24-07.110,1.1448973812049674e+06, 6, Upload, 
11-19-2022-23-24-07.110,915917.904963974, 7, Upload, 
11-19-2022-23-24-07.110,736005.4593460505, 8, Upload, 
11-19-2022-23-24-07.110,588804.3674768404, 9, Upload, 
11-19-2022-23-24-07.110,572448.6906024837, 10, Upload, 
11-19-2022-23-24-08.111,1.21203869235507e+06, 0, Download, 
11-19-2022-23-24-08.111,3.86527673935104e+06, 1, Download, 
11-19-2022-23-24-08.111,1.3594488035874434e+06, 2, Download, 
11-19-2022-23-24-08.111,1.95223546909847e+07, 3, Download, 
11-19-2022-23-24-08.111,5.568394558773854e+06, 4, Download, 
11-19-2022-23-24-08.111,1.277554297347236e+06, 5, Download, 
11-19-2022-23-24-08.111,1.2954775178486938e+07, 6, Download, 
11-19-2022-23-24-08.111,8.008706889545285e+06, 7, Download, 
11-19-2022-23-24-08.111,3.75062443061475e+06, 8, Download, 
11-19-2022-23-24-08.111,3.4065955268125036e+06, 9, Download, 
11-19-2022-23-24-08.111,2.1781779332093922e+06, 10, Download, 
11-19-2022-23-24-08.111,933597.3711383648, 11, Download, 
11-19-2022-23-24-08.111,1.3758277048354847e+06, 0, Upload, 
11-19-2022-23-24-08.111,835323.9636501158, 1, Upload, 
11-19-2022-23-24-08.111,982734.0748824892, 2, Upload, 
11-19-2022-23-24-08.111,818945.0624020743, 3, Upload, 
11-19-2022-23-24-08.111,1.146523087362904e+06, 4, Upload, 
11-19-2022-23-24-08.111,163789.01248041485, 5, Upload, 
11-19-2022-23-24-08.111,1.0154918773785721e+06, 6, Upload, 
11-19-2022-23-24-08.111,1.0646285811226966e+06, 7, Upload, 
11-19-2022-23-24-08.111,1.179280889858987e+06, 8, Upload, 
11-19-2022-23-24-08.111,49136.70374412446, 9, Upload, 
11-19-2022-23-24-08.111,1.146523087362904e+06, 10, Upload, 
11-19-2022-23-24-08.111,982734.0748824892, 11, Upload, 
11-19-2022-23-24-09.111,982546.3687043629, 0, Upload, 
11-19-2022-23-24-09.111,393018.5474817452, 1, Upload, 
11-19-2022-23-24-09.111,655030.9124695753, 2, Upload, 
11-19-2022-23-24-09.111,1.06442523276306e+06, 3, Upload, 
11-19-2022-23-24-09.111,1.2773102793156719e+06, 4, Upload, 
11-19-2022-23-24-09.111,1.3428133705626293e+06, 5, Upload, 
11-19-2022-23-24-09.111,786037.0949634904, 6, Upload, 
11-19-2022-23-24-09.111,1.1299283240100173e+06, 7, Upload, 
11-19-2022-23-24-09.111,769661.3221517509, 8, Upload, 
11-19-2022-23-24-09.111,884291.7318339266, 9, Upload, 
11-19-2022-23-24-09.111,998922.1415161022, 10, Upload, 
11-19-2022-23-24-09.111,949794.8230808842, 11, Upload, 
11-19-2022-23-24-09.111,818788.6405869691, 12, Upload, 
11-19-2022-23-24-09.111,1.0808010055747991e+06, 0, Download, 
11-19-2022-23-24-09.111,4.961571306575577e+06, 1, Download, 
11-19-2022-23-24-09.111,1.1463040968217568e+06, 2, Download, 
11-19-2022-23-24-09.111,1.6996828793214288e+07, 3, Download, 
11-19-2022-23-24-09.111,5.485452108860509e+06, 4, Download, 
11-19-2022-23-24-09.111,1.2770943877795795e+06, 5, Download, 
11-19-2022-23-24-09.111,1.1069302782282181e+07, 6, Download, 
11-19-2022-23-24-09.111,4.634055850340789e+06, 7, Download, 
11-19-2022-23-24-09.111,3.6350617449793224e+06, 8, Download, 
11-19-2022-23-24-09.111,3.3404417620587414e+06, 9, Download, 
11-19-2022-23-24-09.111,1.7848872726342285e+06, 10, Download, 
11-19-2022-23-24-09.111,1.5228029438010342e+06, 11, Download, 
11-19-2022-23-24-09.111,8.171006886140403e+06, 12, Download, 
11-19-2022-23-24-10.112,671084.9945353662, 0, Upload, 
11-19-2022-23-24-10.112,1.0311793818470262e+06, 1, Upload, 
11-19-2022-23-24-10.112,1.0148114551510416e+06, 2, Upload, 
11-19-2022-23-24-10.112,703820.8479273353, 3, Upload, 
11-19-2022-23-24-10.112,605613.2877514281, 4, Upload, 
11-19-2022-23-24-10.112,785660.4814072581, 5, Upload, 
11-19-2022-23-24-10.112,310990.6072237063, 6, Upload, 
11-19-2022-23-24-10.112,130943.41356787634, 7, Upload, 
11-19-2022-23-24-10.112,572877.434359459, 8, Upload, 
11-19-2022-23-24-10.112,752924.628015289, 9, Upload, 
11-19-2022-23-24-10.112,1.391273769158686e+06, 10, Upload, 
11-19-2022-23-24-10.112,982075.6017590725, 11, Upload, 
11-19-2022-23-24-10.112,441934.02079158265, 12, Upload, 
11-19-2022-23-24-10.112,507405.7275755208, 13, Upload, 
11-19-2022-23-24-10.112,1.0310763753618584e+06, 0, Download, 
11-19-2022-23-24-10.112,3.452856009797399e+06, 1, Download, 
11-19-2022-23-24-10.112,1.0638089587066793e+06, 2, Download, 
11-19-2022-23-24-10.112,1.1373925412703454e+07, 3, Download, 
11-19-2022-23-24-10.112,3.8294964848034424e+06, 4, Download, 
11-19-2022-23-24-10.112,1.014710083689448e+06, 5, Download, 
11-19-2022-23-24-10.112,8.231885100321452e+06, 6, Download, 
11-19-2022-23-24-10.112,4.434977354502428e+06, 7, Download, 
11-19-2022-23-24-10.112,2.3729684481391134e+06, 8, Download, 
11-19-2022-23-24-10.112,2.389262817631323e+06, 9, Download, 
11-19-2022-23-24-10.112,1.6037527395358223e+06, 10, Download, 
11-19-2022-23-24-10.112,1.227471875430784e+06, 11, Download, 
11-19-2022-23-24-10.112,2.5988232732183777e+07, 12, Download, 
11-19-2022-23-24-10.112,507355.041844724, 13, Download, 
11-19-2022-23-24-11.114,1.3084066062794372e+06, 0, Upload, 
11-19-2022-23-24-11.114,1.357471854014916e+06, 1, Upload, 
11-19-2022-23-24-11.114,457942.31219780305, 2, Upload, 
11-19-2022-23-24-11.114,915884.6243956061, 3, Upload, 
11-19-2022-23-24-11.114,621493.1379827327, 4, Upload, 
11-19-2022-23-24-11.114,981304.954709578, 5, Upload, 
11-19-2022-23-24-11.114,245326.2386773945, 6, Upload, 
11-19-2022-23-24-11.114,457942.31219780305, 7, Upload, 
11-19-2022-23-24-11.114,932239.706974099, 8, Upload, 
11-19-2022-23-24-11.114,1.1284794072991565e+06, 9, Upload, 
11-19-2022-23-24-11.114,752319.6048661043, 10, Upload, 
11-19-2022-23-24-11.114,981286.4411297012, 11, Upload, 
11-19-2022-23-24-11.114,948576.8930920445, 12, Upload, 
11-19-2022-23-24-11.114,1.0957698592614997e+06, 13, Upload, 
11-19-2022-23-24-11.114,866889.5573168065, 14, Upload, 
11-19-2022-23-24-11.114,1.144660956965599e+06, 0, Download, 
11-19-2022-23-24-11.114,3.5654091547559267e+06, 1, Download, 
11-19-2022-23-24-11.114,752107.1951617621, 2, Download, 
11-19-2022-23-24-11.114,1.2217373291257648e+07, 3, Download, 
11-19-2022-23-24-11.114,3.97431932330159e+06, 4, Download, 
11-19-2022-23-24-11.114,1.0140253392526808e+06, 5, Download, 
11-19-2022-23-24-11.114,7.637723161027347e+06, 6, Download, 
11-19-2022-23-24-11.114,4.023316664786505e+06, 7, Download, 
11-19-2022-23-24-11.114,2.436960847051025e+06, 8, Download, 
11-19-2022-23-24-11.114,2.3551788133418923e+06, 9, Download, 
11-19-2022-23-24-11.114,1.4065072223159529e+06, 10, Download, 
11-19-2022-23-24-11.114,1.27579972586247e+06, 11, Download, 
11-19-2022-23-24-11.114,2.752560430553656e+07, 12, Download, 
11-19-2022-23-24-11.114,1.5047894202480416e+06, 13, Download, 
11-19-2022-23-24-11.114,1.2266586268964258e+06, 14, Download, 
11-19-2022-23-24-12.114,1.2776322086581727e+06, 0, Download, 
11-19-2022-23-24-12.114,3.193864575696703e+06, 1, Download, 
11-19-2022-23-24-12.114,982722.0246772233, 2, Download, 
11-19-2022-23-24-12.114,1.1530585894350644e+07, 3, Download, 
11-19-2022-23-24-12.114,3.2594561581236217e+06, 4, Download, 
11-19-2022-23-24-12.114,1.0973813254542388e+06, 5, Download, 
11-19-2022-23-24-12.114,8.107474699082819e+06, 6, Download, 
11-19-2022-23-24-12.114,3.5380584239764786e+06, 7, Download, 
11-19-2022-23-24-12.114,2.1128631503534666e+06, 8, Download, 
11-19-2022-23-24-12.114,1.9982758315593607e+06, 9, Download, 
11-19-2022-23-24-12.114,1.228492508325166e+06, 10, Download, 
11-19-2022-23-24-12.114,1.0810734073261463e+06, 11, Download, 
11-19-2022-23-24-12.114,2.3519952955775168e+07, 12, Download, 
11-19-2022-23-24-12.114,1.441431209768195e+06, 13, Download, 
11-19-2022-23-24-12.114,3.5216785238654763e+06, 14, Download, 
11-19-2022-23-24-12.114,1.3922915094351883e+06, 15, Download, 
11-19-2022-23-24-12.114,196555.0873704799, 0, Upload, 
11-19-2022-23-24-12.114,458628.5371977864, 1, Upload, 
11-19-2022-23-24-12.114,491387.7184261997, 2, Upload, 
11-19-2022-23-24-12.114,786220.3494819195, 3, Upload, 
11-19-2022-23-24-12.114,1.1629509336086726e+06, 4, Upload, 
11-19-2022-23-24-12.114,163795.90614206655, 5, Upload, 
11-19-2022-23-24-12.114,458628.5371977864, 6, Upload, 
11-19-2022-23-24-12.114,131036.72491365325, 7, Upload, 
11-19-2022-23-24-12.114,1.2284692960654993e+06, 8, Upload, 
11-19-2022-23-24-12.114,868134.7058831174, 9, Upload, 
11-19-2022-23-24-12.114,1.1957327081031618e+06, 10, Upload, 
11-19-2022-23-24-12.114,1.212112608214164e+06, 11, Upload, 
11-19-2022-23-24-12.114,475017.10321906424, 12, Upload, 
11-19-2022-23-24-12.114,376737.70255305094, 13, Upload, 
11-19-2022-23-24-12.114,491397.00333006645, 14, Upload, 
11-19-2022-23-24-12.114,622436.2042180842, 15, Upload, 
11-19-2022-23-24-13.117,1.1439068894809356e+06, 0, Download, 
11-19-2022-23-24-13.117,2.4840803724229233e+06, 1, Download, 
11-19-2022-23-24-13.117,898896.8483147479, 2, Download, 
11-19-2022-23-24-13.117,9.674752402358487e+06, 3, Download, 
11-19-2022-23-24-13.117,2.5493110439261617e+06, 4, Download, 
11-19-2022-23-24-13.117,964271.1645558205, 5, Download, 
11-19-2022-23-24-13.117,5.425709136164438e+06, 6, Download, 
11-19-2022-23-24-13.117,2.6962596107307407e+06, 7, Download, 
11-19-2022-23-24-13.117,1.536152786927371e+06, 8, Download, 
11-19-2022-23-24-13.117,1.487265694484401e+06, 9, Download, 
11-19-2022-23-24-13.117,931440.3616974498, 10, Download, 
11-19-2022-23-24-13.117,833522.5320736753, 11, Download, 
11-19-2022-23-24-13.117,1.5557938107472599e+07, 12, Download, 
11-19-2022-23-24-13.117,1.3562297725265871e+06, 13, Download, 
11-19-2022-23-24-13.117,2.843351822273154e+06, 14, Download, 
11-19-2022-23-24-13.117,2.141008856895127e+06, 15, Download, 
11-19-2022-23-24-13.117,1.487265694484401e+06, 16, Download, 
11-19-2022-23-24-13.117,702773.8995915302, 0, Upload, 
11-19-2022-23-24-13.117,882553.2692544798, 1, Upload, 
11-19-2022-23-24-13.117,1.029645480796893e+06, 2, Upload, 
11-19-2022-23-24-13.117,1.242112008580379e+06, 3, Upload, 
11-19-2022-23-24-13.117,637399.5833504576, 4, Upload, 
11-19-2022-23-24-13.117,359558.73932589917, 5, Upload, 
11-19-2022-23-24-13.117,784491.7948928709, 6, Upload, 
11-19-2022-23-24-13.117,114405.053421877, 7, Upload, 
11-19-2022-23-24-13.117,359558.73932589917, 8, Upload, 
11-19-2022-23-24-13.117,980614.7436160886, 9, Upload, 
11-19-2022-23-24-13.117,245153.68590402216, 10, Upload, 
11-19-2022-23-24-13.117,1.0133019017366249e+06, 11, Upload, 
11-19-2022-23-24-13.117,588368.8461696532, 12, Upload, 
11-19-2022-23-24-13.117,375902.3183861673, 13, Upload, 
11-19-2022-23-24-13.117,604712.4252299214, 14, Upload, 
11-19-2022-23-24-13.117,490307.3718080443, 15, Upload, 
11-19-2022-23-24-13.117,375902.3183861673, 16, Upload, 
11-19-2022-23-24-14.118,1.0148277291823816e+06, 0, Download, 
11-19-2022-23-24-14.118,2.749906833384121e+06, 1, Download, 
11-19-2022-23-24-14.118,1.0148996648000039e+06, 2, Download, 
11-19-2022-23-24-14.118,9.869998351475429e+06, 3, Download, 
11-19-2022-23-24-14.118,2.7990868172985176e+06, 4, Download, 
11-19-2022-23-24-14.118,998386.4441325014, 5, Download, 
11-19-2022-23-24-14.118,6.252659869416871e+06, 6, Download, 
11-19-2022-23-24-14.118,2.864492279409928e+06, 7, Download, 
11-19-2022-23-24-14.118,2.1278715549583123e+06, 8, Download, 
11-19-2022-23-24-14.118,1.66938589961984e+06, 9, Download, 
11-19-2022-23-24-14.118,982089.0303178654, 10, Download, 
11-19-2022-23-24-14.118,899954.5406860858, 11, Download, 
11-19-2022-23-24-14.118,2.5043378176532e+07, 12, Download, 
11-19-2022-23-24-14.118,1.4895388627178674e+06, 13, Download, 
11-19-2022-23-24-14.118,2.8153842311131535e+06, 14, Download, 
11-19-2022-23-24-14.118,2.6682039574580747e+06, 15, Download, 
11-19-2022-23-24-14.118,1.800628437548394e+06, 16, Download, 
11-19-2022-23-24-14.118,2.3396048542370712e+06, 17, Download, 
11-19-2022-23-24-14.118,1.341674056675375e+06, 0, Upload, 
11-19-2022-23-24-14.118,589027.6346379694, 1, Upload, 
11-19-2022-23-24-14.118,736284.5432974618, 2, Upload, 
11-19-2022-23-24-14.118,883541.4519569542, 3, Upload, 
11-19-2022-23-24-14.118,1.0635221180963337e+06, 4, Upload, 
11-19-2022-23-24-14.118,1.0307983606164466e+06, 5, Upload, 
11-19-2022-23-24-14.118,343599.4535388155, 6, Upload, 
11-19-2022-23-24-14.118,196342.54487932316, 7, Upload, 
11-19-2022-23-24-14.118,654475.1495977439, 8, Upload, 
11-19-2022-23-24-14.118,785370.1795172927, 9, Upload, 
11-19-2022-23-24-14.118,441770.7259784771, 10, Upload, 
11-19-2022-23-24-14.118,409046.9684985899, 11, Upload, 
11-19-2022-23-24-14.118,654475.1495977439, 12, Upload, 
11-19-2022-23-24-14.118,98171.27243966158, 13, Upload, 
11-19-2022-23-24-14.118,539941.9984181387, 14, Upload, 
11-19-2022-23-24-14.118,932627.0881767849, 15, Upload, 
11-19-2022-23-24-14.118,539941.9984181387, 16, Upload, 
11-19-2022-23-24-14.118,572665.7558980258, 17, Upload, 
