Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-19-2022-23-23-56.190,3, 0.046625,0.022766,15075, Foreign,
11-19-2022-23-23-56.294,3, 0.0468202,0.023203,15075, Foreign,
11-19-2022-23-23-56.498,3, 0.0650903,0.031,15075, Foreign,
11-19-2022-23-23-56.600,3, 0.0443177,0.028074,15075, Foreign,
11-19-2022-23-23-56.395,3, 0.0484881,0.027241,15075, Foreign,
11-19-2022-23-23-56.801,3, 0.0614937,0.022754,15075, Foreign,
11-19-2022-23-23-56.700,3, 0.4082926,0.036904,15075, Foreign,
11-19-2022-23-23-57.003,3, 0.1506237,0.026784,15075, Foreign,
11-19-2022-23-23-57.305,3, 0.0352313,0.01593,15075, Foreign,
11-19-2022-23-23-57.405,3, 0.0632273,0.030526,15075, Foreign,
11-19-2022-23-23-57.103,3, 0.475795,0.034978,15075, Foreign,
11-19-2022-23-23-57.509,3, 0.0778626,0.037185,15075, Foreign,
11-19-2022-23-23-57.612,3, 0.0686931,0.027967,15075, Foreign,
11-19-2022-23-23-56.901,3, 0.8305218,0.03,15075, Foreign,
11-19-2022-23-23-57.715,3, 0.0760474,0.037218,15075, Foreign,
11-19-2022-23-23-57.815,3, 0.0619772,0.027521,15075, Foreign,
11-19-2022-23-23-57.918,3, 0.0704204,0.032876,15075, Foreign,
11-19-2022-23-23-58.018,3, 0.0430567,0.023439,15075, Foreign,
11-19-2022-23-23-58.224,3, 0.0513118,0.02413,15075, Foreign,
11-19-2022-23-23-57.204,3, 0.7606041,0.038264,6339, Foreign,
11-19-2022-23-23-58.432,3, 0.0658206,0.029374,15075, Foreign,
11-19-2022-23-23-58.118,3, 0.396763,0.025007,15075, Foreign,
11-19-2022-23-23-58.533,3, 0.0516027,0.025209,15075, Foreign,
11-19-2022-23-23-58.636,3, 0.0602335,0.029739,15075, Foreign,
11-19-2022-23-23-58.330,3, 0.0639797,0.033123,15075, Foreign,
11-19-2022-23-23-58.736,3, 0.0585191,0.029173,15075, Foreign,
11-19-2022-23-23-58.837,3, 0.0837,0.033511,15075, Foreign,
11-19-2022-23-23-59.041,3, 0.0691682,0.032644,15075, Foreign,
11-19-2022-23-23-59.143,3, 0.0754868,0.032013,15075, Foreign,
11-19-2022-23-23-59.243,3, 0.0734841,0.03654,15075, Foreign,
11-19-2022-23-23-58.941,3, 0.402518,0.032758,15075, Foreign,
11-19-2022-23-23-59.344,3, 0.0710407,0.032433,15075, Foreign,
11-19-2022-23-23-59.444,3, 0.0505192,0.025475,15075, Foreign,
11-19-2022-23-23-59.550,3, 0.0803794,0.033309,15075, Foreign,
11-19-2022-23-23-59.971,3, 0.0762202,0.035641,15075, Foreign,
11-19-2022-23-23-59.650,3, 0.4199297,0.039859,15075, Foreign,
11-19-2022-23-23-59.763,3, 0.0537542,0.028378,15075, Foreign,
11-19-2022-23-24-00.279,3, 0.0858996,0.033178,15075, Foreign,
11-19-2022-23-24-00.389,3, 0.0387401,0.019111,15075, Foreign,
11-19-2022-23-24-00.072,3, 0.0743902,0.036093,15075, Foreign,
11-19-2022-23-24-00.498,3, 0.0706811,0.036372,15075, Foreign,
11-19-2022-23-24-00.905,3, 0.0828547,0.041468,15075, Foreign,
11-19-2022-23-24-01.012,3, 0.0550448,0.03062,15075, Foreign,
11-19-2022-23-24-01.113,3, 0.0701412,0.032966,15075, Foreign,
11-19-2022-23-24-01.320,3, 0.0562232,0.025044,15075, Foreign,
11-19-2022-23-24-01.213,3, 0.1814675,0.039306,15075, Foreign,
11-19-2022-23-24-01.420,3, 0.0665518,0.033752,15075, Foreign,
11-19-2022-23-24-00.804,3, 0.7809704,0.032249,6339, Foreign,
11-19-2022-23-24-01.830,3, 0.0725094,0.037612,15075, Foreign,
11-19-2022-23-24-00.704,3, 0.8194799,0.037494,6339, Foreign,
