Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-19-2022-23-24-21.044,1, 0.0067084,0.019279,126887, SelfUp,
11-19-2022-23-24-21.044,1, 0,0.015646,15996, SelfDown,
11-19-2022-23-24-21.145,1, 0,0.017333,23943, SelfDown,
11-19-2022-23-24-21.145,1, 0,0.018724,333537, SelfUp,
11-19-2022-23-24-21.247,1, 0,0.026813,35971, SelfDown,
11-19-2022-23-24-21.247,1, 0,0.025798,511342, SelfUp,
11-19-2022-23-24-21.347,1, 0,0.023251,44657, SelfDown,
11-19-2022-23-24-21.347,1, 0,0.025632,652187, SelfUp,
11-19-2022-23-24-21.448,1, 0,0.028089,737542, SelfUp,
11-19-2022-23-24-21.448,1, 0,0.026941,48541, SelfDown,
11-19-2022-23-24-21.548,1, 0,0.025375,738048, SelfUp,
11-19-2022-23-24-21.548,1, 0,0.024603,53587, SelfDown,
11-19-2022-23-24-21.648,1, 0,0.029421,738048, SelfUp,
11-19-2022-23-24-21.648,1, 0,0.039424,57678, SelfDown,
11-19-2022-23-24-21.748,1, 0,0.02968,738048, SelfUp,
11-19-2022-23-24-21.748,1, 0,0.026041,60984, SelfDown,
11-19-2022-23-24-21.860,1, 0,0.017686,64486, SelfDown,
11-19-2022-23-24-21.860,1, 0,0.027548,738048, SelfUp,
11-19-2022-23-24-21.965,1, 0,0.033402,66445, SelfDown,
11-19-2022-23-24-21.965,1, 0,0.02887,738048, SelfUp,
11-19-2022-23-24-22.066,1, 0,0.0206,70732, SelfDown,
11-19-2022-23-24-22.068,1, 0.0009996,0.03866,738048, SelfUp,
11-19-2022-23-24-22.166,1, 0,0.038613,738048, SelfUp,
11-19-2022-23-24-22.166,1, 0,0.015586,72332, SelfDown,
11-19-2022-23-24-22.268,1, 0,0.035394,738048, SelfUp,
11-19-2022-23-24-22.268,1, 0,0.029665,74238, SelfDown,
11-19-2022-23-24-22.369,1, 0,0.028685,738048, SelfUp,
11-19-2022-23-24-22.369,1, 0,0.029737,77727, SelfDown,
11-19-2022-23-24-22.469,1, 0,0.026462,738048, SelfUp,
11-19-2022-23-24-22.469,1, 0,0.034828,80102, SelfDown,
11-19-2022-23-24-22.570,1, 9.69e-05,0.030559,738048, SelfUp,
11-19-2022-23-24-22.570,1, 9.69e-05,0.022717,80528, SelfDown,
11-19-2022-23-24-22.674,1, 0,0.034493,738048, SelfUp,
11-19-2022-23-24-22.674,1, 0,0.026986,82804, SelfDown,
11-19-2022-23-24-22.775,1, 0,0.035414,738048, SelfUp,
11-19-2022-23-24-22.878,1, 0,0.035527,738048, SelfUp,
11-19-2022-23-24-22.775,1, 0,0.037279,85273, SelfDown,
11-19-2022-23-24-22.877,1, 9.28e-05,0.028587,86826, SelfDown,
11-19-2022-23-24-22.980,1, 0,0.033699,738048, SelfUp,
11-19-2022-23-24-22.980,1, 0,0.027851,87004, SelfDown,
11-19-2022-23-24-23.099,1, 0,0.026845,738048, SelfUp,
11-19-2022-23-24-23.199,1, 0,0.036801,738048, SelfUp,
11-19-2022-23-24-23.099,1, 0,0.027445,89227, SelfDown,
11-19-2022-23-24-23.199,1, 0,0.028534,90596, SelfDown,
11-19-2022-23-24-23.302,1, 0,0.03766,738048, SelfUp,
11-19-2022-23-24-23.302,1, 0,0.033449,91275, SelfDown,
11-19-2022-23-24-23.403,1, 0,0.035322,92559, SelfDown,
11-19-2022-23-24-23.403,1, 0,0.029419,738048, SelfUp,
11-19-2022-23-24-23.504,1, 0,0.033463,738048, SelfUp,
11-19-2022-23-24-23.504,1, 0,0.031359,95146, SelfDown,
11-19-2022-23-24-23.604,1, 0,0.034238,738048, SelfUp,
11-19-2022-23-24-23.710,1, 0,0.034939,738048, SelfUp,
11-19-2022-23-24-23.604,1, 0,0.03272,96240, SelfDown,
11-19-2022-23-24-23.710,1, 0,0.03272,96240, SelfDown,
11-19-2022-23-24-23.810,1, 0,0.034707,738048, SelfUp,
11-19-2022-23-24-23.810,1, 0,0.02964,110965, SelfDown,
11-19-2022-23-24-23.911,1, 0,0.030296,111338, SelfDown,
11-19-2022-23-24-23.911,1, 0,0.031211,738048, SelfUp,
11-19-2022-23-24-24.012,1, 0,0.031211,738048, SelfUp,
