Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-28-2022-16-08-43.772,3, 0.2345228,0.045619,15075, Foreign,
11-28-2022-16-08-43.872,3, 0.1428409,0.036973,15075, Foreign,
11-28-2022-16-08-43.977,3, 0.1279983,0.037669,15075, Foreign,
11-28-2022-16-08-44.384,3, 0.1154743,0.038194,15075, Foreign,
11-28-2022-16-08-44.179,3, 0.4435796,0.039046,15075, Foreign,
11-28-2022-16-08-44.282,3, 0.3651383,0.032595,15075, Foreign,
11-28-2022-16-08-44.592,3, 0.1047632,0.031116,15075, Foreign,
11-28-2022-16-08-44.077,3, 0.6365626,0.039724,15106, Foreign,
11-28-2022-16-08-44.693,3, 0.1074232,0.034566,15075, Foreign,
11-28-2022-16-08-44.793,3, 0.3657133,0.037071,15075, Foreign,
11-28-2022-16-08-44.995,3, 0.2561954,0.042066,15075, Foreign,
11-28-2022-16-08-45.302,3, 0.1130269,0.036713,15075, Foreign,
11-28-2022-16-08-44.487,3, 0.9838393,0.037409,15075, Foreign,
11-28-2022-16-08-45.403,3, 0.1661268,0.038983,15075, Foreign,
11-28-2022-16-08-45.200,3, 0.3982047,0.035044,15075, Foreign,
11-28-2022-16-08-45.509,3, 0.1307802,0.038621,15075, Foreign,
11-28-2022-16-08-45.099,3, 0.627366,0.032841,15075, Foreign,
11-28-2022-16-08-45.723,3, 0.1255856,0.040656,15075, Foreign,
11-28-2022-16-08-45.609,3, 0.259052,0.035802,15075, Foreign,
11-28-2022-16-08-45.926,3, 0.1227594,0.032646,15075, Foreign,
11-28-2022-16-08-46.026,3, 0.1770119,0.037421,15075, Foreign,
11-28-2022-16-08-46.231,3, 0.1171877,0.039893,15075, Foreign,
11-28-2022-16-08-46.540,3, 0.109768,0.035185,15075, Foreign,
11-28-2022-16-08-46.641,3, 0.136694,0.041715,15075, Foreign,
11-28-2022-16-08-45.823,3, 1.1124186,0.05914,15075, Foreign,
11-28-2022-16-08-46.842,3, 0.1364428,0.039958,15075, Foreign,
11-28-2022-16-08-46.127,3, 1.1022018,0.037135,15075, Foreign,
11-28-2022-16-08-46.741,3, 0.4912605,0.046676,15075, Foreign,
11-28-2022-16-08-47.155,3, 0.1168878,0.036197,15075, Foreign,
11-28-2022-16-08-46.332,3, 1.0514317,0.044734,15075, Foreign,
11-28-2022-16-08-47.052,3, 0.3938383,0.036557,15075, Foreign,
11-28-2022-16-08-47.358,3, 0.1137729,0.035592,15075, Foreign,
11-28-2022-16-08-47.559,3, 0.1282704,0.042605,15075, Foreign,
11-28-2022-16-08-47.459,3, 0.4245091,0.036172,15075, Foreign,
11-28-2022-16-08-47.664,3, 0.2510783,0.039631,15075, Foreign,
11-28-2022-16-08-44.894,3, 2.9103409,0.038653,1971, Foreign,
11-28-2022-16-08-47.968,3, 0.1872883,0.03823,15075, Foreign,
11-28-2022-16-08-47.257,3, 0.9329136,0.037724,15075, Foreign,
11-28-2022-16-08-47.867,3, 0.4531697,0.032561,15075, Foreign,
11-28-2022-16-08-48.068,3, 0.4608033,0.05861,15075, Foreign,
11-28-2022-16-08-46.946,3, 1.3501138,0.032558,6339, Foreign,
11-28-2022-16-08-48.168,3, 0.5283975,0.040111,15075, Foreign,
11-28-2022-16-08-48.670,3, 0.0995399,0.032693,15075, Foreign,
11-28-2022-16-08-47.767,3, 0.8292533,0.036445,6339, Foreign,
11-28-2022-16-08-48.973,3, 0.1064373,0.035638,15075, Foreign,
11-28-2022-16-08-48.770,3, 0.3200966,0.04635,15075, Foreign,
11-28-2022-16-08-48.871,3, 0.2326026,0.036895,15075, Foreign,
11-28-2022-16-08-48.268,3, 0.869255,0.035902,15075, Foreign,
11-28-2022-16-08-46.438,3, 2.440973,0.03612,6339, Foreign,
11-28-2022-16-08-49.276,3, 0.1289208,0.037282,15075, Foreign,
11-28-2022-16-08-48.369,3, 0.8155698,0.040519,6339, Foreign,
11-28-2022-16-08-48.470,3, 1.078605,0.037378,15075, Foreign,
11-28-2022-16-08-49.175,3, 0.4146635,0.037292,15075, Foreign,
11-28-2022-16-08-49.478,3, 0.182984,0.039683,15075, Foreign,
11-28-2022-16-08-49.377,3, 0.4151423,0.035748,15075, Foreign,
11-28-2022-16-08-49.885,3, 0.1395674,0.042526,15075, Foreign,
11-28-2022-16-08-49.987,3, 0.1116509,0.036769,15075, Foreign,
11-28-2022-16-08-49.781,3, 0.5187515,0.060688,15075, Foreign,
11-28-2022-16-08-50.187,3, 0.2943498,0.044288,15075, Foreign,
11-28-2022-16-08-50.389,3, 0.1170048,0.037318,15075, Foreign,
11-28-2022-16-08-50.490,3, 0.1333666,0.039202,15075, Foreign,
11-28-2022-16-08-48.570,3, 2.3336008,0.037289,15075, Foreign,
11-28-2022-16-08-50.792,3, 0.1140399,0.035494,15075, Foreign,
11-28-2022-16-08-50.289,3, 0.7327489,0.039333,15075, Foreign,
11-28-2022-16-08-51.093,3, 0.1174326,0.03836,15075, Foreign,
11-28-2022-16-08-51.194,3, 0.1194973,0.036928,15075, Foreign,
11-28-2022-16-08-50.892,3, 0.4994686,0.05557,15075, Foreign,
11-28-2022-16-08-50.992,3, 0.398749,0.038321,15075, Foreign,
11-28-2022-16-08-50.691,3, 0.7407856,0.037204,15075, Foreign,
11-28-2022-16-08-50.086,3, 1.0972108,0.03935,6339, Foreign,
11-28-2022-16-08-51.496,3, 0.1263633,0.038621,15075, Foreign,
11-28-2022-16-08-51.597,3, 0.1096502,0.036393,15075, Foreign,
11-28-2022-16-08-49.075,3, 2.4217748,0.035126,6339, Foreign,
11-28-2022-16-08-51.699,3, 0.1178518,0.041258,15075, Foreign,
11-28-2022-16-08-49.578,3, 1.94631,0.033529,6339, Foreign,
11-28-2022-16-08-49.681,3, 1.9260704,0.041992,6339, Foreign,
11-28-2022-16-08-51.799,3, 0.11448,0.034324,15075, Foreign,
11-28-2022-16-08-51.902,3, 0.1239208,0.035915,15075, Foreign,
11-28-2022-16-08-52.105,3, 0.1789298,0.038375,15075, Foreign,
11-28-2022-16-08-52.207,3, 0.1108525,0.03575,15075, Foreign,
11-28-2022-16-08-51.396,3, 0.830463,0.043508,6339, Foreign,
11-28-2022-16-08-52.407,3, 0.1341912,0.042329,15075, Foreign,
11-28-2022-16-08-52.611,3, 0.212682,0.041826,15075, Foreign,
11-28-2022-16-08-52.307,3, 0.5744655,0.049186,15075, Foreign,
11-28-2022-16-08-52.811,3, 0.1466909,0.04856,15075, Foreign,
11-28-2022-16-08-52.004,3, 0.861894,0.043691,6339, Foreign,
11-28-2022-16-08-53.113,3, 0.1684551,0.050148,15075, Foreign,
11-28-2022-16-08-53.214,3, 0.1583854,0.051417,15075, Foreign,
11-28-2022-16-08-52.711,3, 0.6631654,0.052291,15075, Foreign,
11-28-2022-16-08-52.912,3, 0.4646389,0.046032,15075, Foreign,
11-28-2022-16-08-53.314,3, 0.1339088,0.042807,15075, Foreign,
11-28-2022-16-08-53.012,3, 0.4505403,0.048699,15075, Foreign,
11-28-2022-16-08-51.294,3, 2.2017828,0.041138,15075, Foreign,
11-28-2022-16-08-53.415,3, 0.1347044,0.044164,15075, Foreign,
11-28-2022-16-08-52.508,3, 0.8189024,0.037268,6339, Foreign,
11-28-2022-16-08-53.516,3, 0.1136995,0.036516,15075, Foreign,
11-28-2022-16-08-53.717,3, 0.1442818,0.044909,15075, Foreign,
11-28-2022-16-08-53.819,3, 0.1906516,0.040238,15075, Foreign,
11-28-2022-16-08-53.617,3, 0.3982131,0.037634,15075, Foreign,
11-28-2022-16-08-53.920,3, 0.1487298,0.04669,15075, Foreign,
11-28-2022-16-08-54.226,3, 0.1152655,0.03587,15075, Foreign,
11-28-2022-16-08-54.328,3, 0.1079226,0.035508,15075, Foreign,
11-28-2022-16-08-54.020,3, 0.4816229,0.04544,15075, Foreign,
11-28-2022-16-08-54.529,3, 0.1410379,0.047195,15075, Foreign,
11-28-2022-16-08-54.630,3, 0.1111061,0.036041,15075, Foreign,
11-28-2022-16-08-54.731,3, 0.214439,0.037727,15075, Foreign,
11-28-2022-16-08-54.933,3, 0.1241012,0.03604,15075, Foreign,
11-28-2022-16-08-54.833,3, 0.4299167,0.031133,15075, Foreign,
11-28-2022-16-08-55.137,3, 0.1608463,0.075303,15075, Foreign,
11-28-2022-16-08-55.240,3, 0.0989593,0.036218,15075, Foreign,
11-28-2022-16-08-54.428,3, 1.0555995,0.047936,15075, Foreign,
11-28-2022-16-08-55.341,3, 0.1439961,0.041716,15075, Foreign,
11-28-2022-16-08-55.035,3, 0.5446209,0.042085,15075, Foreign,
11-28-2022-16-08-55.442,3, 0.1682387,0.055291,15075, Foreign,
11-28-2022-16-08-54.121,3, 1.2706876,0.062143,6339, Foreign,
11-28-2022-16-08-50.590,3, 4.9129621,0.034924,6339, Foreign,
11-28-2022-16-08-55.542,3, 0.3364391,0.050826,15075, Foreign,
11-28-2022-16-08-55.645,3, 0.2500986,0.045548,15075, Foreign,
11-28-2022-16-08-55.745,3, 0.2232703,0.054311,15075, Foreign,
11-28-2022-16-08-55.846,3, 0.2369526,0.04887,15075, Foreign,
11-28-2022-16-08-56.147,3, 0.1296454,0.039464,15075, Foreign,
11-28-2022-16-08-56.253,3, 0.1135156,0.036252,15075, Foreign,
11-28-2022-16-08-56.354,3, 0.1169039,0.036118,15075, Foreign,
