Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-28-2022-14-52-28.944,3, 0.1710395,0.058987,15075, Foreign,
11-28-2022-14-52-29.044,3, 0.1444931,0.048647,15075, Foreign,
11-28-2022-14-52-29.145,3, 0.1459317,0.047615,15075, Foreign,
11-28-2022-14-52-28.843,3, 0.5581199,0.072427,15106, Foreign,
11-28-2022-14-52-29.245,3, 0.160023,0.0493,15075, Foreign,
11-28-2022-14-52-29.549,3, 0.1699312,0.039875,15075, Foreign,
11-28-2022-14-52-29.447,3, 0.3994379,0.034934,15106, Foreign,
11-28-2022-14-52-29.851,3, 0.1345697,0.041448,15075, Foreign,
11-28-2022-14-52-29.750,3, 0.2917784,0.054079,15075, Foreign,
11-28-2022-14-52-29.346,3, 0.7149868,0.044123,15075, Foreign,
11-28-2022-14-52-29.952,3, 0.1261641,0.041958,15075, Foreign,
11-28-2022-14-52-29.649,3, 0.4373038,0.044327,15075, Foreign,
11-28-2022-14-52-30.052,3, 0.1284762,0.038137,15075, Foreign,
11-28-2022-14-52-30.153,3, 0.1501444,0.048232,15075, Foreign,
11-28-2022-14-52-30.254,3, 0.1619398,0.051332,15075, Foreign,
11-28-2022-14-52-30.455,3, 0.2085094,0.050034,15075, Foreign,
11-28-2022-14-52-30.555,3, 0.1400509,0.048223,15075, Foreign,
11-28-2022-14-52-30.655,3, 0.1135285,0.036851,15075, Foreign,
11-28-2022-14-52-30.756,3, 0.1262679,0.040859,15075, Foreign,
11-28-2022-14-52-30.354,3, 0.7152852,0.054793,15075, Foreign,
11-28-2022-14-52-31.057,3, 0.1225208,0.041601,15075, Foreign,
11-28-2022-14-52-31.158,3, 0.1462268,0.042292,15075, Foreign,
11-28-2022-14-52-30.857,3, 0.5163165,0.043279,15075, Foreign,
11-28-2022-14-52-31.359,3, 0.1390648,0.045919,15075, Foreign,
11-28-2022-14-52-31.460,3, 0.1415766,0.049469,15075, Foreign,
11-28-2022-14-52-31.565,3, 0.1208309,0.03861,15075, Foreign,
11-28-2022-14-52-31.259,3, 0.5159445,0.055968,15075, Foreign,
11-28-2022-14-52-31.765,3, 0.1217057,0.039624,15075, Foreign,
