Time of the generation of the data point., Instantaneous throughput (B/s)., Position of connection (ID)., Direction of Throughput., 
11-28-2022-14-49-41.936,1.1794168966606406e+06, 28, Download, 
11-28-2022-14-49-41.936,1.9329072508118656e+06, 29, Download, 
11-28-2022-14-49-41.936,2.522579703997931e+06, 30, Download, 
11-28-2022-14-49-41.936,2.7683065554456706e+06, 31, Download, 
11-28-2022-14-49-41.936,1.58888965878503e+06, 32, Download, 
11-28-2022-14-49-41.936,1.556126078591998e+06, 33, Download, 
11-28-2022-14-49-41.936,3.3908145791132776e+06, 34, Download, 
11-28-2022-14-49-41.936,1.5561980688805082e+06, 35, Download, 
11-28-2022-14-49-41.936,1.8510702906177957e+06, 36, Download, 
11-28-2022-14-49-41.936,1.621653238978062e+06, 37, Download, 
11-28-2022-14-49-41.936,1.0974359558895505e+06, 38, Download, 
11-28-2022-14-49-41.936,1.8019969106167578e+06, 39, Download, 
11-28-2022-14-49-42.933,753335.771604312, 0, Upload, 
11-28-2022-14-49-42.933,114638.05220065618, 1, Upload, 
11-28-2022-14-49-42.933,507682.80260290595, 2, Upload, 
11-28-2022-14-49-42.933,1.1955111158068432e+06, 3, Upload, 
11-28-2022-14-49-42.933,49130.59380028122, 4, Upload, 
11-28-2022-14-49-42.933,245652.9690014061, 5, Upload, 
11-28-2022-14-49-42.933,458552.2088026247, 6, Upload, 
11-28-2022-14-49-42.933,294783.56280168734, 7, Upload, 
11-28-2022-14-49-42.933,474929.07340271847, 8, Upload, 
11-28-2022-14-49-42.933,360291.0212020623, 9, Upload, 
11-28-2022-14-49-42.933,0, 10, Upload, 
11-28-2022-14-49-42.933,524059.6672029997, 11, Upload, 
11-28-2022-14-49-42.933,212899.23980121862, 12, Upload, 
11-28-2022-14-49-42.933,524059.6672029997, 13, Upload, 
11-28-2022-14-49-42.933,343914.15660196857, 14, Upload, 
11-28-2022-14-49-42.933,147391.78140084367, 15, Upload, 
11-28-2022-14-49-42.933,393044.75040224975, 16, Upload, 
11-28-2022-14-49-42.933,245652.9690014061, 17, Upload, 
11-28-2022-14-49-42.933,655074.5840037497, 18, Upload, 
11-28-2022-14-49-42.933,212899.23980121862, 19, Upload, 
11-28-2022-14-49-42.933,458552.2088026247, 20, Upload, 
11-28-2022-14-49-42.933,0, 21, Upload, 
11-28-2022-14-49-42.933,442175.344202531, 22, Upload, 
11-28-2022-14-49-42.933,98261.18760056244, 23, Upload, 
11-28-2022-14-49-42.933,147391.78140084367, 24, Upload, 
11-28-2022-14-49-42.933,147391.78140084367, 25, Upload, 
11-28-2022-14-49-42.933,311160.4274017811, 26, Upload, 
11-28-2022-14-49-42.933,343914.15660196857, 27, Upload, 
11-28-2022-14-49-42.933,212899.23980121862, 28, Upload, 
11-28-2022-14-49-42.933,49130.59380028122, 29, Upload, 
11-28-2022-14-49-42.933,49130.59380028122, 30, Upload, 
11-28-2022-14-49-42.933,98261.18760056244, 31, Upload, 
11-28-2022-14-49-42.933,294783.56280168734, 32, Upload, 
11-28-2022-14-49-42.933,360291.0212020623, 33, Upload, 
11-28-2022-14-49-42.933,49130.59380028122, 34, Upload, 
11-28-2022-14-49-42.933,98261.18760056244, 35, Upload, 
11-28-2022-14-49-42.933,1.2446417096071243e+06, 36, Upload, 
11-28-2022-14-49-42.933,98261.18760056244, 37, Upload, 
11-28-2022-14-49-42.933,49130.59380028122, 38, Upload, 
11-28-2022-14-49-42.933,867973.8238049683, 39, Upload, 
11-28-2022-14-49-42.936,638951.6559419086, 0, Download, 
11-28-2022-14-49-42.936,770018.6622889667, 1, Download, 
11-28-2022-14-49-42.936,1.6054988304945582e+06, 2, Download, 
11-28-2022-14-49-42.936,2.0313946038655927e+06, 3, Download, 
11-28-2022-14-49-42.936,1.7692605911714763e+06, 4, Download, 
11-28-2022-14-49-42.936,720868.53490882, 5, Download, 
11-28-2022-14-49-42.936,1.5234379570138378e+06, 6, Download, 
11-28-2022-14-49-42.936,901085.6686360249, 7, Download, 
11-28-2022-14-49-42.936,1.2449925657832436e+06, 8, Download, 
11-28-2022-14-49-42.936,1.6217382117741313e+06, 9, Download, 
11-28-2022-14-49-42.936,1.179531059866619e+06, 10, Download, 
11-28-2022-14-49-42.936,1.392586942437493e+06, 11, Download, 
11-28-2022-14-49-42.936,4.06286120498809e+06, 12, Download, 
11-28-2022-14-49-42.936,1.2613039443197213e+06, 13, Download, 
11-28-2022-14-49-42.936,4.619679990192373e+06, 14, Download, 
11-28-2022-14-49-42.936,442351.1464213213, 15, Download, 
11-28-2022-14-49-42.936,1.0484640535195608e+06, 16, Download, 
11-28-2022-14-49-42.936,524268.02538823267, 17, Download, 
11-28-2022-14-49-42.936,1.3596761963369194e+06, 18, Download, 
11-28-2022-14-49-42.936,1.2779033118838172e+06, 19, Download, 
11-28-2022-14-49-42.936,1.2451365602970526e+06, 20, Download, 
11-28-2022-14-49-42.936,1.244920568526339e+06, 21, Download, 
11-28-2022-14-49-42.936,2.0969281070391217e+06, 22, Download, 
11-28-2022-14-49-42.936,1.572660081650889e+06, 23, Download, 
11-28-2022-14-49-42.936,2.0149392308153058e+06, 24, Download, 
11-28-2022-14-49-42.936,2.326367365403378e+06, 25, Download, 
11-28-2022-14-49-42.936,2.5720460050472077e+06, 26, Download, 
11-28-2022-14-49-42.936,1.2285371927329567e+06, 27, Download, 
11-28-2022-14-49-42.936,1.1630756868163322e+06, 28, Download, 
11-28-2022-14-49-42.936,1.7692605911714763e+06, 29, Download, 
11-28-2022-14-49-42.936,2.8504913962778016e+06, 30, Download, 
11-28-2022-14-49-42.936,2.6867296356008835e+06, 31, Download, 
11-28-2022-14-49-42.936,1.6218822062879403e+06, 32, Download, 
11-28-2022-14-49-42.936,1.8830651190273443e+06, 33, Download, 
11-28-2022-14-49-42.936,3.2420549157697535e+06, 34, Download, 
11-28-2022-14-49-42.936,1.522740847171816e+06, 35, Download, 
11-28-2022-14-49-42.936,1.735617212730045e+06, 36, Download, 
11-28-2022-14-49-42.936,1.5719381232114714e+06, 37, Download, 
11-28-2022-14-49-42.936,1.7193140685979375e+06, 38, Download, 
11-28-2022-14-49-42.936,1.8501709871197965e+06, 39, Download, 
11-28-2022-14-49-43.933,262123.50194214814, 0, Upload, 
11-28-2022-14-49-43.933,196592.62645661112, 1, Upload, 
11-28-2022-14-49-43.933,344037.09629906947, 2, Upload, 
11-28-2022-14-49-43.933,573395.1604984491, 3, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 4, Upload, 
11-28-2022-14-49-43.933,131061.75097107407, 5, Upload, 
11-28-2022-14-49-43.933,409567.97178460646, 6, Upload, 
11-28-2022-14-49-43.933,278506.2208135324, 7, Upload, 
11-28-2022-14-49-43.933,311271.6585563009, 8, Upload, 
11-28-2022-14-49-43.933,409567.97178460646, 9, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 10, Upload, 
11-28-2022-14-49-43.933,1.212321196482435e+06, 11, Upload, 
11-28-2022-14-49-43.933,262123.50194214814, 12, Upload, 
11-28-2022-14-49-43.933,835518.6624405972, 13, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 14, Upload, 
11-28-2022-14-49-43.933,0, 15, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 16, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 17, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 18, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 19, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 20, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 21, Upload, 
11-28-2022-14-49-43.933,393185.25291322224, 22, Upload, 
11-28-2022-14-49-43.933,98296.31322830556, 23, Upload, 
11-28-2022-14-49-43.933,311271.6585563009, 24, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 25, Upload, 
11-28-2022-14-49-43.933,458716.12839875923, 26, Upload, 
11-28-2022-14-49-43.933,196592.62645661112, 27, Upload, 
11-28-2022-14-49-43.933,589777.8793698333, 28, Upload, 
11-28-2022-14-49-43.933,147444.46984245832, 29, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 30, Upload, 
11-28-2022-14-49-43.933,245740.7830707639, 31, Upload, 
11-28-2022-14-49-43.933,393185.25291322224, 32, Upload, 
11-28-2022-14-49-43.933,688074.1925981389, 33, Upload, 
11-28-2022-14-49-43.933,0, 34, Upload, 
11-28-2022-14-49-43.933,147444.46984245832, 35, Upload, 
11-28-2022-14-49-43.933,606160.5982412176, 36, Upload, 
11-28-2022-14-49-43.933,98296.31322830556, 37, Upload, 
11-28-2022-14-49-43.933,49148.15661415278, 38, Upload, 
11-28-2022-14-49-43.933,982963.1322830556, 39, Upload, 
11-28-2022-14-49-43.936,737154.9785156437, 0, Download, 
11-28-2022-14-49-43.936,704392.5350260596, 1, Download, 
11-28-2022-14-49-43.936,1.2449728526041983e+06, 2, Download, 
11-28-2022-14-49-43.936,1.8182436258810505e+06, 3, Download, 
11-28-2022-14-49-43.936,1.785553170182337e+06, 4, Download, 
11-28-2022-14-49-43.936,737154.9785156437, 5, Download, 
11-28-2022-14-49-43.936,1.4906191909852088e+06, 6, Download, 
11-28-2022-14-49-43.936,835442.3089843963, 7, Download, 
11-28-2022-14-49-43.936,1.0973978813193282e+06, 8, Download, 
11-28-2022-14-49-43.936,1.3268789613281589e+06, 9, Download, 
11-28-2022-14-49-43.936,1.195829187369822e+06, 10, Download, 
11-28-2022-14-49-43.936,1.3922598727255857e+06, 11, Download, 
11-28-2022-14-49-43.936,3.9475864893314093e+06, 12, Download, 
11-28-2022-14-49-43.936,1.2612820865581199e+06, 13, Download, 
11-28-2022-14-49-43.936,4.537382459934795e+06, 14, Download, 
11-28-2022-14-49-43.936,442292.98710938625, 15, Download, 
11-28-2022-14-49-43.936,1.113851090854991e+06, 16, Download, 
11-28-2022-14-49-43.936,409530.5436198021, 17, Download, 
11-28-2022-14-49-43.936,1.2122104091146141e+06, 18, Download, 
11-28-2022-14-49-43.936,1.2941165178385745e+06, 19, Download, 
11-28-2022-14-49-43.936,1.17944796562503e+06, 20, Download, 
11-28-2022-14-49-43.936,1.2449008648133276e+06, 21, Download, 
11-28-2022-14-49-43.936,1.9983650772828928e+06, 22, Download, 
11-28-2022-14-49-43.936,1.4250943040060406e+06, 23, Download, 
11-28-2022-14-49-43.936,2.0803431737977238e+06, 24, Download, 
11-28-2022-14-49-43.936,2.358679967877448e+06, 25, Download, 
11-28-2022-14-49-43.936,2.588017072304537e+06, 26, Download, 
11-28-2022-14-49-43.936,1.17944796562503e+06, 27, Download, 
11-28-2022-14-49-43.936,1.113851090854991e+06, 28, Download, 
11-28-2022-14-49-43.936,1.6053597309896243e+06, 29, Download, 
11-28-2022-14-49-43.936,2.6373047131206547e+06, 30, Download, 
11-28-2022-14-49-43.936,2.604614257421941e+06, 31, Download, 
11-28-2022-14-49-43.936,1.7690279728558036e+06, 32, Download, 
11-28-2022-14-49-43.936,1.5733918729733827e+06, 33, Download, 
11-28-2022-14-49-43.936,3.113788676100832e+06, 34, Download, 
11-28-2022-14-49-43.936,1.5569303501324696e+06, 35, Download, 
11-28-2022-14-49-43.936,1.8191623289613666e+06, 36, Download, 
11-28-2022-14-49-43.936,1.4093528378771078e+06, 37, Download, 
11-28-2022-14-49-43.936,1.7371428114132292e+06, 38, Download, 
11-28-2022-14-49-43.936,1.6879022912187038e+06, 39, Download, 
11-28-2022-14-49-44.933,147436.44992673973, 0, Upload, 
11-28-2022-14-49-44.933,360400.21093203046, 1, Upload, 
11-28-2022-14-49-44.933,524218.48862840794, 2, Upload, 
11-28-2022-14-49-44.933,524218.48862840794, 3, Upload, 
11-28-2022-14-49-44.933,65527.31107855099, 4, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 5, Upload, 
11-28-2022-14-49-44.933,0, 6, Upload, 
11-28-2022-14-49-44.933,98290.96661782649, 7, Upload, 
11-28-2022-14-49-44.933,344018.3831623927, 8, Upload, 
11-28-2022-14-49-44.933,638891.2830158721, 9, Upload, 
11-28-2022-14-49-44.933,245727.41654456622, 10, Upload, 
11-28-2022-14-49-44.933,114672.79438746424, 11, Upload, 
11-28-2022-14-49-44.933,98290.96661782649, 12, Upload, 
11-28-2022-14-49-44.933,475073.0053194947, 13, Upload, 
11-28-2022-14-49-44.933,245727.41654456622, 14, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 15, Upload, 
11-28-2022-14-49-44.933,294872.89985347947, 16, Upload, 
11-28-2022-14-49-44.933,147436.44992673973, 17, Upload, 
11-28-2022-14-49-44.933,147436.44992673973, 18, Upload, 
11-28-2022-14-49-44.933,98290.96661782649, 19, Upload, 
11-28-2022-14-49-44.933,507836.6608587702, 20, Upload, 
11-28-2022-14-49-44.933,196581.93323565298, 21, Upload, 
11-28-2022-14-49-44.933,769945.9051729741, 22, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 23, Upload, 
11-28-2022-14-49-44.933,278491.0720838417, 24, Upload, 
11-28-2022-14-49-44.933,196581.93323565298, 25, Upload, 
11-28-2022-14-49-44.933,655273.1107855099, 26, Upload, 
11-28-2022-14-49-44.933,393163.86647130596, 27, Upload, 
11-28-2022-14-49-44.933,573363.9719373211, 28, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 29, Upload, 
11-28-2022-14-49-44.933,98290.96661782649, 30, Upload, 
11-28-2022-14-49-44.933,147436.44992673973, 31, Upload, 
11-28-2022-14-49-44.933,311254.7276231172, 32, Upload, 
11-28-2022-14-49-44.933,704418.5940944231, 33, Upload, 
11-28-2022-14-49-44.933,0, 34, Upload, 
11-28-2022-14-49-44.933,540600.3163980456, 35, Upload, 
11-28-2022-14-49-44.933,851855.0440211629, 36, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 37, Upload, 
11-28-2022-14-49-44.933,49145.483308913244, 38, Upload, 
11-28-2022-14-49-44.933,344018.3831623927, 39, Upload, 
11-28-2022-14-49-44.937,737000.8240878355, 0, Download, 
11-28-2022-14-49-44.937,671273.7215142904, 1, Download, 
11-28-2022-14-49-44.937,1.2772521768753997e+06, 2, Download, 
11-28-2022-14-49-44.937,1.9979471776091217e+06, 3, Download, 
11-28-2022-14-49-44.937,1.6867690518831466e+06, 4, Download, 
11-28-2022-14-49-44.937,638734.0475427908, 5, Download, 
11-28-2022-14-49-44.937,1.5886462208115566e+06, 6, Download, 
11-28-2022-14-49-44.937,982451.8472402653, 7, Download, 
11-28-2022-14-49-44.937,1.1136181614404463e+06, 8, Download, 
11-28-2022-14-49-44.937,1.408490463812308e+06, 9, Download, 
11-28-2022-14-49-44.937,1.0807905965220374e+06, 10, Download, 
11-28-2022-14-49-44.937,1.2446405301671727e+06, 11, Download, 
11-28-2022-14-49-44.937,4.094089159026561e+06, 12, Download, 
11-28-2022-14-49-44.937,1.2283347068130593e+06, 13, Download, 
11-28-2022-14-49-44.937,5.2405348853854155e+06, 14, Download, 
11-28-2022-14-49-44.937,573222.8631794276, 15, Download, 
11-28-2022-14-49-44.937,1.1627515497129688e+06, 16, Download, 
11-28-2022-14-49-44.937,442200.4944527013, 17, Download, 
11-28-2022-14-49-44.937,1.441102110520535e+06, 18, Download, 
11-28-2022-14-49-44.937,1.2774680950855815e+06, 19, Download, 
11-28-2022-14-49-44.937,1.1953631964211955e+06, 20, Download, 
11-28-2022-14-49-44.937,1.2282627340763318e+06, 21, Download, 
11-28-2022-14-49-44.937,1.9815693815182808e+06, 22, Download, 
11-28-2022-14-49-44.937,1.588502275338102e+06, 23, Download, 
11-28-2022-14-49-44.937,1.948741816599872e+06, 24, Download, 
11-28-2022-14-49-44.937,2.3091253033350967e+06, 25, Download, 
11-28-2022-14-49-44.937,2.4074640526168686e+06, 26, Download, 
11-28-2022-14-49-44.937,1.3102236872672632e+06, 27, Download, 
11-28-2022-14-49-44.937,1.1792013185405368e+06, 28, Download, 
11-28-2022-14-49-44.937,1.5229191182380114e+06, 29, Download, 
11-28-2022-14-49-44.937,2.3090533305983692e+06, 30, Download, 
11-28-2022-14-49-44.937,2.309269248808551e+06, 31, Download, 
11-28-2022-14-49-44.937,1.883302604973236e+06, 32, Download, 
11-28-2022-14-49-44.937,1.6538695142280103e+06, 33, Download, 
11-28-2022-14-49-44.937,3.324476688230498e+06, 34, Download, 
11-28-2022-14-49-44.937,1.7195246440648283e+06, 35, Download, 
11-28-2022-14-49-44.937,1.866852836145668e+06, 36, Download, 
11-28-2022-14-49-44.937,1.60495204416567e+06, 37, Download, 
11-28-2022-14-49-44.937,2.0634583619724847e+06, 38, Download, 
11-28-2022-14-49-44.937,1.7688019778108052e+06, 39, Download, 
11-28-2022-14-49-45.933,442287.6805572109, 0, Upload, 
11-28-2022-14-49-45.933,344001.52932227514, 1, Upload, 
11-28-2022-14-49-45.933,540573.8317921465, 2, Upload, 
11-28-2022-14-49-45.933,393144.604939743, 3, Upload, 
11-28-2022-14-49-45.933,360382.55452809774, 4, Upload, 
11-28-2022-14-49-45.933,245715.37808733937, 5, Upload, 
11-28-2022-14-49-45.933,0, 6, Upload, 
11-28-2022-14-49-45.933,311239.47891062987, 7, Upload, 
11-28-2022-14-49-45.933,344001.52932227514, 8, Upload, 
11-28-2022-14-49-45.933,573335.8822037919, 9, Upload, 
11-28-2022-14-49-45.933,311239.47891062987, 10, Upload, 
11-28-2022-14-49-45.933,933718.4367318896, 11, Upload, 
11-28-2022-14-49-45.933,98286.15123493575, 12, Upload, 
11-28-2022-14-49-45.933,180191.27726404887, 13, Upload, 
11-28-2022-14-49-45.933,196572.3024698715, 14, Upload, 
11-28-2022-14-49-45.933,49143.075617467875, 15, Upload, 
11-28-2022-14-49-45.933,573335.8822037919, 16, Upload, 
11-28-2022-14-49-45.933,360382.55452809774, 17, Upload, 
11-28-2022-14-49-45.933,425906.6553513882, 18, Upload, 
11-28-2022-14-49-45.933,147429.22685240363, 19, Upload, 
11-28-2022-14-49-45.933,1.048385613172648e+06, 20, Upload, 
11-28-2022-14-49-45.933,196572.3024698715, 21, Upload, 
11-28-2022-14-49-45.933,884575.3611144217, 22, Upload, 
11-28-2022-14-49-45.933,245715.37808733937, 23, Upload, 
