Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-28-2022-14-49-40.034,1, 0.0891805,0.045873,65520, SelfUp,
11-28-2022-14-49-40.135,1, 0.1109494,0.057804,57119, SelfUp,
11-28-2022-14-49-40.236,1, 0.0576667,0.057781,57258, SelfUp,
11-28-2022-14-49-40.337,1, 0.0568201,0.049145,59027, SelfUp,
11-28-2022-14-49-40.437,1, 0.0464636,0.041592,60943, SelfUp,
11-28-2022-14-49-40.135,1, 0.4249672,0.045753,14560, SelfDown,
11-28-2022-14-49-40.034,1, 0.6124869,0.044223,14563, SelfDown,
11-28-2022-14-49-40.538,1, 0.3050128,0.040971,42661, SelfUp,
11-28-2022-14-49-40.641,1, 0.2014585,0.040971,42661, SelfUp,
11-28-2022-14-49-40.437,1, 0.4130894,0.041225,14571, SelfDown,
11-28-2022-14-49-40.538,1, 0.312764,0.041225,14571, SelfDown,
11-28-2022-14-49-40.742,1, 0.1542677,0.045136,42664, SelfUp,
11-28-2022-14-49-40.842,1, 0.0541036,0.045136,42664, SelfUp,
11-28-2022-14-49-40.337,1, 0.5685962,0.043177,14572, SelfDown,
11-28-2022-14-49-40.641,1, 0.3499592,0.043177,14560, SelfDown,
11-28-2022-14-49-40.236,1, 0.8136947,0.043929,14561, SelfDown,
11-28-2022-14-49-40.946,1, 0.1391287,0.044095,42681, SelfUp,
11-28-2022-14-49-41.047,1, 0.0447639,0.044095,42682, SelfUp,
11-28-2022-14-49-40.842,1, 0.3519856,0.04604,14561, SelfDown,
11-28-2022-14-49-41.147,1, 0.1006159,0.05076,42943, SelfUp,
11-28-2022-14-49-41.247,1, 0.0486273,0.048061,43148, SelfUp,
11-28-2022-14-49-40.946,1, 0.3825597,0.047513,14565, SelfDown,
11-28-2022-14-49-41.047,1, 0.3831865,0.048531,14567, SelfDown,
11-28-2022-14-49-41.347,1, 0.0922921,0.04882,43730, SelfUp,
11-28-2022-14-49-40.742,1, 0.7384939,0.048531,14567, SelfDown,
11-28-2022-14-49-41.447,1, 0.0473962,0.053081,44195, SelfUp,
11-28-2022-14-49-41.147,1, 0.4282712,0.049577,14571, SelfDown,
11-28-2022-14-49-41.247,1, 0.3674933,0.049848,15336, SelfDown,
11-28-2022-14-49-41.549,1, 0.1441818,0.051255,47660, SelfUp,
11-28-2022-14-49-41.650,1, 0.0936107,0.055081,48361, SelfUp,
11-28-2022-14-49-41.447,1, 0.331822,0.050877,16685, SelfDown,
11-28-2022-14-49-41.347,1, 0.4317333,0.050877,16685, SelfDown,
11-28-2022-14-49-41.750,1, 0.1391769,0.051607,50456, SelfUp,
11-28-2022-14-49-41.850,1, 0.0917758,0.05599,50698, SelfUp,
11-28-2022-14-49-41.549,1, 0.5078571,0.049564,22085, SelfDown,
11-28-2022-14-49-41.951,1, 0.1390505,0.048406,55157, SelfUp,
11-28-2022-14-49-42.052,1, 0.0743286,0.046856,56563, SelfUp,
11-28-2022-14-49-41.750,1, 0.3958945,0.047701,23365, SelfDown,
11-28-2022-14-49-41.650,1, 0.4961451,0.047701,23365, SelfDown,
11-28-2022-14-49-42.152,1, 0.0790665,0.044985,58590, SelfUp,
11-28-2022-14-49-41.850,1, 0.4232014,0.045195,25870, SelfDown,
11-28-2022-14-49-42.253,1, 0.0439016,0.0446,60317, SelfUp,
11-28-2022-14-49-41.951,1, 0.3490503,0.045523,27227, SelfDown,
11-28-2022-14-49-42.353,1, 0.0484976,0.046809,61524, SelfUp,
11-28-2022-14-49-42.052,1, 0.3968239,0.046714,28852, SelfDown,
11-28-2022-14-49-42.454,1, 0.0632883,0.048383,61600, SelfUp,
11-28-2022-14-49-42.152,1, 0.3752507,0.049422,29555, SelfDown,
11-28-2022-14-49-42.253,1, 0.28516,0.049422,29555, SelfDown,
11-28-2022-14-49-42.554,1, 0.0656336,0.049542,62977, SelfUp,
11-28-2022-14-49-42.353,1, 0.3242183,0.049154,31046, SelfDown,
11-28-2022-14-49-42.454,1, 0.2993181,0.049805,32146, SelfDown,
11-28-2022-14-49-42.655,1, 0.2360898,0.048515,44953, SelfUp,
11-28-2022-14-49-42.554,1, 0.3727239,0.04878,23003, SelfDown,
11-28-2022-14-49-42.655,1, 0.3243279,0.04878,23003, SelfDown,
11-28-2022-14-49-42.755,1, 0.2939668,0.05265,23496, SelfDown,
11-28-2022-14-49-42.855,1, 0.3453543,0.046664,28455, SelfDown,
11-28-2022-14-49-42.956,1, 0.4585709,0.044327,32270, SelfDown,
11-28-2022-14-49-43.158,1, 0.3075904,0.045126,32876, SelfDown,
11-28-2022-14-49-43.057,1, 0.4209542,0.045126,32876, SelfDown,
11-28-2022-14-49-43.359,1, 0.2040877,0.047321,33833, SelfDown,
11-28-2022-14-49-42.755,1, 0.8090054,0.048515,18928, SelfUp,
11-28-2022-14-49-42.855,1, 0.7086142,0.048515,18928, SelfUp,
11-28-2022-14-49-43.057,1, 0.5063757,0.048515,18928, SelfUp,
11-28-2022-14-49-42.956,1, 0.6080988,0.048515,18928, SelfUp,
11-28-2022-14-49-43.158,1, 0.4062563,0.048515,18928, SelfUp,
11-28-2022-14-49-43.259,1, 0.3047696,0.048515,18928, SelfUp,
11-28-2022-14-49-43.359,1, 0.254671,0.04904,31467, SelfUp,
11-28-2022-14-49-43.460,1, 0.1542957,0.04904,31467, SelfUp,
11-28-2022-14-49-43.560,1, 0.0541436,0.04904,31467, SelfUp,
11-28-2022-14-49-43.259,1, 0.4036398,0.048038,34703, SelfDown,
11-28-2022-14-49-43.460,1, 0.2939498,0.042449,38216, SelfDown,
