Time of the generation of the data point., Instantaneous throughput (B/s)., Position of connection (ID)., Direction of Throughput., 
11-28-2022-16-08-52.642,556946.8384196697, 15, Upload, 
11-28-2022-16-08-52.642,802658.6788989358, 16, Upload, 
11-28-2022-16-08-52.642,753516.3108030825, 17, Upload, 
11-28-2022-16-08-52.642,409519.7341321101, 18, Upload, 
11-28-2022-16-08-52.642,0, 19, Upload, 
11-28-2022-16-08-53.642,1.336537156058786e+07, 0, Download, 
11-28-2022-16-08-53.642,1.5395385303539673e+06, 1, Download, 
11-28-2022-16-08-53.642,1.7689356500728137e+06, 2, Download, 
11-28-2022-16-08-53.642,769877.2412278956, 3, Download, 
11-28-2022-16-08-53.642,229325.13568490508, 4, Download, 
11-28-2022-16-08-53.642,868159.4422357121, 5, Download, 
11-28-2022-16-08-53.642,1.2610722941651542e+06, 6, Download, 
11-28-2022-16-08-53.642,1.3185331493474746e+07, 7, Download, 
11-28-2022-16-08-53.642,3.030007944237968e+06, 8, Download, 
11-28-2022-16-08-53.642,294846.60302344937, 9, Download, 
11-28-2022-16-08-53.642,2.129087768332984e+06, 10, Download, 
11-28-2022-16-08-53.642,540552.1055429905, 11, Download, 
11-28-2022-16-08-53.642,1.637892715395725e+06, 12, Download, 
11-28-2022-16-08-53.642,9.696457325765144e+06, 13, Download, 
11-28-2022-16-08-53.642,540336.1534411667, 14, Download, 
11-28-2022-16-08-53.642,4.1440888410950447e+06, 15, Download, 
11-28-2022-16-08-53.642,6.256868226627334e+06, 16, Download, 
11-28-2022-16-08-53.642,7.239402300569734e+06, 17, Download, 
11-28-2022-16-08-53.642,4.73356609504012e+06, 18, Download, 
11-28-2022-16-08-53.642,1.6379646994296664e+06, 19, Download, 
11-28-2022-16-08-53.642,1.4905413979179417e+06, 20, Download, 
11-28-2022-16-08-53.642,868168.6427826443, 0, Upload, 
11-28-2022-16-08-53.642,704363.2384840321, 1, Upload, 
11-28-2022-16-08-53.642,900929.7236423667, 2, Upload, 
11-28-2022-16-08-53.642,900929.7236423667, 3, Upload, 
11-28-2022-16-08-53.642,851788.1023527831, 4, Upload, 
11-28-2022-16-08-53.642,278469.1873076406, 5, Upload, 
11-28-2022-16-08-53.642,999212.966221534, 6, Upload, 
11-28-2022-16-08-53.642,507796.75332569756, 7, Upload, 
11-28-2022-16-08-53.642,1.228540532239591e+06, 8, Upload, 
11-28-2022-16-08-53.642,360350.2009554607, 9, Upload, 
11-28-2022-16-08-53.642,393109.3101332299, 10, Upload, 
11-28-2022-16-08-53.642,1.0974301574552667e+06, 11, Upload, 
11-28-2022-16-08-53.642,65518.21835553831, 12, Upload, 
11-28-2022-16-08-53.642,229313.7642443841, 13, Upload, 
11-28-2022-16-08-53.642,606043.5197887294, 14, Upload, 
11-28-2022-16-08-53.642,622423.074377614, 15, Upload, 
11-28-2022-16-08-53.642,425868.41931099904, 16, Upload, 
11-28-2022-16-08-53.642,786218.6202664598, 17, Upload, 
11-28-2022-16-08-53.642,409488.86472211446, 18, Upload, 
11-28-2022-16-08-53.642,638802.6289664985, 19, Upload, 
11-28-2022-16-08-53.642,687941.2927331523, 20, Upload, 
11-28-2022-16-08-54.642,1.0154426437367835e+06, 0, Upload, 
11-28-2022-16-08-54.642,311184.035983853, 1, Upload, 
11-28-2022-16-08-54.642,949930.2151086039, 2, Upload, 
11-28-2022-16-08-54.642,114588.64019009117, 3, Upload, 
11-28-2022-16-08-54.642,572943.2009504559, 4, Upload, 
11-28-2022-16-08-54.642,0, 5, Upload, 
11-28-2022-16-08-54.642,523825.30510799814, 6, Upload, 
11-28-2022-16-08-54.642,703890.2537388725, 7, Upload, 
11-28-2022-16-08-54.642,622042.5498157478, 8, Upload, 
11-28-2022-16-08-54.642,589338.915138949, 9, Upload, 
11-28-2022-16-08-54.642,360151.55925158, 10, Upload, 
11-28-2022-16-08-54.642,900378.89812895, 11, Upload, 
11-28-2022-16-08-54.642,49111.57626157909, 12, Upload, 
11-28-2022-16-08-54.642,0, 13, Upload, 
11-28-2022-16-08-54.642,933119.9489700027, 14, Upload, 
11-28-2022-16-08-54.642,556597.8642978964, 15, Upload, 
11-28-2022-16-08-54.642,572968.3897184227, 16, Upload, 
11-28-2022-16-08-54.642,982231.5252315818, 17, Upload, 
11-28-2022-16-08-54.642,212816.83046684272, 18, Upload, 
11-28-2022-16-08-54.642,556597.8642978964, 19, Upload, 
11-28-2022-16-08-54.642,720303.11850316, 20, Upload, 
11-28-2022-16-08-54.642,802155.7456057918, 21, Upload, 
11-28-2022-16-08-54.643,1.0797637859437937e+07, 0, Download, 
11-28-2022-16-08-54.643,1.4724313079490568e+06, 1, Download, 
11-28-2022-16-08-54.643,1.8324484360245608e+06, 2, Download, 
11-28-2022-16-08-54.643,883501.9245118418, 3, Download, 
11-28-2022-16-08-54.643,163611.46750219294, 4, Download, 
11-28-2022-16-08-54.643,1.0471133920140348e+06, 5, Download, 
11-28-2022-16-08-54.643,1.4397809140192978e+06, 6, Download, 
11-28-2022-16-08-54.643,1.1026622014370328e+07, 7, Download, 
11-28-2022-16-08-54.643,2.7157346618243637e+06, 8, Download, 
11-28-2022-16-08-54.643,605362.4297581139, 9, Download, 
11-28-2022-16-08-54.643,1.914110370634298e+06, 10, Download, 
11-28-2022-16-08-54.643,572568.2366869956, 11, Download, 
11-28-2022-16-08-54.643,1.488792454699276e+06, 12, Download, 
11-28-2022-16-08-54.643,6.102348239978398e+06, 13, Download, 
11-28-2022-16-08-54.643,539917.8427572367, 14, Download, 
11-28-2022-16-08-54.643,4.155443676272982e+06, 15, Download, 
11-28-2022-16-08-54.643,5.7915583512949115e+06, 16, Download, 
11-28-2022-16-08-54.643,5.742403011473574e+06, 17, Download, 
11-28-2022-16-08-54.643,4.1390825295227626e+06, 18, Download, 
11-28-2022-16-08-54.643,2.912068422826995e+06, 19, Download, 
11-28-2022-16-08-54.643,2.0449995446360523e+06, 20, Download, 
11-28-2022-16-08-54.643,736251.6037598682, 21, Download, 
11-28-2022-16-08-55.645,686451.6165073275, 0, Upload, 
11-28-2022-16-08-55.645,751827.9609365968, 1, Upload, 
11-28-2022-16-08-55.645,849892.4775805008, 2, Upload, 
11-28-2022-16-08-55.645,588685.0122383214, 3, Upload, 
11-28-2022-16-08-55.645,392456.67482554755, 4, Upload, 
11-28-2022-16-08-55.645,392456.67482554755, 5, Upload, 
11-28-2022-16-08-55.645,572341.9048214096, 6, Upload, 
11-28-2022-16-08-55.645,654105.0340816111, 7, Upload, 
11-28-2022-16-08-55.645,621399.7823775305, 8, Upload, 
11-28-2022-16-08-55.645,147173.6326683625, 9, Upload, 
11-28-2022-16-08-55.645,490578.77556120825, 10, Upload, 
11-28-2022-16-08-55.645,637752.4082295707, 11, Upload, 
11-28-2022-16-08-55.645,0, 12, Upload, 
11-28-2022-16-08-55.645,310699.89118876524, 13, Upload, 
11-28-2022-16-08-55.645,490578.77556120825, 14, Upload, 
11-28-2022-16-08-55.645,654105.0340816111, 15, Upload, 
11-28-2022-16-08-55.645,474226.149709168, 16, Upload, 
11-28-2022-16-08-55.645,621399.7823775305, 17, Upload, 
11-28-2022-16-08-55.645,277994.6394846847, 18, Upload, 
11-28-2022-16-08-55.645,408815.6463010069, 19, Upload, 
11-28-2022-16-08-55.645,359757.76874488604, 20, Upload, 
11-28-2022-16-08-55.645,703162.9116377318, 21, Upload, 
11-28-2022-16-08-55.645,228936.76192856385, 22, Upload, 
11-28-2022-16-08-55.645,8.077622273905286e+06, 0, Download, 
11-28-2022-16-08-55.645,1.2754329543338153e+06, 1, Download, 
11-28-2022-16-08-55.645,1.6186943729760083e+06, 2, Download, 
11-28-2022-16-08-55.645,850192.8200554416, 3, Download, 
11-28-2022-16-08-55.645,179878.88437244302, 4, Download, 
11-28-2022-16-08-55.645,1.2916418559352027e+06, 5, Download, 
11-28-2022-16-08-55.645,1.5042259920117264e+06, 6, Download, 
11-28-2022-16-08-55.645,8.813418575121772e+06, 7, Download, 
11-28-2022-16-08-55.645,2.959609692843311e+06, 8, Download, 
11-28-2022-16-08-55.645,637536.8218535917, 9, Download, 
11-28-2022-16-08-55.645,1.6024136092492943e+06, 10, Download, 
11-28-2022-16-08-55.645,572341.9048214096, 11, Download, 
11-28-2022-16-08-55.645,1.0792014441093318e+06, 12, Download, 
11-28-2022-16-08-55.645,5.281610701707704e+06, 13, Download, 
11-28-2022-16-08-55.645,572341.9048214096, 14, Download, 
11-28-2022-16-08-55.645,3.450116606279193e+06, 15, Download, 
11-28-2022-16-08-55.645,4.758254812317088e+06, 16, Download, 
11-28-2022-16-08-55.645,4.971054534769591e+06, 17, Download, 
11-28-2022-16-08-55.645,3.5483760856420873e+06, 18, Download, 
11-28-2022-16-08-55.645,3.074078073807593e+06, 19, Download, 
11-28-2022-16-08-55.645,2.240166017478865e+06, 20, Download, 
11-28-2022-16-08-55.645,2.8615657998563955e+06, 21, Download, 
11-28-2022-16-08-55.645,1.4553837008315846e+06, 22, Download, 
11-28-2022-16-08-56.646,687334.3350433254, 0, Upload, 
11-28-2022-16-08-56.646,196381.23858380725, 1, Upload, 
11-28-2022-16-08-56.646,605508.8189667391, 2, Upload, 
11-28-2022-16-08-56.646,0, 3, Upload, 
11-28-2022-16-08-56.646,540048.40610547, 4, Upload, 
11-28-2022-16-08-56.646,638239.0253973736, 5, Upload, 
11-28-2022-16-08-56.646,834620.2639811808, 6, Upload, 
11-28-2022-16-08-56.646,540048.40610547, 7, Upload, 
11-28-2022-16-08-56.646,114555.72250722091, 8, Upload, 
11-28-2022-16-08-56.646,261841.65144507636, 9, Upload, 
11-28-2022-16-08-56.646,294571.8578757109, 10, Upload, 
11-28-2022-16-08-56.646,294571.8578757109, 11, Upload, 
11-28-2022-16-08-56.646,572778.6125361045, 12, Upload, 
11-28-2022-16-08-56.646,245476.5482297591, 13, Upload, 
11-28-2022-16-08-56.646,916445.7800577673, 14, Upload, 
11-28-2022-16-08-56.646,392762.4771676145, 15, Upload, 
11-28-2022-16-08-56.646,703699.4382586427, 16, Upload, 
11-28-2022-16-08-56.646,556413.5093207873, 17, Upload, 
11-28-2022-16-08-56.646,376397.37395229726, 18, Upload, 
11-28-2022-16-08-56.646,638239.0253973736, 19, Upload, 
11-28-2022-16-08-56.646,98190.61929190363, 20, Upload, 
11-28-2022-16-08-56.646,900080.6768424499, 21, Upload, 
11-28-2022-16-08-56.646,867350.4704118154, 22, Upload, 
11-28-2022-16-08-56.646,0, 23, Upload, 
11-28-2022-16-08-56.646,8.672929368458241e+06, 0, Download, 
11-28-2022-16-08-56.646,1.456350352248259e+06, 1, Download, 
11-28-2022-16-08-56.646,1.4892243925938718e+06, 2, Download, 
11-28-2022-16-08-56.646,801818.1405930571, 3, Download, 
11-28-2022-16-08-56.646,327302.0643063454, 4, Download, 
11-28-2022-16-08-56.646,1.8654779326311906e+06, 5, Download, 
11-28-2022-16-08-56.646,1.4236920627751134e+06, 6, Download, 
11-28-2022-16-08-56.646,9.294731373682808e+06, 7, Download, 
11-28-2022-16-08-56.646,4.205615775464071e+06, 8, Download, 
11-28-2022-16-08-56.646,801890.0575505464, 9, Download, 
11-28-2022-16-08-56.646,1.816382622985239e+06, 10, Download, 
11-28-2022-16-08-56.646,540048.40610547, 11, Download, 
11-28-2022-16-08-56.646,1.1945806177606718e+06, 12, Download, 
11-28-2022-16-08-56.646,3.239930851845374e+06, 13, Download, 
11-28-2022-16-08-56.646,687190.501128347, 14, Download, 
11-28-2022-16-08-56.646,3.4527491106019877e+06, 15, Download, 
11-28-2022-16-08-56.646,5.056385391788102e+06, 16, Download, 
11-28-2022-16-08-56.646,5.285353002887566e+06, 17, Download, 
11-28-2022-16-08-56.646,3.600106956497332e+06, 18, Download, 
11-28-2022-16-08-56.646,3.2565117059331588e+06, 19, Download, 
11-28-2022-16-08-56.646,2.569177370889833e+06, 20, Download, 
11-28-2022-16-08-56.646,2.9781611173577867e+06, 21, Download, 
11-28-2022-16-08-56.646,2.536590998374177e+06, 22, Download, 
11-28-2022-16-08-56.646,409127.5803829318, 23, Download, 
11-28-2022-16-08-57.646,7.339180122862177e+06, 0, Download, 
11-28-2022-16-08-57.646,1.589100676627928e+06, 1, Download, 
11-28-2022-16-08-57.646,1.5234237897123678e+06, 2, Download, 
11-28-2022-16-08-57.646,851927.618630877, 3, Download, 
11-28-2022-16-08-57.646,475113.479621066, 4, Download, 
11-28-2022-16-08-57.646,1.9658428190503772e+06, 5, Download, 
11-28-2022-16-08-57.646,1.2615082045111062e+06, 6, Download, 
11-28-2022-16-08-57.646,8.240257411798681e+06, 7, Download, 
11-28-2022-16-08-57.646,3.947996864948602e+06, 8, Download, 
11-28-2022-16-08-57.646,966610.1826773412, 9, Download, 
11-28-2022-16-08-57.646,1.9167651453321115e+06, 10, Download, 
11-28-2022-16-08-57.646,556885.6036223883, 11, Download, 
11-28-2022-16-08-57.646,1.0648375267012345e+06, 12, Download, 
11-28-2022-16-08-57.646,4.505098458333075e+06, 13, Download, 
11-28-2022-16-08-57.646,819161.1717604586, 14, Download, 
11-28-2022-16-08-57.646,2.965147452010775e+06, 15, Download, 
11-28-2022-16-08-57.646,5.193121846024499e+06, 16, Download, 
11-28-2022-16-08-57.646,4.1446675427584737e+06, 17, Download, 
11-28-2022-16-08-57.646,2.686560657024857e+06, 18, Download, 
11-28-2022-16-08-57.646,2.6374829833065914e+06, 19, Download, 
11-28-2022-16-08-57.646,2.5391836426953366e+06, 20, Download, 
11-28-2022-16-08-57.646,1.9167651453321115e+06, 21, Download, 
11-28-2022-16-08-57.646,2.5717340998036694e+06, 22, Download, 
11-28-2022-16-08-57.646,1.0648375267012345e+06, 23, Download, 
11-28-2022-16-08-57.646,1.1795920873350604e+06, 24, Download, 
11-28-2022-16-08-57.646,786394.7248900402, 0, Upload, 
11-28-2022-16-08-57.646,409580.5858802293, 1, Upload, 
11-28-2022-16-08-57.646,884694.0655012953, 2, Upload, 
11-28-2022-16-08-57.646,98299.34061125503, 3, Upload, 
11-28-2022-16-08-57.646,704478.6077139945, 4, Upload, 
11-28-2022-16-08-57.646,1.0812927467238053e+06, 5, Upload, 
11-28-2022-16-08-57.646,1.1795920873350604e+06, 6, Upload, 
11-28-2022-16-08-57.646,966610.1826773412, 7, Upload, 
11-28-2022-16-08-57.646,655328.9374083669, 8, Upload, 
11-28-2022-16-08-57.646,409580.5858802293, 9, Upload, 
11-28-2022-16-08-57.646,311281.2452689743, 10, Upload, 
11-28-2022-16-08-57.646,49149.670305627515, 11, Upload, 
11-28-2022-16-08-57.646,229365.1280929284, 12, Upload, 
11-28-2022-16-08-57.646,245748.35152813757, 13, Upload, 
11-28-2022-16-08-57.646,344047.6921393926, 14, Upload, 
11-28-2022-16-08-57.646,1.0321430764181778e+06, 15, Upload, 
11-28-2022-16-08-57.646,819161.1717604586, 16, Upload, 
11-28-2022-16-08-57.646,884694.0655012953, 17, Upload, 
11-28-2022-16-08-57.646,65532.89374083669, 18, Upload, 
11-28-2022-16-08-57.646,491496.70305627515, 19, Upload, 
11-28-2022-16-08-57.646,245748.35152813757, 20, Upload, 
11-28-2022-16-08-57.646,442347.03275064763, 21, Upload, 
11-28-2022-16-08-57.646,802777.9483252495, 22, Upload, 
11-28-2022-16-08-57.646,131065.78748167338, 23, Upload, 
11-28-2022-16-08-57.646,278514.79839855595, 24, Upload, 
11-28-2022-16-08-58.646,212982.2241159131, 0, Upload, 
11-28-2022-16-08-58.646,655329.9203566557, 1, Upload, 
11-28-2022-16-08-58.646,327664.96017832786, 2, Upload, 
11-28-2022-16-08-58.646,49149.74402674918, 3, Upload, 
11-28-2022-16-08-58.646,163832.48008916393, 4, Upload, 
11-28-2022-16-08-58.646,688096.4163744885, 5, Upload, 
11-28-2022-16-08-58.646,819162.4004458196, 6, Upload, 
11-28-2022-16-08-58.646,770012.6564190704, 7, Upload, 
11-28-2022-16-08-58.646,655329.9203566557, 8, Upload, 
11-28-2022-16-08-58.646,819162.4004458196, 9, Upload, 
11-28-2022-16-08-58.646,458730.94424965896, 10, Upload, 
11-28-2022-16-08-58.646,49149.74402674918, 11, Upload, 
11-28-2022-16-08-58.646,589796.9283209901, 12, Upload, 
11-28-2022-16-08-58.646,180215.72809808032, 13, Upload, 
11-28-2022-16-08-58.646,196598.9761069967, 14, Upload, 
11-28-2022-16-08-58.646,671713.1683655721, 15, Upload, 
11-28-2022-16-08-58.646,1.048527872570649e+06, 16, Upload, 
11-28-2022-16-08-58.646,655329.9203566557, 17, Upload, 
11-28-2022-16-08-58.646,49149.74402674918, 18, Upload, 
11-28-2022-16-08-58.646,589796.9283209901, 19, Upload, 
11-28-2022-16-08-58.646,196598.9761069967, 20, Upload, 
11-28-2022-16-08-58.646,589796.9283209901, 21, Upload, 
11-28-2022-16-08-58.646,360431.45619616064, 22, Upload, 
11-28-2022-16-08-58.646,0, 23, Upload, 
11-28-2022-16-08-58.646,311281.7121694114, 24, Upload, 
11-28-2022-16-08-58.646,131065.98407133113, 25, Upload, 
11-28-2022-16-08-58.646,7.699622587323243e+06, 0, Download, 
11-28-2022-16-08-58.646,1.736552292249786e+06, 1, Download, 
11-28-2022-16-08-58.646,1.3433543400357924e+06, 2, Download, 
11-28-2022-16-08-58.646,851928.8964636524, 3, Download, 
11-28-2022-16-08-58.646,605846.8546899193, 4, Download, 
11-28-2022-16-08-58.646,2.292393504232127e+06, 5, Download, 
11-28-2022-16-08-58.646,1.0970740341682322e+06, 6, Download, 
11-28-2022-16-08-58.646,7.105916163375012e+06, 7, Download, 
11-28-2022-16-08-58.646,4.5682688549355725e+06, 8, Download, 
11-28-2022-16-08-58.646,785963.4871653006, 9, Download, 
11-28-2022-16-08-58.646,1.7847201283315015e+06, 10, Download, 
11-28-2022-16-08-58.646,409355.9828985941, 11, Download, 
11-28-2022-16-08-58.646,1.1298225128001198e+06, 12, Download, 
11-28-2022-16-08-58.646,4.748241573198216e+06, 13, Download, 
11-28-2022-16-08-58.646,769517.290742988, 14, Download, 
11-28-2022-16-08-58.646,3.422144059925878e+06, 15, Download, 
11-28-2022-16-08-58.646,4.781062008936472e+06, 16, Download, 
11-28-2022-16-08-58.646,4.191517436456128e+06, 17, Download, 
11-28-2022-16-08-58.646,3.3073804705015337e+06, 18, Download, 
11-28-2022-16-08-58.646,2.996269923498602e+06, 19, Download, 
11-28-2022-16-08-58.646,2.668857094286096e+06, 20, Download, 
11-28-2022-16-08-58.646,3.0289464450241206e+06, 21, Download, 
11-28-2022-16-08-58.646,4.060523521928578e+06, 22, Download, 
11-28-2022-16-08-58.646,2.4887404618107146e+06, 23, Download, 
11-28-2022-16-08-58.646,3.37280547065894e+06, 24, Download, 
11-28-2022-16-08-58.646,0, 25, Download, 
11-28-2022-16-08-59.652,716502.1935981978, 0, Upload, 
11-28-2022-16-08-59.652,439671.80061707593, 1, Upload, 
11-28-2022-16-08-59.652,195409.68916314485, 2, Upload, 
11-28-2022-16-08-59.652,97704.84458157243, 3, Upload, 
11-28-2022-16-08-59.652,797922.8974161748, 4, Upload, 
11-28-2022-16-08-59.652,683933.912071007, 5, Upload, 
11-28-2022-16-08-59.652,569944.9267258391, 6, Upload, 
11-28-2022-16-08-59.652,195409.68916314485, 7, Upload, 
11-28-2022-16-08-59.652,667649.7713074116, 8, Upload, 
11-28-2022-16-08-59.652,797922.8974161748, 9, Upload, 
11-28-2022-16-08-59.652,863059.4604705564, 10, Upload, 
11-28-2022-16-08-59.652,48852.42229078621, 11, Upload, 
11-28-2022-16-08-59.652,586229.0674894345, 12, Upload, 
11-28-2022-16-08-59.652,504808.3636714575, 13, Upload, 
11-28-2022-16-08-59.652,113988.98534516784, 14, Upload, 
11-28-2022-16-08-59.652,1.009616727342915e+06, 15, Upload, 
11-28-2022-16-08-59.652,602513.20825303, 16, Upload, 
11-28-2022-16-08-59.652,618797.3490166253, 17, Upload, 
11-28-2022-16-08-59.652,0, 18, Upload, 
11-28-2022-16-08-59.652,358251.0967990989, 19, Upload, 
11-28-2022-16-08-59.652,179125.54839954944, 20, Upload, 
11-28-2022-16-08-59.652,276830.3929811219, 21, Upload, 
11-28-2022-16-08-59.652,0, 22, Upload, 
11-28-2022-16-08-59.652,0, 23, Upload, 
11-28-2022-16-08-59.652,667649.7713074116, 24, Upload, 
11-28-2022-16-08-59.652,455955.94138067134, 25, Upload, 
11-28-2022-16-08-59.652,537376.6451986483, 26, Upload, 
11-28-2022-16-08-59.652,5.829293026374364e+06, 0, Download, 
11-28-2022-16-08-59.652,1.3188722795202977e+06, 1, Download, 
11-28-2022-16-08-59.652,1.1887422757424645e+06, 2, Download, 
11-28-2022-16-08-59.652,602513.20825303, 3, Download, 
11-28-2022-16-08-59.652,863245.2785307136, 4, Download, 
11-28-2022-16-08-59.652,2.313326778589237e+06, 5, Download, 
11-28-2022-16-08-59.652,1.1402987384123085e+06, 6, Download, 
11-28-2022-16-08-59.652,5.7510172466276e+06, 7, Download, 
11-28-2022-16-08-59.652,3.8773164319452383e+06, 8, Download, 
11-28-2022-16-08-59.652,716679.4237884703, 9, Download, 
11-28-2022-16-08-59.652,1.3360301461213361e+06, 10, Download, 
11-28-2022-16-08-59.652,733187.2753104893, 11, Download, 
11-28-2022-16-08-59.652,1.0916343876845064e+06, 12, Download, 
11-28-2022-16-08-59.652,4.512817004200851e+06, 13, Download, 
11-28-2022-16-08-59.652,668015.0730606681, 14, Download, 
11-28-2022-16-08-59.652,2.4436711830888796e+06, 15, Download, 
11-28-2022-16-08-59.652,4.398765650263663e+06, 16, Download, 
11-28-2022-16-08-59.652,3.9752179359596795e+06, 17, Download, 
11-28-2022-16-08-59.652,2.7861116461798595e+06, 18, Download, 
11-28-2022-16-08-59.652,2.753310744095385e+06, 19, Download, 
11-28-2022-16-08-59.652,2.8349191975473706e+06, 20, Download, 
11-28-2022-16-08-59.652,2.101731922236881e+06, 21, Download, 
11-28-2022-16-08-59.652,3.6169140242253714e+06, 22, Download, 
11-28-2022-16-08-59.652,2.2971769286664906e+06, 23, Download, 
11-28-2022-16-08-59.652,3.160780208796477e+06, 24, Download, 
11-28-2022-16-08-59.652,0, 25, Download, 
11-28-2022-16-08-59.652,4.121926991341632e+06, 26, Download, 
11-28-2022-16-09-00.656,979261.714526841, 0, Upload, 
11-28-2022-16-09-00.656,489630.8572634205, 1, Upload, 
11-28-2022-16-09-00.656,0, 2, Upload, 
11-28-2022-16-09-00.656,48963.08572634205, 3, Upload, 
11-28-2022-16-09-00.656,881335.5430741569, 4, Upload, 
11-28-2022-16-09-00.656,538593.9429897625, 5, Upload, 
11-28-2022-16-09-00.656,48963.08572634205, 6, Upload, 
11-28-2022-16-09-00.656,48963.08572634205, 7, Upload, 
11-28-2022-16-09-00.656,1.2730402288848932e+06, 8, Upload, 
11-28-2022-16-09-00.656,473309.82868797315, 9, Upload, 
11-28-2022-16-09-00.656,913977.6002250516, 10, Upload, 
11-28-2022-16-09-00.656,0, 11, Upload, 
11-28-2022-16-09-00.656,962940.6859513937, 12, Upload, 
11-28-2022-16-09-00.656,881335.5430741569, 13, Upload, 
11-28-2022-16-09-00.656,0, 14, Upload, 
11-28-2022-16-09-00.656,848693.4859232622, 15, Upload, 
11-28-2022-16-09-00.656,783409.3716214728, 16, Upload, 
11-28-2022-16-09-00.656,212173.37148081555, 17, Upload, 
11-28-2022-16-09-00.656,0, 18, Upload, 
11-28-2022-16-09-00.656,408025.71438618377, 19, Upload, 
11-28-2022-16-09-00.656,832372.4573478148, 20, Upload, 
11-28-2022-16-09-00.656,244815.42863171024, 21, Upload, 
11-28-2022-16-09-00.656,146889.25717902614, 22, Upload, 
11-28-2022-16-09-00.656,0, 23, Upload, 
11-28-2022-16-09-00.656,522272.9144143152, 24, Upload, 
11-28-2022-16-09-00.656,995582.7431022883, 25, Upload, 
11-28-2022-16-09-00.656,881335.5430741569, 26, Upload, 
11-28-2022-16-09-00.656,0, 27, Upload, 
11-28-2022-16-09-00.656,3.574018364942542e+06, 0, Download, 
11-28-2022-16-09-00.656,1.354573648492023e+06, 1, Download, 
11-28-2022-16-09-00.656,1.354501925221916e+06, 2, Download, 
11-28-2022-16-09-00.656,815836.2589620467, 3, Download, 
11-28-2022-16-09-00.656,734374.5626250238, 4, Download, 
11-28-2022-16-09-00.656,1.8605972576009978e+06, 5, Download, 
11-28-2022-16-09-00.656,1.0935089145549724e+06, 6, Download, 
11-28-2022-16-09-00.656,6.984969890670824e+06, 7, Download, 
11-28-2022-16-09-00.656,3.3783094685773877e+06, 8, Download, 
11-28-2022-16-09-00.656,865014.5144987096, 9, Download, 
11-28-2022-16-09-00.656,1.3053953929553602e+06, 10, Download, 
11-28-2022-16-09-00.656,636520.1144424466, 11, Download, 
11-28-2022-16-09-00.656,750552.1446602573, 12, Download, 
11-28-2022-16-09-00.656,3.574090088212649e+06, 13, Download, 
11-28-2022-16-09-00.656,554914.9715652099, 14, Download, 
11-28-2022-16-09-00.656,1.4361787913692598e+06, 15, Download, 
11-28-2022-16-09-00.656,2.3010498593277554e+06, 16, Download, 
11-28-2022-16-09-00.656,2.2195164397206255e+06, 17, Download, 
11-28-2022-16-09-00.656,2.3665491434398657e+06, 18, Download, 
11-28-2022-16-09-00.656,2.6439349059523637e+06, 19, Download, 
11-28-2022-16-09-00.656,2.3175860577135235e+06, 20, Download, 
11-28-2022-16-09-00.656,1.7463500575728666e+06, 21, Download, 
11-28-2022-16-09-00.656,3.5413045845215404e+06, 22, Download, 
11-28-2022-16-09-00.656,3.0846026774894423e+06, 23, Download, 
11-28-2022-16-09-00.656,3.671872813125119e+06, 24, Download, 
11-28-2022-16-09-00.656,554914.9715652099, 25, Download, 
11-28-2022-16-09-00.656,1.3790265020471513e+07, 26, Download, 
11-28-2022-16-09-00.656,946619.6573759463, 27, Download, 
11-28-2022-16-09-01.657,572983.7330533696, 0, Upload, 
11-28-2022-16-09-01.657,360161.2036335466, 1, Upload, 
11-28-2022-16-09-01.657,98225.78280914908, 2, Upload, 
11-28-2022-16-09-01.657,196451.56561829816, 3, Upload, 
11-28-2022-16-09-01.657,867661.0814808168, 4, Upload, 
11-28-2022-16-09-01.657,507499.8778472702, 5, Upload, 
11-28-2022-16-09-01.657,311048.3122289721, 6, Upload, 
11-28-2022-16-09-01.657,0, 7, Upload, 
11-28-2022-16-09-01.657,818548.1900762423, 8, Upload, 
11-28-2022-16-09-01.657,376532.1674350715, 9, Upload, 
11-28-2022-16-09-01.657,605725.6606564193, 10, Upload, 
11-28-2022-16-09-01.657,147338.67421372363, 11, Upload, 
11-28-2022-16-09-01.657,1.1950803575113139e+06, 12, Upload, 
11-28-2022-16-09-01.657,442016.0226411708, 13, Upload, 
11-28-2022-16-09-01.657,147338.67421372363, 14, Upload, 
11-28-2022-16-09-01.657,0, 15, Upload, 
11-28-2022-16-09-01.657,753064.334870143, 16, Upload, 
11-28-2022-16-09-01.657,409274.09503812116, 17, Upload, 
11-28-2022-16-09-01.657,0, 18, Upload, 
11-28-2022-16-09-01.657,1.1459674661067391e+06, 19, Upload, 
11-28-2022-16-09-01.657,622096.6244579442, 20, Upload, 
11-28-2022-16-09-01.657,769435.2986716678, 21, Upload, 
11-28-2022-16-09-01.657,343790.23983202176, 22, Upload, 
11-28-2022-16-09-01.657,245564.4570228727, 23, Upload, 
11-28-2022-16-09-01.657,458386.9864426957, 24, Upload, 
11-28-2022-16-09-01.657,294677.34842744726, 25, Upload, 
11-28-2022-16-09-01.657,212822.529419823, 26, Upload, 
11-28-2022-16-09-01.657,360161.2036335466, 27, Upload, 
11-28-2022-16-09-01.657,229193.49322134786, 28, Upload, 
11-28-2022-16-09-01.657,4.174307998540762e+06, 0, Download, 
11-28-2022-16-09-01.657,1.4077590015071e+06, 1, Download, 
