Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-41-20.723,1, 0.1690774,0.03912,14883, SelfDown,
11-26-2022-11-41-20.723,1, 0.2107973,0.051589,13917, SelfUp,
11-26-2022-11-41-20.823,1, 0.1107805,0.051589,13917, SelfUp,
11-26-2022-11-41-20.823,1, 0.2307355,0.050659,15550, SelfDown,
11-26-2022-11-41-20.923,1, 0.1980007,0.049227,15937, SelfDown,
11-26-2022-11-41-20.923,1, 0.2144619,0.054403,14592, SelfUp,
11-26-2022-11-41-21.024,1, 0.1135554,0.054403,14592, SelfUp,
11-26-2022-11-41-21.024,1, 0.1750804,0.049588,13900, SelfDown,
11-26-2022-11-41-21.124,1, 0.1381784,0.04563,17452, SelfUp,
11-26-2022-11-41-21.124,1, 0.1547446,0.043257,13910, SelfDown,
11-26-2022-11-41-21.224,1, 0.087107,0.042064,13915, SelfDown,
11-26-2022-11-41-21.327,1, 0.0868753,0.050314,19233, SelfUp,
11-26-2022-11-41-21.224,1, 0.1894204,0.050314,19233, SelfUp,
11-26-2022-11-41-21.327,1, 0.1315645,0.043886,13907, SelfDown,
11-26-2022-11-41-21.428,1, 0.0532209,0.040562,13909, SelfDown,
11-26-2022-11-41-21.529,1, 0.2404085,0.040358,13905, SelfDown,
11-26-2022-11-41-21.629,1, 0.1575951,0.040358,13905, SelfDown,
11-26-2022-11-41-21.428,1, 0.522624,0.038643,15934, SelfUp,
11-26-2022-11-41-21.735,1, 0.3632547,0.039709,17475, SelfDown,
11-26-2022-11-41-21.834,1, 0.3359561,0.039691,19121, SelfDown,
11-26-2022-11-41-21.937,1, 0.2328713,0.039691,19121, SelfDown,
11-26-2022-11-41-22.038,1, 0.1483856,0.039323,19286, SelfDown,
11-26-2022-11-41-21.529,1, 0.6801174,0.04107,15983, SelfUp,
11-26-2022-11-41-21.629,1, 0.5797762,0.04107,15983, SelfUp,
11-26-2022-11-41-21.834,1, 0.3745836,0.04107,15983, SelfUp,
11-26-2022-11-41-21.937,1, 0.2714988,0.04107,15983, SelfUp,
11-26-2022-11-41-21.734,1, 0.4746101,0.04107,15983, SelfUp,
