Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-30-38.881,1, 0.0301054,0.032606,608768, SelfUp,
11-26-2022-11-30-38.781,1, 0.1563372,0.030945,318731, SelfDown,
11-26-2022-11-30-38.881,1, 0.0698492,0.030945,318731, SelfDown,
11-26-2022-11-30-38.984,1, 0.0329477,0.034785,608768, SelfUp,
11-26-2022-11-30-39.089,1, 0.0282619,0.035531,608768, SelfUp,
11-26-2022-11-30-38.984,1, 0.2016105,0.03354,319939, SelfDown,
11-26-2022-11-30-39.090,1, 0.0965927,0.03354,319939, SelfDown,
11-26-2022-11-30-39.195,1, 0.0354717,0.0354,608768, SelfUp,
11-26-2022-11-30-39.301,1, 0.0345252,0.033152,608768, SelfUp,
11-26-2022-11-30-39.195,1, 0.1742588,0.035643,320779, SelfDown,
11-26-2022-11-30-39.401,1, 0.0585915,0.032899,608768, SelfUp,
11-26-2022-11-30-39.501,1, 0.0426324,0.033537,608768, SelfUp,
11-26-2022-11-30-39.601,1, 0.0393419,0.038779,608768, SelfUp,
11-26-2022-11-30-39.702,1, 0.0568805,0.045577,608768, SelfUp,
11-26-2022-11-30-39.803,1, 0.0359386,0.042996,608768, SelfUp,
11-26-2022-11-30-39.908,1, 0.0423333,0.040597,608768, SelfUp,
11-26-2022-11-30-40.008,1, 0.0348562,0.037861,608768, SelfUp,
11-26-2022-11-30-40.111,1, 0.1080843,0.038148,608768, SelfUp,
11-26-2022-11-30-39.301,1, 1.1567715,0.039442,321405, SelfDown,
11-26-2022-11-30-39.401,1, 1.200332,0.03891,321973, SelfDown,
11-26-2022-11-30-39.908,1, 0.6945571,0.03891,321973, SelfDown,
11-26-2022-11-30-39.501,1, 1.1014095,0.03891,321973, SelfDown,
11-26-2022-11-30-39.601,1, 1.0013563,0.03891,321973, SelfDown,
11-26-2022-11-30-40.111,1, 0.4920126,0.03891,321973, SelfDown,
11-26-2022-11-30-40.008,1, 0.5944367,0.03891,321973, SelfDown,
11-26-2022-11-30-39.702,1, 0.9010399,0.03891,321973, SelfDown,
11-26-2022-11-30-40.313,1, 0.2900121,0.03891,321973, SelfDown,
11-26-2022-11-30-40.211,1, 0.3915282,0.03891,321973, SelfDown,
11-26-2022-11-30-39.803,1, 0.7995095,0.03891,321973, SelfDown,
11-26-2022-11-30-40.413,1, 0.2716049,0.032079,322228, SelfDown,
11-26-2022-11-30-40.515,1, 0.1708789,0.030761,322260, SelfDown,
11-26-2022-11-30-40.616,1, 0.0742428,0.029706,322289, SelfDown,
11-26-2022-11-30-40.716,1, 0.0559915,0.045994,322974, SelfDown,
11-26-2022-11-30-40.816,1, 0.0586714,0.036797,323672, SelfDown,
11-26-2022-11-30-40.916,1, 0.1110251,0.043638,324068, SelfDown,
11-26-2022-11-30-40.211,1, 0.8199585,0.040419,608768, SelfUp,
11-26-2022-11-30-40.413,1, 0.6565068,0.040447,608768, SelfUp,
11-26-2022-11-30-40.312,1, 0.7565995,0.040447,608768, SelfUp,
11-26-2022-11-30-40.515,1, 0.5540842,0.040447,608768, SelfUp,
11-26-2022-11-30-40.616,1, 0.4537135,0.040447,608768, SelfUp,
11-26-2022-11-30-40.716,1, 0.3536088,0.040447,608768, SelfUp,
11-26-2022-11-30-40.916,1, 0.1532543,0.040447,608768, SelfUp,
11-26-2022-11-30-40.816,1, 0.2535392,0.040447,608768, SelfUp,
11-26-2022-11-30-41.017,1, 0.0526345,0.040447,608768, SelfUp,
11-26-2022-11-30-41.017,1, 0.0907915,0.04132,324488, SelfDown,
11-26-2022-11-30-41.118,1, 0.0699362,0.03952,608768, SelfUp,
11-26-2022-11-30-41.219,1, 0.0356108,0.041216,608768, SelfUp,
11-26-2022-11-30-41.320,1, 0.0439802,0.041079,608768, SelfUp,
11-26-2022-11-30-41.118,1, 0.2959118,0.041404,326176, SelfDown,
11-26-2022-11-30-41.219,1, 0.194643,0.041404,326176, SelfDown,
11-26-2022-11-30-41.320,1, 0.1124125,0.041404,326176, SelfDown,
11-26-2022-11-30-41.421,1, 0.0373647,0.038827,608768, SelfUp,
11-26-2022-11-30-41.524,1, 0.0353238,0.037956,608768, SelfUp,
11-26-2022-11-30-41.421,1, 0.1446105,0.038358,329486, SelfDown,
11-26-2022-11-30-41.628,1, 0.0462894,0.037962,608768, SelfUp,
11-26-2022-11-30-41.524,1, 0.1584649,0.0452,333231, SelfDown,
11-26-2022-11-30-41.728,1, 0.0743957,0.042661,608768, SelfUp,
11-26-2022-11-30-41.628,1, 0.223452,0.043486,334805, SelfDown,
11-26-2022-11-30-41.728,1, 0.1305865,0.043486,334805, SelfDown,
11-26-2022-11-30-41.834,1, 0.0384825,0.042772,608768, SelfUp,
11-26-2022-11-30-41.834,1, 0.0539002,0.0427,335054, SelfDown,
11-26-2022-11-30-41.935,1, 0.0328604,0.035433,608768, SelfUp,
11-26-2022-11-30-41.935,1, 0.0641881,0.036928,345259, SelfDown,
11-26-2022-11-30-42.036,1, 0.0870762,0.040595,608768, SelfUp,
11-26-2022-11-30-42.136,1, 0.068062,0.035426,608768, SelfUp,
11-26-2022-11-30-42.036,1, 0.2325513,0.035582,353462, SelfDown,
11-26-2022-11-30-42.238,1, 0.0313102,0.034936,608768, SelfUp,
11-26-2022-11-30-42.339,1, 0.0329959,0.03205,608768, SelfUp,
11-26-2022-11-30-42.136,1, 0.2869411,0.035306,364116, SelfDown,
11-26-2022-11-30-42.238,1, 0.2130381,0.038177,365614, SelfDown,
11-26-2022-11-30-42.339,1, 0.1355502,0.042006,370041, SelfDown,
11-26-2022-11-30-42.439,1, 0.0457058,0.042767,608768, SelfUp,
11-26-2022-11-30-42.439,1, 0.1258877,0.050208,382328, SelfDown,
11-26-2022-11-30-42.541,1, 0.0780269,0.044737,383791, SelfDown,
11-26-2022-11-30-42.541,1, 0.0796046,0.035981,608768, SelfUp,
11-26-2022-11-30-42.642,1, 0.0363818,0.037276,608768, SelfUp,
11-26-2022-11-30-42.642,1, 0.117887,0.037559,388405, SelfDown,
11-26-2022-11-30-42.743,1, 0.0328917,0.035883,608768, SelfUp,
11-26-2022-11-30-42.743,1, 0.1308643,0.042683,394787, SelfDown,
11-26-2022-11-30-42.843,1, 0.0387578,0.047014,608768, SelfUp,
11-26-2022-11-30-42.843,1, 0.0835874,0.04068,397498, SelfDown,
11-26-2022-11-30-42.944,1, 0.0739079,0.036562,608768, SelfUp,
11-26-2022-11-30-43.044,1, 0.0344101,0.03527,608768, SelfUp,
11-26-2022-11-30-42.944,1, 0.1613759,0.036079,405887, SelfDown,
11-26-2022-11-30-43.044,1, 0.0981172,0.035005,407432, SelfDown,
11-26-2022-11-30-43.146,1, 0.0740782,0.03884,608768, SelfUp,
11-26-2022-11-30-43.146,1, 0.0969788,0.035918,411177, SelfDown,
11-26-2022-11-30-43.247,1, 0.0340394,0.038377,608768, SelfUp,
11-26-2022-11-30-43.247,1, 0.1384807,0.040835,420114, SelfDown,
11-26-2022-11-30-43.349,1, 0.0452463,0.042729,608768, SelfUp,
