Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-39-48.185,3, 0.1431461,0.050586,14415, Foreign,
11-26-2022-11-39-48.285,3, 0.1604585,0.053081,14415, Foreign,
11-26-2022-11-39-48.386,3, 0.1648081,0.051343,14415, Foreign,
11-26-2022-11-39-48.486,3, 0.195326,0.049045,14415, Foreign,
11-26-2022-11-39-48.587,3, 0.1486346,0.046791,14415, Foreign,
11-26-2022-11-39-48.687,3, 0.1658053,0.050452,14415, Foreign,
11-26-2022-11-39-48.887,3, 0.1187441,0.03764,14415, Foreign,
11-26-2022-11-39-48.988,3, 0.1540875,0.046148,14415, Foreign,
11-26-2022-11-39-49.188,3, 0.165792,0.044624,14415, Foreign,
11-26-2022-11-39-49.088,3, 0.444088,0.056631,14415, Foreign,
11-26-2022-11-39-49.493,3, 0.1185655,0.04039,14415, Foreign,
11-26-2022-11-39-49.292,3, 0.3974553,0.038166,14415, Foreign,
11-26-2022-11-39-49.903,3, 0.2545387,0.05016,14415, Foreign,
11-26-2022-11-39-49.700,3, 0.6359666,0.04035,14415, Foreign,
11-26-2022-11-39-50.004,3, 0.5011934,0.042041,14415, Foreign,
11-26-2022-11-39-49.597,3, 0.9525874,0.035525,6075, Foreign,
11-26-2022-11-39-50.922,3, 0.1558394,0.036231,14415, Foreign,
11-26-2022-11-39-50.104,3, 1.0496195,0.038133,14415, Foreign,
11-26-2022-11-39-50.210,3, 0.8215815,0.034063,6075, Foreign,
11-26-2022-11-39-51.227,3, 0.2180104,0.036171,14415, Foreign,
11-26-2022-11-39-51.127,3, 0.4068478,0.041373,14415, Foreign,
11-26-2022-11-39-48.787,3, 2.4621446000000002,0.03898,6075, Foreign,
11-26-2022-11-39-51.026,3, 0.5298243,0.039518,14415, Foreign,
11-26-2022-11-39-50.514,3, 1.0603916,0.037781,1627, Foreign,
11-26-2022-11-39-51.329,3, 0.3923657,0.035459,14415, Foreign,
11-26-2022-11-39-50.821,3, 0.9599763,0.040798,14415, Foreign,
11-26-2022-11-39-51.631,3, 0.1570678,0.037703,14415, Foreign,
11-26-2022-11-39-50.412,3, 1.0863086,0.035373,6075, Foreign,
11-26-2022-11-39-51.430,3, 0.4842496,0.036787,14415, Foreign,
11-26-2022-11-39-51.832,3, 0.1063899,0.035366,14415, Foreign,
