Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-40-02.636,1, 0.5335059,0.043803,65520, SelfDown,
11-26-2022-11-40-03.140,1, 0.0313483,0.041302,264060, SelfUp,
11-26-2022-11-40-02.737,1, 0.4724173,0.042352,65520, SelfDown,
11-26-2022-11-40-03.240,1, 0.0354729,0.038046,264072, SelfUp,
11-26-2022-11-40-03.140,1, 0.3954607,0.041857,65520, SelfDown,
11-26-2022-11-40-03.040,1, 0.5568295,0.04184,65520, SelfDown,
11-26-2022-11-40-02.838,1, 0.9343578,0.043041,65520, SelfDown,
11-26-2022-11-40-02.939,1, 0.8328043,0.043041,65520, SelfDown,
11-26-2022-11-40-03.240,1, 0.5320245,0.043041,65520, SelfDown,
11-26-2022-11-40-03.340,1, 0.4504767,0.041607,65520, SelfDown,
11-26-2022-11-40-03.441,1, 0.4151231,0.039121,45944, SelfDown,
11-26-2022-11-40-03.340,1, 0.5274163,0.03435,279450, SelfUp,
11-26-2022-11-40-03.543,1, 0.3247815,0.03435,279450, SelfUp,
11-26-2022-11-40-03.441,1, 0.4264952,0.03435,279450, SelfUp,
11-26-2022-11-40-03.647,1, 0.2405205,0.03435,279450, SelfUp,
11-26-2022-11-40-03.848,1, 0.0402307,0.03435,279450, SelfUp,
11-26-2022-11-40-03.748,1, 0.1399541,0.03435,279450, SelfUp,
11-26-2022-11-40-03.948,1, 0.0316829,0.030482,302795, SelfUp,
11-26-2022-11-40-03.543,1, 0.5340149,0.034839,46365, SelfDown,
11-26-2022-11-40-03.648,1, 0.4292485,0.034839,46365, SelfDown,
11-26-2022-11-40-04.048,1, 0.0421729,0.040153,302806, SelfUp,
11-26-2022-11-40-03.748,1, 0.4390831,0.035983,32456, SelfDown,
11-26-2022-11-40-04.148,1, 0.0408133,0.037177,302816, SelfUp,
11-26-2022-11-40-04.251,1, 0.0707711,0.037972,302826, SelfUp,
11-26-2022-11-40-03.848,1, 0.5574466,0.038738,32508, SelfDown,
11-26-2022-11-40-04.352,1, 0.0718915,0.038797,302831, SelfUp,
11-26-2022-11-40-04.048,1, 0.4080067,0.039605,33439, SelfDown,
11-26-2022-11-40-03.948,1, 0.5080595,0.039605,33439, SelfDown,
11-26-2022-11-40-04.453,1, 0.0409285,0.040918,302837, SelfUp,
11-26-2022-11-40-04.148,1, 0.3901936,0.041087,33946, SelfDown,
11-26-2022-11-40-04.558,1, 0.0750035,0.039674,302849, SelfUp,
11-26-2022-11-40-04.658,1, 0.0334107,0.037375,302855, SelfUp,
11-26-2022-11-40-04.251,1, 0.4935497,0.041762,38098, SelfDown,
11-26-2022-11-40-04.759,1, 0.0333609,0.035469,302867, SelfUp,
11-26-2022-11-40-04.453,1, 0.4258068,0.040145,27456, SelfDown,
11-26-2022-11-40-04.658,1, 0.3191133,0.039747,27459, SelfDown,
11-26-2022-11-40-04.558,1, 0.4222974,0.039747,27459, SelfDown,
11-26-2022-11-40-04.352,1, 0.7069574,0.039104,27461, SelfDown,
11-26-2022-11-40-04.759,1, 0.4808861,0.040429,29021, SelfDown,
11-26-2022-11-40-04.860,1, 0.4778505,0.035469,212006, SelfUp,
11-26-2022-11-40-04.960,1, 0.3778328,0.035469,212006, SelfUp,
11-26-2022-11-40-05.061,1, 0.2765831,0.035469,212006, SelfUp,
11-26-2022-11-40-05.263,1, 0.0744535,0.035469,212006, SelfUp,
11-26-2022-11-40-05.162,1, 0.1758852,0.035469,212006, SelfUp,
11-26-2022-11-40-05.364,1, 0.041799,0.036242,212927, SelfUp,
11-26-2022-11-40-04.960,1, 0.5158669,0.041076,32563, SelfDown,
11-26-2022-11-40-04.860,1, 0.6158846,0.041076,32563, SelfDown,
11-26-2022-11-40-05.464,1, 0.0375037,0.03693,214451, SelfUp,
11-26-2022-11-40-05.162,1, 0.4029816,0.039342,34457, SelfDown,
11-26-2022-11-40-05.564,1, 0.0561461,0.044457,215550, SelfUp,
11-26-2022-11-40-05.263,1, 0.3908562,0.044155,35492, SelfDown,
11-26-2022-11-40-05.665,1, 0.0512987,0.050928,217088, SelfUp,
11-26-2022-11-40-05.364,1, 0.4063288,0.047369,36048, SelfDown,
11-26-2022-11-40-05.061,1, 0.7087907,0.047369,36048, SelfDown,
11-26-2022-11-40-05.765,1, 0.0494328,0.049316,218459, SelfUp,
11-26-2022-11-40-05.866,1, 0.0442024,0.049577,220420, SelfUp,
11-26-2022-11-40-05.966,1, 0.0367125,0.041071,222430, SelfUp,
11-26-2022-11-40-05.464,1, 0.5451047,0.048822,39484, SelfDown,
