Time of the generation of the data point., Instantaneous throughput (B/s)., Position of connection (ID)., Direction of Throughput., 
11-26-2022-11-41-31.630,687817.5879225706, 5, Upload, 
11-26-2022-11-41-31.630,917090.1172300942, 6, Upload, 
11-26-2022-11-41-31.630,393038.62167004036, 7, Upload, 
11-26-2022-11-41-31.630,818830.4618125841, 8, Upload, 
11-26-2022-11-41-31.630,360285.403197537, 9, Upload, 
11-26-2022-11-41-31.630,196519.31083502018, 10, Upload, 
11-26-2022-11-41-31.630,98259.65541751009, 11, Upload, 
11-26-2022-11-41-31.630,245649.13854377522, 12, Upload, 
11-26-2022-11-41-31.630,491298.27708755044, 13, Upload, 
11-26-2022-11-41-31.630,1.179115865010121e+06, 14, Upload, 
11-26-2022-11-41-31.630,474921.66785129876, 15, Upload, 
11-26-2022-11-41-31.630,605934.5417413121, 16, Upload, 
11-26-2022-11-41-31.630,966219.9449388492, 17, Upload, 
11-26-2022-11-41-31.630,753324.0248675774, 18, Upload, 
11-26-2022-11-41-31.630,802453.8525763324, 19, Upload, 
11-26-2022-11-41-31.630,5.744794101780255e+06, 0, Download, 
11-26-2022-11-41-31.630,2.127834721972467e+06, 1, Download, 
11-26-2022-11-41-31.630,1.587620132270375e+06, 2, Download, 
11-26-2022-11-41-31.630,2.307738416351975e+06, 3, Download, 
11-26-2022-11-41-31.630,5.302859197985974e+06, 4, Download, 
11-26-2022-11-41-31.630,4.3371495933984695e+06, 5, Download, 
11-26-2022-11-41-31.630,4.0098623349117865e+06, 6, Download, 
11-26-2022-11-41-31.630,1.571324102379668e+06, 7, Download, 
11-26-2022-11-41-31.630,5.351891146676257e+06, 8, Download, 
11-26-2022-11-41-31.630,3.175168335031669e+06, 9, Download, 
11-26-2022-11-41-31.630,1.7509400787228516e+06, 10, Download, 
11-26-2022-11-41-31.630,1.194861036184539e+06, 11, Download, 
11-26-2022-11-41-31.630,2.9951207816339987e+06, 12, Download, 
11-26-2022-11-41-31.630,1.8494355531579053e+06, 13, Download, 
11-26-2022-11-41-31.630,3.25700813203061e+06, 14, Download, 
11-26-2022-11-41-31.630,1.964155127974585e+06, 15, Download, 
11-26-2022-11-41-31.630,2.4222422026414117e+06, 16, Download, 
11-26-2022-11-41-31.630,589174.6088832944, 17, Download, 
11-26-2022-11-41-31.630,2.6514655637475275e+06, 18, Download, 
11-26-2022-11-41-31.630,916605.7263881397, 19, Download, 
11-26-2022-11-41-32.631,441787.5794780817, 0, Upload, 
11-26-2022-11-41-32.631,867212.6560125308, 1, Upload, 
11-26-2022-11-41-32.631,1.04720018839249e+06, 2, Upload, 
11-26-2022-11-41-32.631,278162.55004175514, 3, Upload, 
11-26-2022-11-41-32.631,310887.55592902045, 4, Upload, 
11-26-2022-11-41-32.631,392700.07064718375, 5, Upload, 
11-26-2022-11-41-32.631,916300.1648434288, 6, Upload, 
11-26-2022-11-41-32.631,49087.50883089797, 7, Upload, 
11-26-2022-11-41-32.631,1.2599127266597145e+06, 8, Upload, 
11-26-2022-11-41-32.631,98175.01766179594, 9, Upload, 
11-26-2022-11-41-32.631,654500.1177453062, 10, Upload, 
11-26-2022-11-41-32.631,196350.03532359187, 11, Upload, 
11-26-2022-11-41-32.631,507237.59125261236, 12, Upload, 
11-26-2022-11-41-32.631,1.1126502001670205e+06, 13, Upload, 
11-26-2022-11-41-32.631,1.0144751825052247e+06, 14, Upload, 
11-26-2022-11-41-32.631,769037.6383507348, 15, Upload, 
11-26-2022-11-41-32.631,1.096287697223388e+06, 16, Upload, 
11-26-2022-11-41-32.631,818125.1471816328, 17, Upload, 
11-26-2022-11-41-32.631,605412.6089144083, 18, Upload, 
11-26-2022-11-41-32.631,163625.02943632656, 19, Upload, 
11-26-2022-11-41-32.631,4.041322510485724e+06, 0, Download, 
11-26-2022-11-41-32.631,1.4396845424481318e+06, 1, Download, 
11-26-2022-11-41-32.631,2.84685979560054e+06, 2, Download, 
11-26-2022-11-41-32.631,3.3214442864964013e+06, 3, Download, 
11-26-2022-11-41-32.631,5.841125928754803e+06, 4, Download, 
11-26-2022-11-41-32.631,6.626454164518656e+06, 5, Download, 
11-26-2022-11-41-32.631,5.23564141430988e+06, 6, Download, 
11-26-2022-11-41-32.631,2.2903908844560017e+06, 7, Download, 
11-26-2022-11-41-32.631,7.329897980033832e+06, 8, Download, 
11-26-2022-11-41-32.631,5.1047413907608185e+06, 9, Download, 
11-26-2022-11-41-32.631,2.6014941569765643e+06, 10, Download, 
11-26-2022-11-41-32.631,1.2926377325469798e+06, 11, Download, 
11-26-2022-11-41-32.631,3.43598180710183e+06, 12, Download, 
11-26-2022-11-41-32.631,2.6015660625070785e+06, 13, Download, 
11-26-2022-11-41-32.631,2.2579535006907927e+06, 14, Download, 
11-26-2022-11-41-32.631,2.1104752576065566e+06, 15, Download, 
11-26-2022-11-41-32.631,3.5340849192331117e+06, 16, Download, 
11-26-2022-11-41-32.631,981750.1766179594, 17, Download, 
11-26-2022-11-41-32.631,2.895947304431438e+06, 18, Download, 
11-26-2022-11-41-32.631,981678.2710874454, 19, Download, 
11-26-2022-11-41-33.631,5.697261838116653e+06, 0, Download, 
11-26-2022-11-41-33.631,1.8665093867301648e+06, 1, Download, 
11-26-2022-11-41-33.631,2.324806386386198e+06, 2, Download, 
11-26-2022-11-41-33.631,3.6672394113354674e+06, 3, Download, 
11-26-2022-11-41-33.631,5.97560095719045e+06, 4, Download, 
11-26-2022-11-41-33.631,6.401296080479786e+06, 5, Download, 
11-26-2022-11-41-33.631,4.69887534319211e+06, 6, Download, 
11-26-2022-11-41-33.631,2.0628401566696838e+06, 7, Download, 
11-26-2022-11-41-33.631,7.743944958950855e+06, 8, Download, 
11-26-2022-11-41-33.631,5.56635067443233e+06, 9, Download, 
11-26-2022-11-41-33.631,2.521424961021451e+06, 10, Download, 
11-26-2022-11-41-33.631,1.1624751443670325e+06, 11, Download, 
11-26-2022-11-41-33.631,3.2251713986888495e+06, 12, Download, 
11-26-2022-11-41-33.631,2.84859494347136e+06, 13, Download, 
11-26-2022-11-41-33.631,3.3234806860064757e+06, 14, Download, 
11-26-2022-11-41-33.631,2.292060607671634e+06, 15, Download, 
11-26-2022-11-41-33.631,3.0288406287493305e+06, 16, Download, 
11-26-2022-11-41-33.631,1.0968396845900372e+06, 17, Download, 
11-26-2022-11-41-33.631,2.832437907635878e+06, 18, Download, 
11-26-2022-11-41-33.631,900436.9634765848, 19, Download, 
11-26-2022-11-41-33.631,540305.3487903109, 0, Upload, 
11-26-2022-11-41-33.631,507559.57007574657, 1, Upload, 
11-26-2022-11-41-33.631,1.129729365652468e+06, 2, Upload, 
11-26-2022-11-41-33.631,229220.45100195004, 3, Upload, 
11-26-2022-11-41-33.631,196474.67228738577, 4, Upload, 
11-26-2022-11-41-33.631,49118.66807184644, 5, Upload, 
11-26-2022-11-41-33.631,622169.7955767215, 6, Upload, 
11-26-2022-11-41-33.631,49118.66807184644, 7, Upload, 
11-26-2022-11-41-33.631,785898.6891495431, 8, Upload, 
11-26-2022-11-41-33.631,343830.6765029251, 9, Upload, 
11-26-2022-11-41-33.631,311084.8977883608, 10, Upload, 
11-26-2022-11-41-33.631,491186.6807184644, 11, Upload, 
11-26-2022-11-41-33.631,294712.00843107863, 12, Upload, 
11-26-2022-11-41-33.631,704034.2423631323, 13, Upload, 
11-26-2022-11-41-33.631,753152.9104349788, 14, Upload, 
11-26-2022-11-41-33.631,638542.6849340037, 15, Upload, 
11-26-2022-11-41-33.631,1.096983586937904e+06, 16, Upload, 
11-26-2022-11-41-33.631,425695.1232893358, 17, Upload, 
11-26-2022-11-41-33.631,343830.6765029251, 18, Upload, 
11-26-2022-11-41-33.631,589424.0168621573, 19, Upload, 
11-26-2022-11-41-34.633,7.2473428635680415e+06, 0, Download, 
11-26-2022-11-41-34.633,1.8812793559202743e+06, 1, Download, 
11-26-2022-11-41-34.633,2.5030626620454784e+06, 2, Download, 
11-26-2022-11-41-34.633,3.991754079521765e+06, 3, Download, 
11-26-2022-11-41-34.633,5.349630782959016e+06, 4, Download, 
11-26-2022-11-41-34.633,5.3333418545971485e+06, 5, Download, 
11-26-2022-11-41-34.633,4.793218884771609e+06, 6, Download, 
11-26-2022-11-41-34.633,2.192206958064597e+06, 7, Download, 
11-26-2022-11-41-34.633,6.838394098598744e+06, 8, Download, 
11-26-2022-11-41-34.633,5.235176895445291e+06, 9, Download, 
11-26-2022-11-41-34.633,2.405041499220504e+06, 10, Download, 
11-26-2022-11-41-34.633,965001.1723394983, 11, Download, 
11-26-2022-11-41-34.633,3.2228671309956573e+06, 12, Download, 
11-26-2022-11-41-34.633,2.3068046419052053e+06, 13, Download, 
11-26-2022-11-41-34.633,3.190073579781597e+06, 14, Download, 
11-26-2022-11-41-34.633,2.143268274815551e+06, 15, Download, 
11-26-2022-11-41-34.633,3.402764324610621e+06, 16, Download, 
11-26-2022-11-41-34.633,1.341587775075383e+06, 17, Download, 
11-26-2022-11-41-34.633,2.437547457780799e+06, 18, Download, 
11-26-2022-11-41-34.633,785319.6732148584, 19, Download, 
11-26-2022-11-41-34.633,883484.6323667157, 0, Upload, 
11-26-2022-11-41-34.633,719876.3671136202, 1, Upload, 
11-26-2022-11-41-34.633,1.0634537241451207e+06, 2, Upload, 
11-26-2022-11-41-34.633,556268.1018605247, 3, Upload, 
11-26-2022-11-41-34.633,212690.74482902416, 4, Upload, 
11-26-2022-11-41-34.633,49082.47957592865, 5, Upload, 
11-26-2022-11-41-34.633,736237.1936389297, 6, Upload, 
11-26-2022-11-41-34.633,196329.9183037146, 7, Upload, 
11-26-2022-11-41-34.633,687154.7140630011, 8, Upload, 
11-26-2022-11-41-34.633,49082.47957592865, 9, Upload, 
11-26-2022-11-41-34.633,327216.530506191, 10, Upload, 
11-26-2022-11-41-34.633,654433.061012382, 11, Upload, 
11-26-2022-11-41-34.633,687154.7140630011, 12, Upload, 
11-26-2022-11-41-34.633,752598.0201642393, 13, Upload, 
11-26-2022-11-41-34.633,458103.1427086674, 14, Upload, 
11-26-2022-11-41-34.633,605350.5814364534, 15, Upload, 
11-26-2022-11-41-34.633,736237.1936389297, 16, Upload, 
11-26-2022-11-41-34.633,932567.1119426443, 17, Upload, 
11-26-2022-11-41-34.633,212690.74482902416, 18, Upload, 
11-26-2022-11-41-34.633,670793.8875376915, 19, Upload, 
11-26-2022-11-41-35.633,5.765017385600033e+06, 0, Download, 
11-26-2022-11-41-35.633,1.8834310063294342e+06, 1, Download, 
11-26-2022-11-41-35.633,1.5067879916497937e+06, 2, Download, 
11-26-2022-11-41-35.633,2.882544681621888e+06, 3, Download, 
11-26-2022-11-41-35.633,3.9797878778851293e+06, 4, Download, 
11-26-2022-11-41-35.633,4.225543546174559e+06, 5, Download, 
11-26-2022-11-41-35.633,3.12815639462383e+06, 6, Download, 
11-26-2022-11-41-35.633,1.5559247297789308e+06, 7, Download, 
11-26-2022-11-41-35.633,4.864105208922109e+06, 8, Download, 
11-26-2022-11-41-35.633,3.472041583884046e+06, 9, Download, 
11-26-2022-11-41-35.633,1.6865241655941666e+06, 10, Download, 
11-26-2022-11-41-35.633,1.06455734848756e+06, 11, Download, 
11-26-2022-11-41-35.633,2.227388173233394e+06, 12, Download, 
11-26-2022-11-41-35.633,1.7850855524274162e+06, 13, Download, 
11-26-2022-11-41-35.633,3.079091634138437e+06, 14, Download, 
11-26-2022-11-41-35.633,1.6212964253302924e+06, 15, Download, 
11-26-2022-11-41-35.633,2.358419474911093e+06, 16, Download, 
11-26-2022-11-41-35.633,982734.7625827419, 17, Download, 
11-26-2022-11-41-35.633,1.5394018617817308e+06, 18, Download, 
11-26-2022-11-41-35.633,524125.20671079564, 19, Download, 
11-26-2022-11-41-35.633,409472.81774280913, 0, Upload, 
11-26-2022-11-41-35.633,327578.2541942473, 1, Upload, 
11-26-2022-11-41-35.633,409472.81774280913, 2, Upload, 
11-26-2022-11-41-35.633,425851.7304525215, 3, Upload, 
11-26-2022-11-41-35.633,507746.2940010833, 4, Upload, 
11-26-2022-11-41-35.633,49136.73812913709, 5, Upload, 
11-26-2022-11-41-35.633,393093.90503309673, 6, Upload, 
11-26-2022-11-41-35.633,360336.079613672, 7, Upload, 
11-26-2022-11-41-35.633,458609.5558719462, 8, Upload, 
11-26-2022-11-41-35.633,0, 9, Upload, 
11-26-2022-11-41-35.633,638777.5956787822, 10, Upload, 
11-26-2022-11-41-35.633,278441.5160651102, 11, Upload, 
11-26-2022-11-41-35.633,507746.2940010833, 12, Upload, 
11-26-2022-11-41-35.633,376714.9923233844, 13, Upload, 
11-26-2022-11-41-35.633,720672.159227344, 14, Upload, 
11-26-2022-11-41-35.633,606019.7702593575, 15, Upload, 
11-26-2022-11-41-35.633,622398.6829690698, 16, Upload, 
11-26-2022-11-41-35.633,131031.30167769891, 17, Upload, 
11-26-2022-11-41-35.633,425851.7304525215, 18, Upload, 
11-26-2022-11-41-35.633,982734.7625827419, 19, Upload, 
11-26-2022-11-41-36.634,9.04023966842762e+06, 0, Download, 
11-26-2022-11-41-36.634,2.096205053297915e+06, 1, Download, 
11-26-2022-11-41-36.634,2.3418793866578722e+06, 2, Download, 
11-26-2022-11-41-36.634,3.1935504089723914e+06, 3, Download, 
11-26-2022-11-41-36.634,5.977715570580538e+06, 4, Download, 
11-26-2022-11-41-36.634,5.256926909586627e+06, 5, Download, 
11-26-2022-11-41-36.634,3.9469516979429275e+06, 6, Download, 
11-26-2022-11-41-36.634,2.1945467615442495e+06, 7, Download, 
11-26-2022-11-41-36.634,6.583640284632749e+06, 8, Download, 
11-26-2022-11-41-36.634,5.633915453681301e+06, 9, Download, 
11-26-2022-11-41-36.634,2.522112539357526e+06, 10, Download, 
11-26-2022-11-41-36.634,1.4411454725737136e+06, 11, Download, 
11-26-2022-11-41-36.634,2.473049647587886e+06, 12, Download, 
11-26-2022-11-41-36.634,1.8015398030706693e+06, 13, Download, 
11-26-2022-11-41-36.634,4.83123534823407e+06, 14, Download, 
11-26-2022-11-41-36.634,1.6376849392616795e+06, 15, Download, 
11-26-2022-11-41-36.634,3.7505561810596646e+06, 16, Download, 
11-26-2022-11-41-36.634,1.0479945642954302e+06, 17, Download, 
11-26-2022-11-41-36.634,2.1290336059815944e+06, 18, Download, 
11-26-2022-11-41-36.634,720644.7111892083, 19, Download, 
11-26-2022-11-41-36.634,0, 0, Upload, 
11-26-2022-11-41-36.634,753401.288970536, 1, Upload, 
11-26-2022-11-41-36.634,802536.1556425275, 2, Upload, 
11-26-2022-11-41-36.634,622374.9778452254, 3, Upload, 
11-26-2022-11-41-36.634,114648.02223464678, 4, Upload, 
11-26-2022-11-41-36.634,0, 5, Upload, 
11-26-2022-11-41-36.634,1.2938848223624423e+06, 6, Upload, 
11-26-2022-11-41-36.634,98269.73334398295, 7, Upload, 
11-26-2022-11-41-36.634,507726.9556105786, 8, Upload, 
11-26-2022-11-41-36.634,49134.866671991476, 9, Upload, 
11-26-2022-11-41-36.634,605996.6889545616, 10, Upload, 
11-26-2022-11-41-36.634,655131.555626553, 11, Upload, 
11-26-2022-11-41-36.634,917184.1778771742, 12, Upload, 
11-26-2022-11-41-36.634,49134.866671991476, 13, Upload, 
11-26-2022-11-41-36.634,884427.6000958466, 14, Upload, 
11-26-2022-11-41-36.634,1.1628585112371317e+06, 15, Upload, 
11-26-2022-11-41-36.634,49134.866671991476, 16, Upload, 
11-26-2022-11-41-36.634,147404.60001597443, 17, Upload, 
11-26-2022-11-41-36.634,655131.555626553, 18, Upload, 
11-26-2022-11-41-36.634,786157.8667518636, 19, Upload, 
11-26-2022-11-41-37.634,0, 0, Upload, 
11-26-2022-11-41-37.634,180142.86365421014, 1, Upload, 
11-26-2022-11-41-37.634,294775.0769767443, 2, Upload, 
11-26-2022-11-41-37.634,49129.179496124045, 3, Upload, 
11-26-2022-11-41-37.634,49129.179496124045, 4, Upload, 
11-26-2022-11-41-37.634,49129.179496124045, 5, Upload, 
11-26-2022-11-41-37.634,753314.0856072353, 6, Upload, 
11-26-2022-11-41-37.634,196516.71798449618, 7, Upload, 
11-26-2022-11-41-37.634,769690.4787726101, 8, Upload, 
11-26-2022-11-41-37.634,0, 9, Upload, 
11-26-2022-11-41-37.634,1.0153363762532303e+06, 10, Upload, 
11-26-2022-11-41-37.634,474915.4017958658, 11, Upload, 
11-26-2022-11-41-37.634,851572.4445994835, 12, Upload, 
11-26-2022-11-41-37.634,0, 13, Upload, 
11-26-2022-11-41-37.634,540420.9744573645, 14, Upload, 
11-26-2022-11-41-37.634,671432.119780362, 15, Upload, 
11-26-2022-11-41-37.634,49129.179496124045, 16, Upload, 
11-26-2022-11-41-37.634,507668.18812661513, 17, Upload, 
11-26-2022-11-41-37.634,409409.82913436706, 18, Upload, 
11-26-2022-11-41-37.634,638679.3334496126, 19, Upload, 
11-26-2022-11-41-37.634,8.67891264507636e+06, 0, Download, 
11-26-2022-11-41-37.634,1.801403248191215e+06, 1, Download, 
11-26-2022-11-41-37.634,2.6855125794068654e+06, 2, Download, 
11-26-2022-11-41-37.634,2.963839296646707e+06, 3, Download, 
11-26-2022-11-41-37.634,5.747682201617348e+06, 4, Download, 
11-26-2022-11-41-37.634,5.207405160303039e+06, 5, Download, 
11-26-2022-11-41-37.634,4.519596647357302e+06, 6, Download, 
11-26-2022-11-41-37.634,2.439866681926245e+06, 7, Download, 
11-26-2022-11-41-37.634,6.812075790795175e+06, 8, Download, 
11-26-2022-11-41-37.634,5.845796627466542e+06, 9, Download, 
11-26-2022-11-41-37.634,2.751018152068364e+06, 10, Download, 
11-26-2022-11-41-37.634,1.3264878463953491e+06, 11, Download, 
11-26-2022-11-41-37.634,2.4234183221893427e+06, 12, Download, 
11-26-2022-11-41-37.634,1.7193773492212866e+06, 13, Download, 
11-26-2022-11-41-37.634,4.388657468605832e+06, 14, Download, 
11-26-2022-11-41-37.634,1.4082258790791675e+06, 15, Download, 
11-26-2022-11-41-37.634,4.3228640296582235e+06, 16, Download, 
11-26-2022-11-41-37.634,1.0480891625839797e+06, 17, Download, 
11-26-2022-11-41-37.634,2.505516187730799e+06, 18, Download, 
11-26-2022-11-41-37.634,834980.1517195262, 19, Download, 
11-26-2022-11-41-38.637,98054.8133029532, 0, Upload, 
11-26-2022-11-41-38.637,539301.4731662426, 1, Upload, 
11-26-2022-11-41-38.637,310511.2759035366, 2, Upload, 
11-26-2022-11-41-38.637,735421.4429294287, 3, Upload, 
11-26-2022-11-41-38.637,359539.3720988318, 4, Upload, 
11-26-2022-11-41-38.637,343196.6733670667, 5, Upload, 
11-26-2022-11-41-38.637,768106.8403929588, 6, Upload, 
11-26-2022-11-41-38.637,196112.384781181, 7, Upload, 
11-26-2022-11-41-38.637,441252.8657576572, 8, Upload, 
11-26-2022-11-41-38.637,49028.09619529525, 9, Upload, 
11-26-2022-11-41-38.637,1.0786181162964955e+06, 10, Upload, 
11-26-2022-11-41-38.637,343196.6733670667, 11, Upload, 
11-26-2022-11-41-38.637,424910.1670258921, 12, Upload, 
11-26-2022-11-41-38.637,0, 13, Upload, 
11-26-2022-11-41-38.637,653707.9492706032, 14, Upload, 
11-26-2022-11-41-38.637,637365.2505388382, 15, Upload, 
11-26-2022-11-41-38.637,555651.7568800128, 16, Upload, 
11-26-2022-11-41-38.637,441252.8657576572, 17, Upload, 
11-26-2022-11-41-38.637,1.1439889112235557e+06, 18, Upload, 
11-26-2022-11-41-38.637,392224.769562362, 19, Upload, 
11-26-2022-11-41-38.637,7.615266698000812e+06, 0, Download, 
11-26-2022-11-41-38.637,1.8957530528847496e+06, 1, Download, 
11-26-2022-11-41-38.637,2.2878341854465394e+06, 2, Download, 
11-26-2022-11-41-38.637,2.8924422200215613e+06, 3, Download, 
11-26-2022-11-41-38.637,4.853422430832799e+06, 4, Download, 
11-26-2022-11-41-38.637,5.637728332956951e+06, 5, Download, 
11-26-2022-11-41-38.637,4.1017301076718913e+06, 6, Download, 
11-26-2022-11-41-38.637,2.827215062095073e+06, 7, Download, 
11-26-2022-11-41-38.637,5.833912536238418e+06, 8, Download, 
11-26-2022-11-41-38.637,6.4389514818151565e+06, 9, Download, 
11-26-2022-11-41-38.637,2.859756822558031e+06, 10, Download, 
11-26-2022-11-41-38.637,1.3072722615406343e+06, 11, Download, 
11-26-2022-11-41-38.637,2.173435294324184e+06, 12, Download, 
11-26-2022-11-41-38.637,1.7486687642988637e+06, 13, Download, 
11-26-2022-11-41-38.637,3.987187579548964e+06, 14, Download, 
11-26-2022-11-41-38.637,1.4545001871270924e+06, 15, Download, 
11-26-2022-11-41-38.637,4.591939251124558e+06, 16, Download, 
11-26-2022-11-41-38.637,964219.2251741398, 17, Download, 
11-26-2022-11-41-38.637,2.5329028479227293e+06, 18, Download, 
11-26-2022-11-41-38.637,996904.62263767, 19, Download, 
11-26-2022-11-41-39.638,6.884317875678311e+06, 0, Download, 
11-26-2022-11-41-39.638,1.8476240574260775e+06, 1, Download, 
11-26-2022-11-41-39.638,2.7965058449689546e+06, 2, Download, 
11-26-2022-11-41-39.638,3.0415977729078713e+06, 3, Download, 
11-26-2022-11-41-39.638,4.317125062821626e+06, 4, Download, 
11-26-2022-11-41-39.638,5.298283316422858e+06, 5, Download, 
11-26-2022-11-41-39.638,3.7610946608979735e+06, 6, Download, 
11-26-2022-11-41-39.638,2.9106952226618e+06, 7, Download, 
11-26-2022-11-41-39.638,7.42413817713228e+06, 8, Download, 
11-26-2022-11-41-39.638,6.867748438006097e+06, 9, Download, 
11-26-2022-11-41-39.638,2.7964339775284487e+06, 10, Download, 
11-26-2022-11-41-39.638,1.3409426313165366e+06, 11, Download, 
11-26-2022-11-41-39.638,1.8478396597475954e+06, 12, Download, 
11-26-2022-11-41-39.638,2.0930034551270183e+06, 13, Download, 
11-26-2022-11-41-39.638,3.7611665283384793e+06, 14, Download, 
11-26-2022-11-41-39.638,1.684229438800133e+06, 15, Download, 
11-26-2022-11-41-39.638,5.265575645721466e+06, 16, Download, 
11-26-2022-11-41-39.638,1.0627836954736987e+06, 17, Download, 
11-26-2022-11-41-39.638,2.550982712387002e+06, 18, Download, 
11-26-2022-11-41-39.638,1.2100400810704655e+06, 19, Download, 
11-26-2022-11-41-39.638,294369.03631252155, 0, Upload, 
11-26-2022-11-41-39.638,1.1774761452500862e+06, 1, Upload, 
11-26-2022-11-41-39.638,997583.9563924341, 2, Upload, 
11-26-2022-11-41-39.638,1.0793531331459123e+06, 3, Upload, 
11-26-2022-11-41-39.638,654153.4140278257, 4, Upload, 
11-26-2022-11-41-39.638,523322.7312222605, 5, Upload, 
11-26-2022-11-41-39.638,801337.9321840864, 6, Upload, 
11-26-2022-11-41-39.638,490615.0605208693, 7, Upload, 
11-26-2022-11-41-39.638,1.2755510302956747e+06, 8, Upload, 
11-26-2022-11-41-39.638,408830.45842810086, 9, Upload, 
11-26-2022-11-41-39.638,408830.45842810086, 10, Upload, 
11-26-2022-11-41-39.638,703188.3884963334, 11, Upload, 
11-26-2022-11-41-39.638,768601.2618448295, 12, Upload, 
11-26-2022-11-41-39.638,179885.40170836437, 13, Upload, 
11-26-2022-11-41-39.638,408830.45842810086, 14, Upload, 
11-26-2022-11-41-39.638,588715.8601364652, 15, Upload, 
11-26-2022-11-41-39.638,376124.0217538528, 16, Upload, 
11-26-2022-11-41-39.638,556009.4234622171, 17, Upload, 
11-26-2022-11-41-39.638,621422.2968107132, 18, Upload, 
11-26-2022-11-41-39.638,605069.0784735893, 19, Upload, 
11-26-2022-11-41-40.639,262028.70736875775, 0, Upload, 
11-26-2022-11-41-40.639,769709.3278957258, 1, Upload, 
11-26-2022-11-41-40.639,1.3428971252648835e+06, 2, Upload, 
11-26-2022-11-41-40.639,704202.1510535365, 3, Upload, 
11-26-2022-11-41-40.639,687825.3568429891, 4, Upload, 
11-26-2022-11-41-40.639,327535.8842109472, 5, Upload, 
11-26-2022-11-41-40.639,605941.3857902522, 6, Upload, 
11-26-2022-11-41-40.639,245651.9131582104, 7, Upload, 
11-26-2022-11-41-40.639,704228.7591930527, 8, Upload, 
11-26-2022-11-41-40.639,589586.8681616255, 9, Upload, 
11-26-2022-11-41-40.639,1.0972866713008028e+06, 10, Upload, 
11-26-2022-11-41-40.639,655096.5201795838, 11, Upload, 
11-26-2022-11-41-40.639,917135.1282514173, 12, Upload, 
11-26-2022-11-41-40.639,474944.97713019827, 13, Upload, 
11-26-2022-11-41-40.639,49132.23901346879, 14, Upload, 
11-26-2022-11-41-40.639,278416.0210763231, 15, Upload, 
11-26-2022-11-41-40.639,458567.56412570865, 16, Upload, 
11-26-2022-11-41-40.639,720606.1721975423, 17, Upload, 
11-26-2022-11-41-40.639,1.1464189103142717e+06, 18, Upload, 
11-26-2022-11-41-40.639,425812.7381167295, 19, Upload, 
11-26-2022-11-41-40.639,7.254488025268882e+06, 0, Download, 
11-26-2022-11-41-40.639,1.9323177801767222e+06, 1, Download, 
11-26-2022-11-41-40.639,2.6854344088601014e+06, 2, Download, 
11-26-2022-11-41-40.639,2.833041461756827e+06, 3, Download, 
11-26-2022-11-41-40.639,3.6518092039502617e+06, 4, Download, 
11-26-2022-11-41-40.639,5.223837511494942e+06, 5, Download, 
11-26-2022-11-41-40.639,3.9137659429850867e+06, 6, Download, 
11-26-2022-11-41-40.639,2.914853464475631e+06, 7, Download, 
11-26-2022-11-41-40.639,6.632169845268082e+06, 8, Download, 
11-26-2022-11-41-40.639,7.532821558514254e+06, 9, Download, 
11-26-2022-11-41-40.639,2.914853464475631e+06, 10, Download, 
11-26-2022-11-41-40.639,1.2936228059653752e+06, 11, Download, 
11-26-2022-11-41-40.639,1.866954540002399e+06, 12, Download, 
11-26-2022-11-41-40.639,2.292679221142697e+06, 13, Download, 
11-26-2022-11-41-40.639,3.8318819719323497e+06, 14, Download, 
11-26-2022-11-41-40.639,1.73594018631802e+06, 15, Download, 
11-26-2022-11-41-40.639,5.387605453600416e+06, 16, Download, 
11-26-2022-11-41-40.639,1.2281875974571188e+06, 17, Download, 
11-26-2022-11-41-40.639,2.58746151693255e+06, 18, Download, 
11-26-2022-11-41-40.639,1.3265203310543362e+06, 19, Download, 
11-26-2022-11-41-41.643,538526.9394946051, 0, Upload, 
11-26-2022-11-41-41.643,0, 1, Upload, 
11-26-2022-11-41-41.643,1.321838851486758e+06, 2, Upload, 
11-26-2022-11-41-41.643,1.1749678679882293e+06, 3, Upload, 
11-26-2022-11-41-41.643,146870.98349852866, 4, Upload, 
11-26-2022-11-41-41.643,407974.9541625796, 5, Upload, 
11-26-2022-11-41-41.643,669078.9248266306, 6, Upload, 
11-26-2022-11-41-41.643,48956.99449950956, 7, Upload, 
11-26-2022-11-41-41.643,652759.9266601274, 8, Upload, 
11-26-2022-11-41-41.643,146870.98349852866, 9, Upload, 
11-26-2022-11-41-41.643,1.158648869821726e+06, 10, Upload, 
11-26-2022-11-41-41.643,897544.8991576752, 11, Upload, 
11-26-2022-11-41-41.643,1.3707958459862676e+06, 12, Upload, 
11-26-2022-11-41-41.643,277422.96883055416, 13, Upload, 
11-26-2022-11-41-41.643,244784.97249754777, 14, Upload, 
11-26-2022-11-41-41.643,783311.9119921529, 15, Upload, 
11-26-2022-11-41-41.643,146870.98349852866, 16, Upload, 
11-26-2022-11-41-41.643,799630.9101586561, 17, Upload, 
11-26-2022-11-41-41.643,1.060734880822707e+06, 18, Upload, 
11-26-2022-11-41-41.643,489569.94499509555, 19, Upload, 
11-26-2022-11-41-41.643,7.278058039218186e+06, 0, Download, 
11-26-2022-11-41-41.643,2.0886883366175848e+06, 1, Download, 
11-26-2022-11-41-41.643,1.795018083967939e+06, 2, Download, 
11-26-2022-11-41-41.643,1.7623800876349325e+06, 3, Download, 
11-26-2022-11-41-41.643,3.3126131991053238e+06, 4, Download, 
