Time of the generation of the data point., Instantaneous throughput (B/s)., Position of connection (ID)., Direction of Throughput., 
11-26-2022-11-31-10.347,1.6540800938882187e+06, 22, Download, 
11-26-2022-11-31-10.347,2.9971134770880057e+06, 23, Download, 
11-26-2022-11-31-10.347,1.1955553045294168e+06, 24, Download, 
11-26-2022-11-31-10.347,1.0481492014952939e+06, 25, Download, 
11-26-2022-11-31-10.347,1.4249256626631885e+06, 26, Download, 
11-26-2022-11-31-10.347,1.2283841919510246e+06, 27, Download, 
11-26-2022-11-31-10.347,1.1791768486367364e+06, 28, Download, 
11-26-2022-11-31-10.347,2.161812226561309e+06, 29, Download, 
11-26-2022-11-31-10.347,1.7524228048805478e+06, 30, Download, 
11-26-2022-11-31-10.347,737030.5151706147, 31, Download, 
11-26-2022-11-31-10.347,0, 32, Download, 
11-26-2022-11-31-10.347,1.9815772361055783e+06, 33, Download, 
11-26-2022-11-31-10.347,7.828326111611219e+06, 34, Download, 
11-26-2022-11-31-10.347,671372.7403273991, 35, Download, 
11-26-2022-11-31-10.347,638759.7798145327, 36, Download, 
11-26-2022-11-31-10.347,2.4893813444149154e+06, 37, Download, 
11-26-2022-11-31-10.347,1.2528655050265485e+07, 38, Download, 
11-26-2022-11-31-10.347,131027.64714144262, 39, Download, 
11-26-2022-11-31-10.347,1.8670719961293102e+06, 40, Download, 
11-26-2022-11-31-11.345,65527.212800763424, 0, Upload, 
11-26-2022-11-31-11.345,606126.7184070616, 1, Upload, 
11-26-2022-11-31-11.345,311254.26080362627, 2, Upload, 
11-26-2022-11-31-11.345,147436.2288017177, 3, Upload, 
11-26-2022-11-31-11.345,49158.8281612316, 4, Upload, 
11-26-2022-11-31-11.345,0, 5, Upload, 
11-26-2022-11-31-11.345,294952.9689673896, 6, Upload, 
11-26-2022-11-31-11.345,557133.3858272914, 7, Upload, 
11-26-2022-11-31-11.345,557133.3858272914, 8, Upload, 
11-26-2022-11-31-11.345,245794.140806158, 9, Upload, 
11-26-2022-11-31-11.345,98317.6563224632, 10, Upload, 
11-26-2022-11-31-11.345,1.1798118758695584e+06, 11, Upload, 
11-26-2022-11-31-11.345,294952.9689673896, 12, Upload, 
11-26-2022-11-31-11.345,49158.8281612316, 13, Upload, 
11-26-2022-11-31-11.345,442429.4534510844, 14, Upload, 
11-26-2022-11-31-11.345,491588.281612316, 15, Upload, 
11-26-2022-11-31-11.345,0, 16, Upload, 
11-26-2022-11-31-11.345,0, 17, Upload, 
11-26-2022-11-31-11.345,491588.281612316, 18, Upload, 
11-26-2022-11-31-11.345,0, 19, Upload, 
11-26-2022-11-31-11.345,294952.9689673896, 20, Upload, 
11-26-2022-11-31-11.345,376884.3492361089, 21, Upload, 
11-26-2022-11-31-11.345,311339.24502113345, 22, Upload, 
11-26-2022-11-31-11.345,1.2453569800845338e+06, 23, Upload, 
11-26-2022-11-31-11.345,245794.140806158, 24, Upload, 
11-26-2022-11-31-11.345,442429.4534510844, 25, Upload, 
11-26-2022-11-31-11.345,0, 26, Upload, 
11-26-2022-11-31-11.345,0, 27, Upload, 
11-26-2022-11-31-11.345,344111.7971286212, 28, Upload, 
11-26-2022-11-31-11.345,196635.3126449264, 29, Upload, 
11-26-2022-11-31-11.345,0, 30, Upload, 
11-26-2022-11-31-11.345,163862.76053743865, 31, Upload, 
11-26-2022-11-31-11.345,0, 32, Upload, 
11-26-2022-11-31-11.345,606292.213988523, 33, Upload, 
11-26-2022-11-31-11.345,98317.6563224632, 34, Upload, 
11-26-2022-11-31-11.345,0, 35, Upload, 
11-26-2022-11-31-11.345,426043.17739734054, 36, Upload, 
11-26-2022-11-31-11.345,147476.4844836948, 37, Upload, 
11-26-2022-11-31-11.345,671837.3182034985, 38, Upload, 
11-26-2022-11-31-11.345,147476.4844836948, 39, Upload, 
11-26-2022-11-31-11.345,49158.8281612316, 40, Upload, 
11-26-2022-11-31-11.345,0, 41, Upload, 
11-26-2022-11-31-11.348,1.4396510425909518e+06, 0, Download, 
11-26-2022-11-31-11.348,2.5685655709750494e+06, 1, Download, 
11-26-2022-11-31-11.348,1.1944349210670413e+06, 2, Download, 
11-26-2022-11-31-11.348,1.227159165479837e+06, 3, Download, 
11-26-2022-11-31-11.348,899916.7213518805, 4, Download, 
11-26-2022-11-31-11.348,457995.6140644344, 5, Download, 
11-26-2022-11-31-11.348,1.2598834098926326e+06, 6, Download, 
11-26-2022-11-31-11.348,2.8790863736098465e+06, 7, Download, 
11-26-2022-11-31-11.348,1.096190283971302e+06, 8, Download, 
11-26-2022-11-31-11.348,998017.550732915, 9, Download, 
11-26-2022-11-31-11.348,703571.2548751065, 10, Download, 
11-26-2022-11-31-11.348,1.227159165479837e+06, 11, Download, 
11-26-2022-11-31-11.348,850830.3547326869, 12, Download, 
11-26-2022-11-31-11.348,670847.0104623109, 13, Download, 
11-26-2022-11-31-11.348,883554.5991454826, 14, Download, 
11-26-2022-11-31-11.348,981511.6208118126, 15, Download, 
11-26-2022-11-31-11.348,654341.0805412084, 16, Download, 
11-26-2022-11-31-11.348,3.9265498102487167e+06, 17, Download, 
11-26-2022-11-31-11.348,605398.5216367196, 18, Download, 
11-26-2022-11-31-11.348,736295.4992879021, 19, Download, 
11-26-2022-11-31-11.348,1.0471039173521085e+06, 20, Download, 
11-26-2022-11-31-11.348,1.979816786974137e+06, 21, Download, 
11-26-2022-11-31-11.348,2.0451214680850236e+06, 22, Download, 
11-26-2022-11-31-11.348,3.206760240881917e+06, 23, Download, 
11-26-2022-11-31-11.348,703571.2548751065, 24, Download, 
11-26-2022-11-31-11.348,736295.4992879021, 25, Download, 
11-26-2022-11-31-11.348,1.2598834098926326e+06, 26, Download, 
11-26-2022-11-31-11.348,834468.2325262891, 27, Download, 
11-26-2022-11-31-11.348,998089.4545902674, 28, Download, 
11-26-2022-11-31-11.348,1.701516901750669e+06, 29, Download, 
11-26-2022-11-31-11.348,1.1944349210670413e+06, 30, Download, 
11-26-2022-11-31-11.348,441633.4918580366, 31, Download, 
11-26-2022-11-31-11.348,0, 32, Download, 
11-26-2022-11-31-11.348,2.339567763942832e+06, 33, Download, 
11-26-2022-11-31-11.348,7.427900154703147e+06, 34, Download, 
11-26-2022-11-31-11.348,965293.3063201194, 35, Download, 
11-26-2022-11-31-11.348,801743.9881134934, 36, Download, 
11-26-2022-11-31-11.348,2.4050162527684234e+06, 37, Download, 
11-26-2022-11-31-11.348,1.1207334672808988e+07, 38, Download, 
11-26-2022-11-31-11.348,785381.8659070956, 39, Download, 
11-26-2022-11-31-11.348,3.1740359964691214e+06, 40, Download, 
11-26-2022-11-31-11.348,0, 41, Download, 
11-26-2022-11-31-12.352,97681.11682235888, 0, Upload, 
11-26-2022-11-31-12.352,895326.1653189878, 1, Upload, 
11-26-2022-11-31-12.352,683703.6171526816, 2, Upload, 
11-26-2022-11-31-12.352,716260.9322551902, 3, Upload, 
11-26-2022-11-31-12.352,0, 4, Upload, 
11-26-2022-11-31-12.352,0, 5, Upload, 
11-26-2022-11-31-12.352,0, 6, Upload, 
11-26-2022-11-31-12.352,341851.8085763408, 7, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 8, Upload, 
11-26-2022-11-31-12.352,146507.9179612889, 9, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 10, Upload, 
11-26-2022-11-31-12.352,374409.1236788494, 11, Upload, 
11-26-2022-11-31-12.352,618588.9869476643, 12, Upload, 
11-26-2022-11-31-12.352,341851.8085763408, 13, Upload, 
11-26-2022-11-31-12.352,293015.8359225778, 14, Upload, 
11-26-2022-11-31-12.352,455802.41143512103, 15, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 16, Upload, 
11-26-2022-11-31-12.352,97671.94530752594, 17, Upload, 
11-26-2022-11-31-12.352,797654.2200114619, 18, Upload, 
11-26-2022-11-31-12.352,0, 19, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 20, Upload, 
11-26-2022-11-31-12.352,439523.7538838667, 21, Upload, 
11-26-2022-11-31-12.352,358130.4661275951, 22, Upload, 
11-26-2022-11-31-12.352,162786.57551254323, 23, Upload, 
11-26-2022-11-31-12.352,146507.9179612889, 24, Upload, 
11-26-2022-11-31-12.352,586031.6718451557, 25, Upload, 
11-26-2022-11-31-12.352,0, 26, Upload, 
11-26-2022-11-31-12.352,0, 27, Upload, 
11-26-2022-11-31-12.352,358130.4661275951, 28, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 29, Upload, 
11-26-2022-11-31-12.352,0, 30, Upload, 
11-26-2022-11-31-12.352,439523.7538838667, 31, Upload, 
11-26-2022-11-31-12.352,0, 32, Upload, 
11-26-2022-11-31-12.352,113950.60285878026, 33, Upload, 
11-26-2022-11-31-12.352,244179.86326881484, 34, Upload, 
11-26-2022-11-31-12.352,0, 35, Upload, 
11-26-2022-11-31-12.352,48835.97265376297, 36, Upload, 
11-26-2022-11-31-12.352,699982.2747039358, 37, Upload, 
11-26-2022-11-31-12.352,813932.8775627161, 38, Upload, 
11-26-2022-11-31-12.352,113950.60285878026, 39, Upload, 
11-26-2022-11-31-12.352,0, 40, Upload, 
11-26-2022-11-31-12.352,65114.63020501729, 41, Upload, 
11-26-2022-11-31-12.352,113950.60285878026, 42, Upload, 
11-26-2022-11-31-12.352,1.224441356104674e+06, 0, Download, 
11-26-2022-11-31-12.352,2.0406638488970809e+06, 1, Download, 
11-26-2022-11-31-12.352,946901.3153876147, 2, Download, 
11-26-2022-11-31-12.352,815863.7697388605, 3, Download, 
11-26-2022-11-31-12.352,914106.0566700714, 4, Download, 
11-26-2022-11-31-12.352,538754.1966860566, 5, Download, 
11-26-2022-11-31-12.352,1.2569496363793802e+06, 6, Download, 
11-26-2022-11-31-12.352,2.9547699055671524e+06, 7, Download, 
11-26-2022-11-31-12.352,963227.200135677, 8, Download, 
11-26-2022-11-31-12.352,669361.2746705551, 9, Download, 
11-26-2022-11-31-12.352,636709.5051744306, 10, Download, 
11-26-2022-11-31-12.352,1.1428119323643625e+06, 11, Download, 
11-26-2022-11-31-12.352,1.2242978668832555e+06, 12, Download, 
11-26-2022-11-31-12.352,799753.118822926, 13, Download, 
11-26-2022-11-31-12.352,702013.0441666798, 14, Download, 
11-26-2022-11-31-12.352,1.077436648761404e+06, 15, Download, 
11-26-2022-11-31-12.352,555080.0814341189, 16, Download, 
11-26-2022-11-31-12.352,3.346591139520648e+06, 17, Download, 
11-26-2022-11-31-12.352,538754.1966860566, 18, Download, 
11-26-2022-11-31-12.352,620383.6204263682, 19, Download, 
11-26-2022-11-31-12.352,1.3222531753716297e+06, 20, Download, 
11-26-2022-11-31-12.352,1.8118144839813714e+06, 21, Download, 
11-26-2022-11-31-12.352,1.8773332568057484e+06, 22, Download, 
11-26-2022-11-31-12.352,2.5631639054457843e+06, 23, Download, 
11-26-2022-11-31-12.352,881597.7763953654, 24, Download, 
11-26-2022-11-31-12.352,734664.8136628044, 25, Download, 
11-26-2022-11-31-12.352,1.09340381045592e+06, 26, Download, 
11-26-2022-11-31-12.352,865271.891647303, 27, Download, 
11-26-2022-11-31-12.352,1.191646097387131e+06, 28, Download, 
11-26-2022-11-31-12.352,2.0242662195383094e+06, 29, Download, 
11-26-2022-11-31-12.352,1.305855546012858e+06, 30, Download, 
11-26-2022-11-31-12.352,669361.2746705551, 31, Download, 
11-26-2022-11-31-12.352,0, 32, Download, 
11-26-2022-11-31-12.352,1.8448249765310423e+06, 33, Download, 
11-26-2022-11-31-12.352,5.811584502645931e+06, 34, Download, 
11-26-2022-11-31-12.352,865200.1470365938, 35, Download, 
11-26-2022-11-31-12.352,979337.8510516115, 36, Download, 
11-26-2022-11-31-12.352,1.9916144500421847e+06, 37, Download, 
11-26-2022-11-31-12.352,8.456162597999899e+06, 38, Download, 
11-26-2022-11-31-12.352,653035.3899224929, 39, Download, 
11-26-2022-11-31-12.352,2.6609039801020306e+06, 40, Download, 
11-26-2022-11-31-12.352,4.309746595045616e+06, 41, Download, 
11-26-2022-11-31-12.352,0, 42, Download, 
11-26-2022-11-31-13.352,442246.1169701631, 0, Upload, 
11-26-2022-11-31-13.352,688003.402583792, 1, Upload, 
11-26-2022-11-31-13.352,311239.6345021916, 2, Upload, 
11-26-2022-11-31-13.352,671622.3691889398, 3, Upload, 
11-26-2022-11-31-13.352,49143.10018455658, 4, Upload, 
11-26-2022-11-31-13.352,0, 5, Upload, 
11-26-2022-11-31-13.352,49143.10018455658, 6, Upload, 
11-26-2022-11-31-13.352,196572.4007382263, 7, Upload, 
11-26-2022-11-31-13.352,49143.10018455658, 8, Upload, 
11-26-2022-11-31-13.352,49143.10018455658, 9, Upload, 
11-26-2022-11-31-13.352,98286.20036911315, 10, Upload, 
11-26-2022-11-31-13.352,98286.20036911315, 11, Upload, 
11-26-2022-11-31-13.352,786289.6029529052, 12, Upload, 
11-26-2022-11-31-13.352,212953.4341330785, 13, Upload, 
11-26-2022-11-31-13.352,212953.4341330785, 14, Upload, 
11-26-2022-11-31-13.352,65524.133579408764, 15, Upload, 
11-26-2022-11-31-13.352,49143.10018455658, 16, Upload, 
11-26-2022-11-31-13.352,294858.60110733943, 17, Upload, 
11-26-2022-11-31-13.352,573336.1688198267, 18, Upload, 
11-26-2022-11-31-13.352,0, 19, Upload, 
11-26-2022-11-31-13.352,0, 20, Upload, 
11-26-2022-11-31-13.352,540574.1020301223, 21, Upload, 
11-26-2022-11-31-13.352,491431.00184556574, 22, Upload, 
11-26-2022-11-31-13.352,0, 23, Upload, 
11-26-2022-11-31-13.352,212953.4341330785, 24, Upload, 
11-26-2022-11-31-13.352,884575.8033220184, 25, Upload, 
11-26-2022-11-31-13.352,0, 26, Upload, 
11-26-2022-11-31-13.352,0, 27, Upload, 
11-26-2022-11-31-13.352,163810.3339485219, 28, Upload, 
11-26-2022-11-31-13.352,0, 29, Upload, 
11-26-2022-11-31-13.352,0, 30, Upload, 
11-26-2022-11-31-13.352,540574.1020301223, 31, Upload, 
11-26-2022-11-31-13.352,245715.50092278287, 32, Upload, 
11-26-2022-11-31-13.352,573336.1688198267, 33, Upload, 
11-26-2022-11-31-13.352,147429.30055366972, 34, Upload, 
11-26-2022-11-31-13.352,0, 35, Upload, 
11-26-2022-11-31-13.352,294858.60110733943, 36, Upload, 
11-26-2022-11-31-13.352,589717.2022146789, 37, Upload, 
11-26-2022-11-31-13.352,458668.93505586137, 38, Upload, 
11-26-2022-11-31-13.352,114667.23376396534, 39, Upload, 
11-26-2022-11-31-13.352,0, 40, Upload, 
11-26-2022-11-31-13.352,65524.133579408764, 41, Upload, 
11-26-2022-11-31-13.352,0, 42, Upload, 
11-26-2022-11-31-13.352,65524.133579408764, 43, Upload, 
11-26-2022-11-31-13.352,966480.9702962793, 0, Download, 
11-26-2022-11-31-13.352,1.6708654062749236e+06, 1, Download, 
11-26-2022-11-31-13.352,671406.4082994569, 2, Download, 
11-26-2022-11-31-13.352,802670.6363477574, 3, Download, 
11-26-2022-11-31-13.352,753527.5361632009, 4, Download, 
11-26-2022-11-31-13.352,491431.00184556574, 5, Download, 
11-26-2022-11-31-13.352,507740.04827725695, 6, Download, 
11-26-2022-11-31-13.352,1.9983421002456455e+06, 7, Download, 
11-26-2022-11-31-13.352,638716.3284729135, 8, Download, 
11-26-2022-11-31-13.352,573336.1688198267, 9, Download, 
11-26-2022-11-31-13.352,524193.0686352701, 10, Download, 
11-26-2022-11-31-13.352,769908.569558053, 11, Download, 
11-26-2022-11-31-13.352,982790.0167279706, 12, Download, 
11-26-2022-11-31-13.352,606098.235609531, 13, Download, 
11-26-2022-11-31-13.352,556955.1354249745, 14, Download, 
11-26-2022-11-31-13.352,802670.6363477574, 15, Download, 
11-26-2022-11-31-13.352,491359.01488240476, 16, Download, 
11-26-2022-11-31-13.352,3.07949030430589e+06, 17, Download, 
11-26-2022-11-31-13.352,507812.0352404179, 18, Download, 
11-26-2022-11-31-13.352,474905.9945243916, 19, Download, 
11-26-2022-11-31-13.352,1.0810762170970836e+06, 20, Download, 
11-26-2022-11-31-13.352,1.8345317662971234e+06, 21, Download, 
11-26-2022-11-31-13.352,1.0155520835176749e+06, 22, Download, 
11-26-2022-11-31-13.352,2.0145071727510146e+06, 23, Download, 
11-26-2022-11-31-13.352,687859.4286574702, 24, Download, 
11-26-2022-11-31-13.352,605954.2616832091, 25, Download, 
11-26-2022-11-31-13.352,704312.4490154833, 26, Download, 
11-26-2022-11-31-13.352,851813.736532314, 27, Download, 
11-26-2022-11-31-13.352,753527.5361632009, 28, Download, 
11-26-2022-11-31-13.352,1.4250779183889797e+06, 29, Download, 
11-26-2022-11-31-13.352,802598.6493845964, 30, Download, 
11-26-2022-11-31-13.352,425906.868266157, 31, Download, 
11-26-2022-11-31-13.352,0, 32, Download, 
11-26-2022-11-31-13.352,1.1628374101450227e+06, 33, Download, 
11-26-2022-11-31-13.352,3.5544682857934427e+06, 34, Download, 
11-26-2022-11-31-13.352,982862.0036911315, 35, Download, 
11-26-2022-11-31-13.352,425906.868266157, 36, Download, 
11-26-2022-11-31-13.352,1.5560541985846362e+06, 37, Download, 
11-26-2022-11-31-13.352,7.092555538192033e+06, 38, Download, 
11-26-2022-11-31-13.352,425906.868266157, 39, Download, 
11-26-2022-11-31-13.352,2.0803192541830672e+06, 40, Download, 
11-26-2022-11-31-13.352,1.6740264338128364e+07, 41, Download, 
11-26-2022-11-31-13.352,229334.46752793068, 42, Download, 
11-26-2022-11-31-13.352,344001.701291896, 43, Download, 
11-26-2022-11-31-14.352,753370.48685832, 0, Upload, 
11-26-2022-11-31-14.352,933524.2989331356, 1, Upload, 
11-26-2022-11-31-14.352,802503.344696906, 2, Upload, 
11-26-2022-11-31-14.352,818880.9639764347, 3, Upload, 
11-26-2022-11-31-14.352,0, 4, Upload, 
11-26-2022-11-31-14.352,0, 5, Upload, 
11-26-2022-11-31-14.352,98265.71567717216, 6, Upload, 
11-26-2022-11-31-14.352,311174.7663110452, 7, Upload, 
11-26-2022-11-31-14.352,0, 8, Upload, 
11-26-2022-11-31-14.352,196531.43135434433, 9, Upload, 
11-26-2022-11-31-14.352,49132.85783858608, 10, Upload, 
11-26-2022-11-31-14.352,147398.57351575824, 11, Upload, 
11-26-2022-11-31-14.352,327552.3855905739, 12, Upload, 
11-26-2022-11-31-14.352,294797.1470315165, 13, Upload, 
11-26-2022-11-31-14.352,393062.86270868866, 14, Upload, 
11-26-2022-11-31-14.352,65510.47711811477, 15, Upload, 
11-26-2022-11-31-14.352,147398.57351575824, 16, Upload, 
11-26-2022-11-31-14.352,196531.43135434433, 17, Upload, 
11-26-2022-11-31-14.352,343930.00487010257, 18, Upload, 
11-26-2022-11-31-14.352,0, 19, Upload, 
11-26-2022-11-31-14.352,196531.43135434433, 20, Upload, 
11-26-2022-11-31-14.352,638727.151901619, 21, Upload, 
11-26-2022-11-31-14.352,376685.24342916, 22, Upload, 
11-26-2022-11-31-14.352,376685.24342916, 23, Upload, 
11-26-2022-11-31-14.352,294797.1470315165, 24, Upload, 
11-26-2022-11-31-14.352,1.13005573028748e+06, 25, Upload, 
11-26-2022-11-31-14.352,0, 26, Upload, 
11-26-2022-11-31-14.352,0, 27, Upload, 
11-26-2022-11-31-14.352,818880.9639764347, 28, Upload, 
11-26-2022-11-31-14.352,98265.71567717216, 29, Upload, 
11-26-2022-11-31-14.352,0, 30, Upload, 
11-26-2022-11-31-14.352,818880.9639764347, 31, Upload, 
11-26-2022-11-31-14.352,98265.71567717216, 32, Upload, 
11-26-2022-11-31-14.352,393062.86270868866, 33, Upload, 
11-26-2022-11-31-14.352,294797.1470315165, 34, Upload, 
11-26-2022-11-31-14.352,49132.85783858608, 35, Upload, 
11-26-2022-11-31-14.352,294797.1470315165, 36, Upload, 
11-26-2022-11-31-14.352,262041.9084724591, 37, Upload, 
11-26-2022-11-31-14.352,393062.86270868866, 38, Upload, 
11-26-2022-11-31-14.352,98265.71567717216, 39, Upload, 
11-26-2022-11-31-14.352,0, 40, Upload, 
11-26-2022-11-31-14.352,0, 41, Upload, 
11-26-2022-11-31-14.352,49132.85783858608, 42, Upload, 
11-26-2022-11-31-14.352,0, 43, Upload, 
11-26-2022-11-31-14.352,556839.0555039756, 44, Upload, 
11-26-2022-11-31-14.352,982441.2408925481, 0, Download, 
11-26-2022-11-31-14.352,1.8668326819870977e+06, 1, Download, 
11-26-2022-11-31-14.352,982657.1567717217, 2, Download, 
11-26-2022-11-31-14.352,687788.0377804807, 3, Download, 
11-26-2022-11-31-14.352,835258.5832559634, 4, Download, 
11-26-2022-11-31-14.352,638655.1799418946, 5, Download, 
11-26-2022-11-31-14.352,949829.9462529398, 6, Download, 
11-26-2022-11-31-14.352,2.5219374531682455e+06, 7, Download, 
11-26-2022-11-31-14.352,605971.9133425617, 8, Download, 
11-26-2022-11-31-14.352,573072.7308640553, 9, Download, 
11-26-2022-11-31-14.352,589306.406224135, 10, Download, 
11-26-2022-11-31-14.352,1.2446990652441808e+06, 11, Download, 
11-26-2022-11-31-14.352,1.0973004917284225e+06, 12, Download, 
11-26-2022-11-31-14.352,638727.151901619, 13, Download, 
11-26-2022-11-31-14.352,704237.6290197339, 14, Download, 
11-26-2022-11-31-14.352,573144.7028237798, 15, Download, 
11-26-2022-11-31-14.352,573216.6747835043, 16, Download, 
11-26-2022-11-31-14.352,4.634506396307998e+06, 17, Download, 
11-26-2022-11-31-14.352,425818.10126774607, 18, Download, 
11-26-2022-11-31-14.352,671482.3904606764, 19, Download, 
11-26-2022-11-31-14.352,1.0481676338898364e+06, 20, Download, 
11-26-2022-11-31-14.352,1.9816199608632475e+06, 21, Download, 
11-26-2022-11-31-14.352,1.8670485978662712e+06, 22, Download, 
11-26-2022-11-31-14.352,2.2435898973759823e+06, 23, Download, 
11-26-2022-11-31-14.352,671410.418500952, 24, Download, 
11-26-2022-11-31-14.352,671482.3904606764, 25, Download, 
11-26-2022-11-31-14.352,933524.2989331356, 26, Download, 
11-26-2022-11-31-14.352,982369.2689328237, 27, Download, 
11-26-2022-11-31-14.352,1.0316460706908588e+06, 28, Download, 
11-26-2022-11-31-14.352,2.1289465624192813e+06, 29, Download, 
11-26-2022-11-31-14.352,786053.7534576529, 30, Download, 
11-26-2022-11-31-14.352,507706.1976653895, 31, Download, 
11-26-2022-11-31-14.352,0, 32, Download, 
11-26-2022-11-31-14.352,1.0809228724488937e+06, 33, Download, 
11-26-2022-11-31-14.352,2.7512241230816473e+06, 34, Download, 
11-26-2022-11-31-14.352,884391.4410945495, 35, Download, 
11-26-2022-11-31-14.352,343930.00487010257, 36, Download, 
11-26-2022-11-31-14.352,1.4084032860797432e+06, 37, Download, 
11-26-2022-11-31-14.352,8.20461148336608e+06, 38, Download, 
11-26-2022-11-31-14.352,409296.5380687684, 39, Download, 
11-26-2022-11-31-14.352,2.325406021813901e+06, 40, Download, 
11-26-2022-11-31-14.352,1.298658842514956e+07, 41, Download, 
11-26-2022-11-31-14.352,294797.1470315165, 42, Download, 
11-26-2022-11-31-14.352,343930.00487010257, 43, Download, 
11-26-2022-11-31-14.352,0, 44, Download, 
11-26-2022-11-31-15.356,930453.7124646378, 0, Download, 
11-26-2022-11-31-15.356,1.2732071386836527e+06, 1, Download, 
11-26-2022-11-31-15.356,914128.7045133705, 2, Download, 
11-26-2022-11-31-15.356,636675.3100994247, 3, Download, 
11-26-2022-11-31-15.356,685650.3339532266, 4, Download, 
11-26-2022-11-31-15.356,440775.2146842171, 5, Download, 
11-26-2022-11-31-15.356,881550.4293684342, 6, Download, 
11-26-2022-11-31-15.356,2.5301610101736365e+06, 7, Download, 
11-26-2022-11-31-15.356,604025.2941968901, 8, Download, 
11-26-2022-11-31-15.356,538725.2623918209, 9, Download, 
11-26-2022-11-31-15.356,506075.2464892863, 10, Download, 
11-26-2022-11-31-15.356,1.093775532734909e+06, 11, Download, 
11-26-2022-11-31-15.356,865225.421417167, 12, Download, 
11-26-2022-11-31-15.356,571231.7967791589, 13, Download, 
11-26-2022-11-31-15.356,604025.2941968901, 14, Download, 
11-26-2022-11-31-15.356,571375.2782943555, 15, Download, 
11-26-2022-11-31-15.356,653000.318050692, 16, Download, 
11-26-2022-11-31-15.356,4.097290032737699e+06, 17, Download, 
11-26-2022-11-31-15.356,424450.2067329498, 18, Download, 
11-26-2022-11-31-15.356,440775.2146842171, 19, Download, 
11-26-2022-11-31-15.356,767275.3737095632, 20, Download, 
11-26-2022-11-31-15.356,1.8445824169780083e+06, 21, Download, 
11-26-2022-11-31-15.356,1.7792106444153406e+06, 22, Download, 
11-26-2022-11-31-15.356,1.8119324010754738e+06, 23, Download, 
11-26-2022-11-31-15.356,620350.3021481574, 24, Download, 
11-26-2022-11-31-15.356,506075.2464892863, 25, Download, 
11-26-2022-11-31-15.356,799925.3896120978, 26, Download, 
11-26-2022-11-31-15.356,897875.4373197015, 27, Download, 
11-26-2022-11-31-15.356,848828.6727083013, 28, Download, 
11-26-2022-11-31-15.356,1.828257409026741e+06, 29, Download, 
11-26-2022-11-31-15.356,685650.3339532266, 30, Download, 
11-26-2022-11-31-15.356,473425.2305867517, 31, Download, 
11-26-2022-11-31-15.356,0, 32, Download, 
11-26-2022-11-31-15.356,1.0283320194146433e+06, 33, Download, 
11-26-2022-11-31-15.356,2.4159576952723637e+06, 34, Download, 
11-26-2022-11-31-15.356,832575.4055146324, 35, Download, 
11-26-2022-11-31-15.356,342825.1669766133, 36, Download, 
11-26-2022-11-31-15.356,1.3059288953437856e+06, 37, Download, 
11-26-2022-11-31-15.356,1.0235062577868614e+07, 38, Download, 
11-26-2022-11-31-15.356,293850.1431228114, 39, Download, 
11-26-2022-11-31-15.356,1.6813323374653354e+06, 40, Download, 
11-26-2022-11-31-15.356,1.8396992627441477e+07, 41, Download, 
11-26-2022-11-31-15.356,457100.2226354844, 42, Download, 
11-26-2022-11-31-15.356,359150.17492788064, 43, Download, 
11-26-2022-11-31-15.356,0, 44, Download, 
11-26-2022-11-31-15.356,0, 45, Download, 
11-26-2022-11-31-15.356,0, 0, Upload, 
11-26-2022-11-31-15.356,750950.3657582959, 1, Upload, 
11-26-2022-11-31-15.356,734625.3578070286, 2, Upload, 
11-26-2022-11-31-15.356,424450.2067329498, 3, Upload, 
11-26-2022-11-31-15.356,97950.04770760381, 4, Upload, 
11-26-2022-11-31-15.356,0, 5, Upload, 
11-26-2022-11-31-15.356,293850.1431228114, 6, Upload, 
11-26-2022-11-31-15.356,342825.1669766133, 7, Upload, 
11-26-2022-11-31-15.356,48975.023853801904, 8, Upload, 
11-26-2022-11-31-15.356,0, 9, Upload, 
11-26-2022-11-31-15.356,0, 10, Upload, 
11-26-2022-11-31-15.356,0, 11, Upload, 
11-26-2022-11-31-15.356,685650.3339532266, 12, Upload, 
11-26-2022-11-31-15.356,489750.238538019, 13, Upload, 
11-26-2022-11-31-15.356,228550.1113177422, 14, Upload, 
11-26-2022-11-31-15.356,0, 15, Upload, 
11-26-2022-11-31-15.356,97950.04770760381, 16, Upload, 
11-26-2022-11-31-15.356,48975.023853801904, 17, Upload, 
11-26-2022-11-31-15.356,97950.04770760381, 18, Upload, 
11-26-2022-11-31-15.356,0, 19, Upload, 
11-26-2022-11-31-15.356,195900.09541520762, 20, Upload, 
11-26-2022-11-31-15.356,212225.1033664749, 21, Upload, 
11-26-2022-11-31-15.356,244875.1192690095, 22, Upload, 
11-26-2022-11-31-15.356,0, 23, Upload, 
11-26-2022-11-31-15.356,244875.1192690095, 24, Upload, 
11-26-2022-11-31-15.356,473425.2305867517, 25, Upload, 
11-26-2022-11-31-15.356,0, 26, Upload, 
11-26-2022-11-31-15.356,48975.023853801904, 27, Upload, 
11-26-2022-11-31-15.356,163250.079512673, 28, Upload, 
11-26-2022-11-31-15.356,195900.09541520762, 29, Upload, 
