Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-41-20.723,3, 0.1435472,0.048192,14415, Foreign,
11-26-2022-11-41-20.823,3, 0.1702731,0.057492,14415, Foreign,
11-26-2022-11-41-20.923,3, 0.1545187,0.052453,14415, Foreign,
11-26-2022-11-41-21.024,3, 0.1470356,0.049927,14415, Foreign,
11-26-2022-11-41-21.124,3, 0.1336478,0.045459,14415, Foreign,
11-26-2022-11-41-21.224,3, 0.1351873,0.042587,14415, Foreign,
11-26-2022-11-41-21.327,3, 0.1284161,0.047248,14415, Foreign,
11-26-2022-11-41-21.428,3, 0.1285825,0.02908,14415, Foreign,
11-26-2022-11-41-21.529,3, 0.1569961,0.035579,14415, Foreign,
11-26-2022-11-41-21.734,3, 0.1637315,0.037144,14415, Foreign,
11-26-2022-11-41-21.834,3, 0.6605134,0.037762,14415, Foreign,
11-26-2022-11-41-22.241,3, 0.346407,0.038656,14415, Foreign,
11-26-2022-11-41-22.344,3, 0.2942505,0.046001,14415, Foreign,
11-26-2022-11-41-22.139,3, 0.5313685,0.036322,14415, Foreign,
11-26-2022-11-41-22.856,3, 0.1177368,0.037466,14415, Foreign,
11-26-2022-11-41-22.749,3, 0.2934033,0.053395,14415, Foreign,
11-26-2022-11-41-21.937,3, 0.8205362,0.036368,6075, Foreign,
11-26-2022-11-41-22.648,3, 0.6281607,0.035736,14415, Foreign,
11-26-2022-11-41-22.957,3, 0.3866463,0.035292,14415, Foreign,
11-26-2022-11-41-23.262,3, 0.1120298,0.033864,14415, Foreign,
11-26-2022-11-41-23.058,3, 0.3876751,0.031871,14415, Foreign,
11-26-2022-11-41-23.363,3, 0.0973794,0.029917,14415, Foreign,
11-26-2022-11-41-23.160,3, 0.3775687,0.036667,14415, Foreign,
11-26-2022-11-41-22.447,3, 0.8154079,0.036476,6075, Foreign,
11-26-2022-11-41-23.462,3, 0.1294156,0.040671,14415, Foreign,
11-26-2022-11-41-21.629,3, 2.0229032,0.051912,14415, Foreign,
11-26-2022-11-41-22.547,3, 0.8453423,0.046958,6075, Foreign,
11-26-2022-11-41-23.563,3, 0.1331698,0.043254,14415, Foreign,
11-26-2022-11-41-23.664,3, 0.147572,0.040817,14415, Foreign,
11-26-2022-11-41-23.764,3, 0.1409932,0.045494,14415, Foreign,
11-26-2022-11-41-23.868,3, 0.1378025,0.042483,14415, Foreign,
11-26-2022-11-41-22.038,3, 1.9360646,0.037269,6075, Foreign,
11-26-2022-11-41-24.168,3, 0.15431,0.034651,14415, Foreign,
11-26-2022-11-41-24.269,3, 0.1615622,0.036988,14415, Foreign,
11-26-2022-11-41-24.369,3, 0.1089995,0.035724,14415, Foreign,
11-26-2022-11-41-23.968,3, 0.5531986,0.036353,14415, Foreign,
11-26-2022-11-41-24.670,3, 0.1036876,0.033234,14415, Foreign,
