Time of the generation of the data point., Instantaneous throughput (B/s)., Position of connection (ID)., Direction of Throughput., 
11-26-2022-11-39-50.085,671589.1315462653, 11, Download, 
11-26-2022-11-39-50.085,687969.354266906, 12, Download, 
11-26-2022-11-39-50.085,622376.4799837157, 13, Download, 
11-26-2022-11-39-50.085,262083.5635302499, 14, Download, 
11-26-2022-11-39-50.085,1.048190287319744e+06, 15, Download, 
11-26-2022-11-39-50.085,1.2292781284635762e+07, 16, Download, 
11-26-2022-11-39-50.085,573307.7952224216, 17, Download, 
11-26-2022-11-39-50.085,655208.9088256247, 18, Download, 
11-26-2022-11-39-50.085,966289.1737165409, 19, Download, 
11-26-2022-11-39-50.087,343507.48352593964, 0, Upload, 
11-26-2022-11-39-50.087,441652.4788190652, 1, Upload, 
11-26-2022-11-39-50.087,0, 2, Upload, 
11-26-2022-11-39-50.087,376222.4819569815, 3, Upload, 
11-26-2022-11-39-50.087,196289.99058625122, 4, Upload, 
11-26-2022-11-39-50.087,0, 5, Upload, 
11-26-2022-11-39-50.087,1.0305224505778189e+06, 6, Upload, 
11-26-2022-11-39-50.087,1.0141649513622979e+06, 7, Upload, 
11-26-2022-11-39-50.087,621584.9701897955, 8, Upload, 
11-26-2022-11-39-50.087,670657.4678363584, 9, Upload, 
11-26-2022-11-39-50.087,359864.98274146055, 10, Upload, 
11-26-2022-11-39-50.087,376222.4819569815, 11, Upload, 
11-26-2022-11-39-50.087,98144.99529312561, 12, Upload, 
11-26-2022-11-39-50.087,130859.99372416748, 13, Upload, 
11-26-2022-11-39-50.087,474367.4772501071, 14, Upload, 
11-26-2022-11-39-50.087,474367.4772501071, 15, Upload, 
11-26-2022-11-39-50.087,654299.9686208373, 16, Upload, 
11-26-2022-11-39-50.087,0, 17, Upload, 
11-26-2022-11-39-50.087,359864.98274146055, 18, Upload, 
11-26-2022-11-39-50.087,212647.48980177214, 19, Upload, 
11-26-2022-11-39-51.086,802104.9339760302, 0, Download, 
11-26-2022-11-39-51.086,916475.5444298629, 1, Download, 
11-26-2022-11-39-51.086,3.290051369460973e+06, 2, Download, 
11-26-2022-11-39-51.086,900177.9922099059, 3, Download, 
11-26-2022-11-39-51.086,1.5271725615242088e+07, 4, Download, 
11-26-2022-11-39-51.086,867582.8877699919, 5, Download, 
11-26-2022-11-39-51.086,229172.8382788658, 6, Download, 
11-26-2022-11-39-51.086,589301.5841456549, 7, Download, 
11-26-2022-11-39-51.086,8.969976116173012e+06, 8, Download, 
11-26-2022-11-39-51.086,1.3078645780515572e+07, 9, Download, 
11-26-2022-11-39-51.086,4.23933782701635e+06, 10, Download, 
11-26-2022-11-39-51.086,736626.9801820685, 11, Download, 
11-26-2022-11-39-51.086,1.072201493376122e+06, 12, Download, 
11-26-2022-11-39-51.086,638410.0494911261, 13, Download, 
11-26-2022-11-39-51.086,261911.8151758466, 14, Download, 
11-26-2022-11-39-51.086,883952.3762184823, 15, Download, 
11-26-2022-11-39-51.086,1.4592104099715602e+07, 16, Download, 
11-26-2022-11-39-51.086,540193.1188001836, 17, Download, 
11-26-2022-11-39-51.086,834843.9108730111, 18, Download, 
11-26-2022-11-39-51.086,867582.8877699919, 19, Download, 
11-26-2022-11-39-51.089,359673.4432399827, 0, Upload, 
11-26-2022-11-39-51.089,637602.922107242, 1, Upload, 
11-26-2022-11-39-51.089,65395.17149817868, 2, Upload, 
11-26-2022-11-39-51.089,114441.55012181269, 3, Upload, 
11-26-2022-11-39-51.089,686649.3007308762, 4, Upload, 
11-26-2022-11-39-51.089,0, 5, Upload, 
11-26-2022-11-39-51.089,65395.17149817868, 6, Upload, 
11-26-2022-11-39-51.089,441417.40761270607, 7, Upload, 
11-26-2022-11-39-51.089,49046.37862363401, 8, Upload, 
11-26-2022-11-39-51.089,130790.34299635736, 9, Upload, 
11-26-2022-11-39-51.089,784742.0579781441, 10, Upload, 
11-26-2022-11-39-51.089,114441.55012181269, 11, Upload, 
11-26-2022-11-39-51.089,425068.6147381614, 12, Upload, 
11-26-2022-11-39-51.089,490463.78623634006, 13, Upload, 
11-26-2022-11-39-51.089,0, 14, Upload, 
11-26-2022-11-39-51.089,588556.543483608, 15, Upload, 
11-26-2022-11-39-51.089,768393.2651035994, 16, Upload, 
11-26-2022-11-39-51.089,0, 17, Upload, 
11-26-2022-11-39-51.089,392371.0289890721, 18, Upload, 
11-26-2022-11-39-51.089,670300.5078563314, 19, Upload, 
11-26-2022-11-39-52.086,671410.9059380045, 0, Download, 
11-26-2022-11-39-52.086,884581.7289464718, 1, Download, 
11-26-2022-11-39-52.086,3.0957481015310935e+06, 2, Download, 
11-26-2022-11-39-52.086,1.1302268884306578e+06, 3, Download, 
11-26-2022-11-39-52.086,1.7919746796158753e+07, 4, Download, 
11-26-2022-11-39-52.086,819057.1564319184, 5, Download, 
11-26-2022-11-39-52.086,409528.5782159592, 6, Download, 
11-26-2022-11-39-52.086,573340.0095023429, 7, Download, 
11-26-2022-11-39-52.086,8.402878537982976e+06, 8, Download, 
11-26-2022-11-39-52.086,1.5233455285398228e+07, 9, Download, 
11-26-2022-11-39-52.086,3.93118640109165e+06, 10, Download, 
11-26-2022-11-39-52.086,671626.868274173, 11, Download, 
11-26-2022-11-39-52.086,663436.2967098538, 12, Download, 
11-26-2022-11-39-52.086,540577.7232450661, 13, Download, 
11-26-2022-11-39-52.086,376766.2919586824, 14, Download, 
11-26-2022-11-39-52.086,851747.4552438055, 15, Download, 
11-26-2022-11-39-52.086,1.1769059476027383e+07, 16, Download, 
11-26-2022-11-39-52.086,475053.1507305126, 17, Download, 
11-26-2022-11-39-52.086,671626.868274173, 18, Download, 
11-26-2022-11-39-52.086,900962.8720751102, 19, Download, 
11-26-2022-11-39-52.090,98190.7075616154, 0, Upload, 
11-26-2022-11-39-52.090,327302.358538718, 1, Upload, 
11-26-2022-11-39-52.090,0, 2, Upload, 
11-26-2022-11-39-52.090,900081.4859814746, 3, Upload, 
11-26-2022-11-39-52.090,98190.7075616154, 4, Upload, 
11-26-2022-11-39-52.090,0, 5, Upload, 
11-26-2022-11-39-52.090,0, 6, Upload, 
11-26-2022-11-39-52.090,687334.9529313078, 7, Upload, 
11-26-2022-11-39-52.090,1.0800977831777695e+06, 8, Upload, 
11-26-2022-11-39-52.090,49095.3537808077, 9, Upload, 
11-26-2022-11-39-52.090,949176.8397622823, 10, Upload, 
11-26-2022-11-39-52.090,687334.9529313078, 11, Upload, 
11-26-2022-11-39-52.090,261841.88683097443, 12, Upload, 
11-26-2022-11-39-52.090,883716.3680545387, 13, Upload, 
11-26-2022-11-39-52.090,0, 14, Upload, 
11-26-2022-11-39-52.090,867351.2501276028, 15, Upload, 
11-26-2022-11-39-52.090,327302.358538718, 16, Upload, 
11-26-2022-11-39-52.090,0, 17, Upload, 
11-26-2022-11-39-52.090,654604.717077436, 18, Upload, 
11-26-2022-11-39-52.090,327302.358538718, 19, Upload, 
11-26-2022-11-39-53.086,540613.1812858761, 0, Download, 
11-26-2022-11-39-53.086,671670.9222036642, 1, Download, 
11-26-2022-11-39-53.086,2.3917317795823812e+06, 2, Download, 
11-26-2022-11-39-53.086,1.0484619273423052e+06, 3, Download, 
11-26-2022-11-39-53.086,2.5341490845795978e+07, 4, Download, 
11-26-2022-11-39-53.086,737199.7926625583, 5, Download, 
11-26-2022-11-39-53.086,376791.00513864093, 6, Download, 
11-26-2022-11-39-53.086,458702.0932122585, 7, Download, 
11-26-2022-11-39-53.086,7.125688725066713e+06, 8, Download, 
11-26-2022-11-39-53.086,1.8510250084790774e+07, 9, Download, 
11-26-2022-11-39-53.086,2.784905002335746e+06, 10, Download, 
11-26-2022-11-39-53.086,638690.5104724605, 11, Download, 
11-26-2022-11-39-53.086,802728.6631214523, 12, Download, 
11-26-2022-11-39-53.086,393173.2227533644, 13, Download, 
11-26-2022-11-39-53.086,835493.0983508994, 14, Download, 
11-26-2022-11-39-53.086,638834.494806965, 15, Download, 
11-26-2022-11-39-53.086,9.509229395841733e+06, 16, Download, 
11-26-2022-11-39-53.086,376791.00513864093, 17, Download, 
11-26-2022-11-39-53.086,409555.44036808796, 18, Download, 
11-26-2022-11-39-53.086,769820.2435575009, 19, Download, 
11-26-2022-11-39-53.091,769604.1692755787, 0, Upload, 
11-26-2022-11-39-53.091,163745.56793097418, 1, Upload, 
11-26-2022-11-39-53.091,0, 2, Upload, 
11-26-2022-11-39-53.091,720465.6658577832, 3, Upload, 
11-26-2022-11-39-53.091,0, 4, Upload, 
11-26-2022-11-39-53.091,0, 5, Upload, 
11-26-2022-11-39-53.091,0, 6, Upload, 
11-26-2022-11-39-53.091,1.1298211578224327e+06, 7, Upload, 
11-26-2022-11-39-53.091,1.0315758397509168e+06, 8, Upload, 
11-26-2022-11-39-53.091,409355.4919646495, 9, Upload, 
11-26-2022-11-39-53.091,491226.59035757947, 10, Upload, 
11-26-2022-11-39-53.091,376607.0526074776, 11, Upload, 
11-26-2022-11-39-53.091,343858.61325030564, 12, Upload, 
11-26-2022-11-39-53.091,49122.65903575795, 13, Upload, 
11-26-2022-11-39-53.091,0, 14, Upload, 
11-26-2022-11-39-53.091,769588.3248935412, 15, Upload, 
11-26-2022-11-39-53.091,425729.7116432355, 16, Upload, 
11-26-2022-11-39-53.091,49122.65903575795, 17, Upload, 
11-26-2022-11-39-53.091,360232.8329288916, 18, Upload, 
11-26-2022-11-39-53.091,327484.39357171964, 19, Upload, 
11-26-2022-11-39-54.088,523413.5330103995, 0, Download, 
11-26-2022-11-39-54.088,621553.5704498495, 1, Download, 
11-26-2022-11-39-54.088,1.9952984548714461e+06, 2, Download, 
11-26-2022-11-39-54.088,1.144823343639781e+06, 3, Download, 
11-26-2022-11-39-54.088,2.0967817068024453e+07, 4, Download, 
11-26-2022-11-39-54.088,654266.9162629994, 5, Download, 
11-26-2022-11-39-54.088,359846.80394464964, 6, Download, 
11-26-2022-11-39-54.088,441486.4086570566, 7, Download, 
11-26-2022-11-39-54.088,5.7735461364698e+06, 8, Download, 
11-26-2022-11-39-54.088,1.3280683961305846e+07, 9, Download, 
11-26-2022-11-39-54.088,1.8971584174319962e+06, 10, Download, 
11-26-2022-11-39-54.088,556126.8788235495, 11, Download, 
11-26-2022-11-39-54.088,736050.2807958743, 12, Download, 
11-26-2022-11-39-54.088,408773.0628439067, 13, Download, 
11-26-2022-11-39-54.088,883260.3369550492, 14, Download, 
11-26-2022-11-39-54.088,572483.5517301245, 15, Download, 
11-26-2022-11-39-54.088,6.035181023064765e+06, 16, Download, 
11-26-2022-11-39-54.088,425028.06863531284, 17, Download, 
11-26-2022-11-39-54.088,474310.27324530727, 18, Download, 
11-26-2022-11-39-54.088,735998.6998634079, 19, Download, 
11-26-2022-11-39-54.092,703898.6930687292, 0, Upload, 
11-26-2022-11-39-54.092,638419.7448762893, 1, Upload, 
11-26-2022-11-39-54.092,49110.22193420058, 2, Upload, 
11-26-2022-11-39-54.092,900354.0687936773, 3, Upload, 
11-26-2022-11-39-54.092,311031.4055832703, 4, Upload, 
11-26-2022-11-39-54.092,0, 5, Upload, 
11-26-2022-11-39-54.092,0, 6, Upload, 
11-26-2022-11-39-54.092,474732.1453639389, 7, Upload, 
11-26-2022-11-39-54.092,1.047684734596279e+06, 8, Upload, 
11-26-2022-11-39-54.092,654802.9591226743, 9, Upload, 
11-26-2022-11-39-54.092,1.047684734596279e+06, 10, Upload, 
11-26-2022-11-39-54.092,392881.7754736046, 11, Upload, 
11-26-2022-11-39-54.092,294661.33160520345, 12, Upload, 
11-26-2022-11-39-54.092,622062.8111665406, 13, Upload, 
11-26-2022-11-39-54.092,556582.5152542732, 14, Upload, 
11-26-2022-11-39-54.092,0, 15, Upload, 
11-26-2022-11-39-54.092,851243.8468594766, 16, Upload, 
11-26-2022-11-39-54.092,49110.22193420058, 17, Upload, 
11-26-2022-11-39-54.092,851243.8468594766, 18, Upload, 
11-26-2022-11-39-54.092,540212.4412762063, 19, Upload, 
11-26-2022-11-39-55.088,638833.8594662688, 0, Download, 
11-26-2022-11-39-55.088,573312.4379825488, 1, Download, 
11-26-2022-11-39-55.088,2.4405289823014378e+06, 2, Download, 
11-26-2022-11-39-55.088,1.4250189332873435e+06, 3, Download, 
11-26-2022-11-39-55.088,2.222663057469713e+07, 4, Download, 
11-26-2022-11-39-55.088,851418.5593705401, 5, Download, 
11-26-2022-11-39-55.088,540551.727240689, 6, Download, 
11-26-2022-11-39-55.088,540551.727240689, 7, Download, 
11-26-2022-11-39-55.088,1.0384425465333963e+07, 8, Download, 
11-26-2022-11-39-55.088,1.9589609311928097e+07, 9, Download, 
11-26-2022-11-39-55.088,3.046530147042283e+06, 10, Download, 
11-26-2022-11-39-55.088,671522.586224565, 11, Download, 
11-26-2022-11-39-55.088,933680.2561430081, 12, Download, 
11-26-2022-11-39-55.088,540551.727240689, 13, Download, 
11-26-2022-11-39-55.088,802637.4131755685, 14, Download, 
11-26-2022-11-39-55.088,802637.4131755685, 15, Download, 
11-26-2022-11-39-55.088,8.304480253143676e+06, 16, Download, 
11-26-2022-11-39-55.088,507826.65799998655, 17, Download, 
11-26-2022-11-39-55.088,507538.70185570733, 18, Download, 
11-26-2022-11-39-55.088,1.081179336387068e+06, 19, Download, 
11-26-2022-11-39-55.092,1.39225977385576e+06, 0, Upload, 
11-26-2022-11-39-55.092,0, 1, Upload, 
11-26-2022-11-39-55.092,49138.5802537327, 2, Upload, 
11-26-2022-11-39-55.092,999151.1318258983, 3, Upload, 
11-26-2022-11-39-55.092,491385.80253732705, 4, Upload, 
11-26-2022-11-39-55.092,0, 5, Upload, 
11-26-2022-11-39-55.092,98277.1605074654, 6, Upload, 
11-26-2022-11-39-55.092,884494.4445671886, 7, Upload, 
11-26-2022-11-39-55.092,606042.4897960367, 8, Upload, 
11-26-2022-11-39-55.092,655181.0700497694, 9, Upload, 
11-26-2022-11-39-55.092,1.3595007203532716e+06, 10, Upload, 
11-26-2022-11-39-55.092,98277.1605074654, 11, Upload, 
11-26-2022-11-39-55.092,425867.6955323501, 12, Upload, 
11-26-2022-11-39-55.092,393108.6420298616, 13, Upload, 
11-26-2022-11-39-55.092,1.1301873458358522e+06, 14, Upload, 
11-26-2022-11-39-55.092,98277.1605074654, 15, Upload, 
11-26-2022-11-39-55.092,1.0155306585771425e+06, 16, Upload, 
11-26-2022-11-39-55.092,147415.7407611981, 17, Upload, 
11-26-2022-11-39-55.092,1.0319101853283868e+06, 18, Upload, 
11-26-2022-11-39-55.092,1.0974282923333638e+06, 19, Upload, 
11-26-2022-11-39-56.089,638427.1441841449, 0, Download, 
11-26-2022-11-39-56.089,507251.9155282204, 1, Download, 
11-26-2022-11-39-56.089,1.8987676294689458e+06, 2, Download, 
11-26-2022-11-39-56.089,1.2603404852848009e+06, 3, Download, 
11-26-2022-11-39-56.089,1.5026657582476346e+07, 4, Download, 
11-26-2022-11-39-56.089,621985.2792554242, 5, Download, 
11-26-2022-11-39-56.089,605471.4761719351, 6, Download, 
11-26-2022-11-39-56.089,572875.4989335669, 7, Download, 
11-26-2022-11-39-56.089,8.675845375730485e+06, 8, Download, 
11-26-2022-11-39-56.089,2.1689073903165452e+07, 9, Download, 
11-26-2022-11-39-56.089,2.700822103237847e+06, 10, Download, 
11-26-2022-11-39-56.089,605687.29063624, 11, Download, 
11-26-2022-11-39-56.089,834866.2654715742, 12, Download, 
11-26-2022-11-39-56.089,572947.4370883352, 13, Download, 
11-26-2022-11-39-56.089,703906.8512799547, 14, Download, 
11-26-2022-11-39-56.089,703906.8512799547, 15, Download, 
11-26-2022-11-39-56.089,7.120198765121626e+06, 16, Download, 
11-26-2022-11-39-56.089,474727.8764446206, 17, Download, 
11-26-2022-11-39-56.089,425618.0961227633, 18, Download, 
11-26-2022-11-39-56.089,1.129309132938413e+06, 19, Download, 
11-26-2022-11-39-56.092,1.1136127673963762e+06, 0, Upload, 
11-26-2022-11-39-56.092,98259.95006438614, 1, Upload, 
11-26-2022-11-39-56.092,0, 2, Upload, 
11-26-2022-11-39-56.092,1.1299894257404406e+06, 3, Upload, 
11-26-2022-11-39-56.092,458546.433633802, 4, Upload, 
11-26-2022-11-39-56.092,49129.97503219307, 5, Upload, 
11-26-2022-11-39-56.092,442169.7752897376, 6, Upload, 
11-26-2022-11-39-56.092,687819.650450703, 7, Upload, 
11-26-2022-11-39-56.092,1.195496059116698e+06, 8, Upload, 
11-26-2022-11-39-56.092,1.0153528173319901e+06, 9, Upload, 
11-26-2022-11-39-56.092,867962.8922354109, 10, Upload, 
11-26-2022-11-39-56.092,0, 11, Upload, 
11-26-2022-11-39-56.092,196519.90012877228, 12, Upload, 
11-26-2022-11-39-56.092,589559.7003863169, 13, Upload, 
11-26-2022-11-39-56.092,1.244626034148891e+06, 14, Upload, 
11-26-2022-11-39-56.092,0, 15, Upload, 
11-26-2022-11-39-56.092,835209.5755472822, 16, Upload, 
11-26-2022-11-39-56.092,376663.1419134802, 17, Upload, 
11-26-2022-11-39-56.092,1.0972361090523119e+06, 18, Upload, 
11-26-2022-11-39-56.092,1.3428859842132772e+06, 19, Upload, 
11-26-2022-11-39-57.091,539472.9673826952, 0, Download, 
11-26-2022-11-39-57.091,441386.97331311426, 1, Download, 
11-26-2022-11-39-57.091,1.6182752214927103e+06, 2, Download, 
11-26-2022-11-39-57.091,997207.606374073, 3, Download, 
11-26-2022-11-39-57.091,1.1851195532808779e+07, 4, Download, 
11-26-2022-11-39-57.091,572168.2987392221, 5, Download, 
11-26-2022-11-39-57.091,474082.3046696412, 6, Download, 
11-26-2022-11-39-57.091,441386.97331311426, 7, Download, 
11-26-2022-11-39-57.091,6.783419172547096e+06, 8, Download, 
11-26-2022-11-39-57.091,2.720021679814444e+07, 9, Download, 
11-26-2022-11-39-57.091,2.239486517266723e+06, 10, Download, 
11-26-2022-11-39-57.091,506777.6360261682, 11, Download, 
11-26-2022-11-39-57.091,718794.4075497799, 12, Download, 
11-26-2022-11-39-57.091,425039.30763485073, 13, Download, 
11-26-2022-11-39-57.091,604504.4284573108, 14, Download, 
11-26-2022-11-39-57.091,670254.2928088031, 15, Download, 
11-26-2022-11-39-57.091,5.394370472188514e+06, 16, Download, 
11-26-2022-11-39-57.091,457734.6389913777, 17, Download, 
11-26-2022-11-39-57.091,408691.64195658726, 18, Download, 
11-26-2022-11-39-57.091,866426.280947965, 19, Download, 
11-26-2022-11-39-57.093,884093.2641969289, 0, Upload, 
11-26-2022-11-39-57.093,98232.58491076987, 1, Upload, 
11-26-2022-11-39-57.093,0, 2, Upload, 
11-26-2022-11-39-57.093,458418.72958359274, 3, Upload, 
11-26-2022-11-39-57.093,605767.6069497475, 4, Upload, 
11-26-2022-11-39-57.093,98232.58491076987, 5, Upload, 
11-26-2022-11-39-57.093,294697.7547323096, 6, Upload, 
11-26-2022-11-39-57.093,736744.3868307741, 7, Upload, 
11-26-2022-11-39-57.093,916837.4591671855, 8, Upload, 
11-26-2022-11-39-57.093,736744.3868307741, 9, Upload, 
11-26-2022-11-39-57.093,442046.63209846447, 10, Upload, 
11-26-2022-11-39-57.093,0, 11, Upload, 
11-26-2022-11-39-57.093,261953.55976205302, 12, Upload, 
11-26-2022-11-39-57.093,1.309767798810265e+06, 13, Upload, 
11-26-2022-11-39-57.093,442046.63209846447, 14, Upload, 
11-26-2022-11-39-57.093,98232.58491076987, 15, Upload, 
11-26-2022-11-39-57.093,130976.77988102651, 16, Upload, 
11-26-2022-11-39-57.093,851349.0692266723, 17, Upload, 
11-26-2022-11-39-57.093,1.4243724812061633e+06, 18, Upload, 
11-26-2022-11-39-57.093,736744.3868307741, 19, Upload, 
11-26-2022-11-39-58.091,605964.3680248181, 0, Download, 
11-26-2022-11-39-58.091,458731.08186266705, 1, Download, 
11-26-2022-11-39-58.091,1.6710917982140016e+06, 2, Download, 
11-26-2022-11-39-58.091,1.0483841936807681e+06, 3, Download, 
11-26-2022-11-39-58.091,1.3629930475170333e+07, 4, Download, 
11-26-2022-11-39-58.091,737246.3815650006, 5, Download, 
11-26-2022-11-39-58.091,557030.5994046672, 6, Download, 
11-26-2022-11-39-58.091,491497.58771000046, 7, Download, 
11-26-2022-11-39-58.091,9.026524390487794e+06, 8, Download, 
11-26-2022-11-39-58.091,2.6064243470497746e+07, 9, Download, 
11-26-2022-11-39-58.091,2.391810933421436e+06, 10, Download, 
11-26-2022-11-39-58.091,540503.3530471011, 11, Download, 
11-26-2022-11-39-58.091,737246.3815650006, 12, Download, 
11-26-2022-11-39-58.091,442203.83550510096, 13, Download, 
11-26-2022-11-39-58.091,606180.3581756672, 14, Download, 
11-26-2022-11-39-58.091,704263.8855668182, 15, Download, 
11-26-2022-11-39-58.091,6.733156968042257e+06, 16, Download, 
11-26-2022-11-39-58.091,475114.3347863337, 17, Download, 
11-26-2022-11-39-58.091,360431.564320667, 18, Download, 
11-26-2022-11-39-58.091,966467.9290624348, 19, Download, 
11-26-2022-11-39-58.093,688005.6038030834, 0, Upload, 
11-26-2022-11-39-58.093,294859.5444870358, 1, Upload, 
11-26-2022-11-39-58.093,98286.51482901193, 2, Upload, 
11-26-2022-11-39-58.093,950102.9766804486, 3, Upload, 
11-26-2022-11-39-58.093,900959.7192659426, 4, Upload, 
11-26-2022-11-39-58.093,622481.2605837422, 5, Upload, 
11-26-2022-11-39-58.093,245716.2870725298, 6, Upload, 
11-26-2022-11-39-58.093,1.3432490359964962e+06, 7, Upload, 
11-26-2022-11-39-58.093,540575.8315595656, 8, Upload, 
11-26-2022-11-39-58.093,1.326867950191661e+06, 9, Upload, 
11-26-2022-11-39-58.093,1.2449625211674843e+06, 10, Upload, 
11-26-2022-11-39-58.093,0, 11, Upload, 
11-26-2022-11-39-58.093,425908.2309257183, 12, Upload, 
11-26-2022-11-39-58.093,868197.547656272, 13, Upload, 
11-26-2022-11-39-58.093,917340.805070778, 14, Upload, 
11-26-2022-11-39-58.093,147429.7722435179, 15, Upload, 
11-26-2022-11-39-58.093,360383.8877063771, 16, Upload, 
11-26-2022-11-39-58.093,688005.6038030834, 17, Upload, 
11-26-2022-11-39-58.093,966484.0624852839, 18, Upload, 
11-26-2022-11-39-58.093,507813.65994989494, 19, Upload, 
11-26-2022-11-39-59.092,491210.29191095015, 0, Download, 
11-26-2022-11-39-59.092,409341.9099257918, 1, Download, 
11-26-2022-11-39-59.092,1.4406676590409747e+06, 2, Download, 
11-26-2022-11-39-59.092,1.014910514631911e+06, 3, Download, 
11-26-2022-11-39-59.092,1.0377559124466233e+07, 4, Download, 
11-26-2022-11-39-59.092,736484.7265563062, 5, Download, 
11-26-2022-11-39-59.092,605672.4038932371, 6, Download, 
11-26-2022-11-39-59.092,441977.1595977677, 7, Download, 
11-26-2022-11-39-59.092,6.089463087791465e+06, 8, Download, 
11-26-2022-11-39-59.092,1.8856109542331714e+07, 9, Download, 
11-26-2022-11-39-59.092,1.9641990587723276e+06, 10, Download, 
11-26-2022-11-39-59.092,523824.78174550243, 11, Download, 
11-26-2022-11-39-59.092,671150.501611425, 12, Download, 
11-26-2022-11-39-59.092,409238.1107386738, 13, Download, 
11-26-2022-11-39-59.092,441977.1595977677, 14, Download, 
11-26-2022-11-39-59.092,638411.452752331, 15, Download, 
11-26-2022-11-39-59.092,5.008642857121447e+06, 16, Download, 
11-26-2022-11-39-59.092,409094.2379653672, 17, Download, 
11-26-2022-11-39-59.092,294651.4397318451, 18, Download, 
11-26-2022-11-39-59.092,916693.3680546292, 19, Download, 
11-26-2022-11-39-59.094,687366.7413339725, 0, Upload, 
11-26-2022-11-39-59.094,441878.6194289824, 1, Upload, 
11-26-2022-11-39-59.094,245488.1219049902, 2, Upload, 
11-26-2022-11-39-59.094,1.0146842372072929e+06, 3, Upload, 
11-26-2022-11-39-59.094,1.243806484318617e+06, 4, Upload, 
11-26-2022-11-39-59.094,769196.1153023026, 5, Upload, 
11-26-2022-11-39-59.094,523707.9933973125, 6, Upload, 
11-26-2022-11-39-59.094,1.3583676078742791e+06, 7, Upload, 
11-26-2022-11-39-59.094,1.194708859937619e+06, 8, Upload, 
11-26-2022-11-39-59.094,1.227440609524951e+06, 9, Upload, 
11-26-2022-11-39-59.094,523707.9933973125, 10, Upload, 
11-26-2022-11-39-59.094,0, 11, Upload, 
11-26-2022-11-39-59.094,360049.24546065234, 12, Upload, 
11-26-2022-11-39-59.094,458244.4942226484, 13, Upload, 
