Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-14-45-39.842,1, 0.024822,0.019586,155424, SelfUp,
11-16-2022-14-45-39.842,1, 0.0266723,0.01548,16346, SelfDown,
11-16-2022-14-45-39.951,1, 0.020619,0.019617,360239, SelfUp,
11-16-2022-14-45-39.951,1, 0.020619,0.016527,21143, SelfDown,
11-16-2022-14-45-40.052,1, 0.0237107,0.022857,629284, SelfUp,
11-16-2022-14-45-40.052,1, 0.0307069,0.021871,37770, SelfDown,
11-16-2022-14-45-40.152,1, 0.0386578,0.033631,718751, SelfUp,
11-16-2022-14-45-40.152,1, 0.0638546,0.040158,47899, SelfDown,
11-16-2022-14-45-40.253,1, 0.0339461,0.032411,849504, SelfUp,
11-16-2022-14-45-40.253,1, 0.0791796,0.033481,54217, SelfDown,
11-16-2022-14-45-40.354,1, 0.0201817,0.025604,55446, SelfDown,
11-16-2022-14-45-40.354,1, 0.0201817,0.028233,985404, SelfUp,
11-16-2022-14-45-40.453,1, 0.0264023,0.032823,1110916, SelfUp,
11-16-2022-14-45-40.453,1, 0.0388653,0.026398,61642, SelfDown,
11-16-2022-14-45-40.553,1, 0.0359555,0.032139,1170432, SelfUp,
11-16-2022-14-45-40.553,1, 0.0705237,0.036826,67055, SelfDown,
11-16-2022-14-45-40.653,1, 0.0450245,0.035929,1170432, SelfUp,
11-16-2022-14-45-40.653,1, 0.0627869,0.039023,71152, SelfDown,
11-16-2022-14-45-40.753,1, 0.0348325,0.034559,1170432, SelfUp,
11-16-2022-14-45-40.753,1, 0.0551394,0.034032,75288, SelfDown,
11-16-2022-14-45-40.853,1, 0.0358105,0.035419,1170432, SelfUp,
11-16-2022-14-45-40.853,1, 0.0718005,0.037153,79091, SelfDown,
11-16-2022-14-45-40.954,1, 0.0297392,0.031581,1170432, SelfUp,
11-16-2022-14-45-40.954,1, 0.0765077,0.035208,83216, SelfDown,
11-16-2022-14-45-41.054,1, 0.0317132,0.031251,1170432, SelfUp,
11-16-2022-14-45-41.054,1, 0.0333548,0.029927,85653, SelfDown,
11-16-2022-14-45-41.154,1, 0.0382598,0.035124,1170432, SelfUp,
11-16-2022-14-45-41.154,1, 0.1125478,0.034147,89478, SelfDown,
11-16-2022-14-45-41.262,1, 0.0230005,0.032875,1170432, SelfUp,
11-16-2022-14-45-41.262,1, 0.1053016,0.033979,91432, SelfDown,
11-16-2022-14-45-41.365,1, 0.0334611,0.035528,1170432, SelfUp,
11-16-2022-14-45-41.365,1, 0.1202264,0.035575,92832, SelfDown,
11-16-2022-14-45-41.467,1, 0.0235514,0.029918,1170432, SelfUp,
11-16-2022-14-45-41.467,1, 0.0235514,0.034111,92836, SelfDown,
11-16-2022-14-45-41.569,1, 0.0379397,0.035947,1170432, SelfUp,
11-16-2022-14-45-41.569,1, 0.0880204,0.034696,96484, SelfDown,
11-16-2022-14-45-41.669,1, 0.0771396,0.035937,1170432, SelfUp,
11-16-2022-14-45-41.769,1, 0.0349012,0.035912,1170432, SelfUp,
11-16-2022-14-45-41.669,1, 0.1750121,0.028383,98414, SelfDown,
11-16-2022-14-45-41.769,1, 0.0764064,0.028383,98414, SelfDown,
11-16-2022-14-45-41.869,1, 0.0356653,0.030407,1170432, SelfUp,
11-16-2022-14-45-41.970,1, 0.0350919,0.035291,1170432, SelfUp,
11-16-2022-14-45-41.869,1, 0.1418966,0.033914,101179, SelfDown,
11-16-2022-14-45-41.970,1, 0.1079201,0.032437,101756, SelfDown,
11-16-2022-14-45-42.071,1, 0.0293307,0.031482,1170432, SelfUp,
11-16-2022-14-45-42.071,1, 0.0821314,0.035485,103462, SelfDown,
11-16-2022-14-45-42.177,1, 0.0717942,0.035871,1170432, SelfUp,
11-16-2022-14-45-42.176,1, 0.1081007,0.027412,105069, SelfDown,
11-16-2022-14-45-42.278,1, 0.036387,0.034438,1170432, SelfUp,
11-16-2022-14-45-42.278,1, 0.1085044,0.03613,107126, SelfDown,
11-16-2022-14-45-42.381,1, 0.0329345,0.035848,1170432, SelfUp,
11-16-2022-14-45-42.381,1, 0.0599587,0.030052,107836, SelfDown,
11-16-2022-14-45-42.485,1, 0.1336652,0.034689,110051, SelfDown,
11-16-2022-14-45-42.589,1, 0.0618176,0.032888,110223, SelfDown,
11-16-2022-14-45-42.690,1, 0.0854774,0.02604,125528, SelfDown,
11-16-2022-14-45-42.485,1, 0.3123477,0.034912,1170432, SelfUp,
11-16-2022-14-45-42.589,1, 0.2364307,0.033088,1170432, SelfUp,
11-16-2022-14-45-42.690,1, 0.1359385,0.033088,1170432, SelfUp,
11-16-2022-14-45-42.792,1, 0.0333881,0.033088,1170432, SelfUp,
11-16-2022-14-45-42.792,1, 0.033763,0.026109,125909, SelfDown,
11-16-2022-14-45-42.894,1, 0.1447572,0.035963,126898, SelfDown,
11-16-2022-14-45-42.997,1, 0.0617874,0.035963,126898, SelfDown,
11-16-2022-14-45-42.894,1, 0.3153292,0.039023,1170432, SelfUp,
11-16-2022-14-45-43.098,1, 0.1169209,0.034536,129219, SelfDown,
11-16-2022-14-45-42.997,1, 0.2459556,0.038914,1170432, SelfUp,
11-16-2022-14-45-43.098,1, 0.1451854,0.038914,1170432, SelfUp,
11-16-2022-14-45-43.198,1, 0.0445522,0.038914,1170432, SelfUp,
11-16-2022-14-45-43.198,1, 0.139786,0.028354,130753, SelfDown,
11-16-2022-14-45-43.299,1, 0.0532527,0.03708,1170432, SelfUp,
11-16-2022-14-45-43.299,1, 0.1020768,0.027972,131807, SelfDown,
11-16-2022-14-45-43.400,1, 0.0338159,0.037839,1170432, SelfUp,
11-16-2022-14-45-43.400,1, 0.0609428,0.030093,132387, SelfDown,
11-16-2022-14-45-43.501,1, 0.0782056,0.037004,1170432, SelfUp,
11-16-2022-14-45-43.501,1, 0.0979684,0.023025,141640, SelfDown,
11-16-2022-14-45-43.601,1, 0.0393889,0.031945,1170432, SelfUp,
11-16-2022-14-45-43.601,1, 0.1070596,0.037123,142879, SelfDown,
11-16-2022-14-45-43.707,1, 0.079348,0.03991,1170432, SelfUp,
11-16-2022-14-45-43.707,1, 0.099698,0.024462,144015, SelfDown,
11-16-2022-14-45-43.807,1, 0.0388206,0.040402,1170432, SelfUp,
11-16-2022-14-45-43.807,1, 0.0428083,0.033989,144855, SelfDown,
11-16-2022-14-45-43.908,1, 0.0268638,0.035208,1170432, SelfUp,
11-16-2022-14-45-43.908,1, 0.0494721,0.030268,145932, SelfDown,
11-16-2022-14-45-44.012,1, 0.0701154,0.033593,1170432, SelfUp,
11-16-2022-14-45-44.119,1, 0.0357166,0.034682,1170432, SelfUp,
11-16-2022-14-45-44.012,1, 0.1582521,0.033967,146851, SelfDown,
11-16-2022-14-45-44.119,1, 0.0647526,0.033967,146851, SelfDown,
11-16-2022-14-45-44.226,1, 0.0348472,0.036911,1170432, SelfUp,
11-16-2022-14-45-44.226,1, 0.0605969,0.034646,148463, SelfDown,
11-16-2022-14-45-44.331,1, 0.0274387,0.03517,1170432, SelfUp,
11-16-2022-14-45-44.331,1, 0.0331502,0.03357,148953, SelfDown,
11-16-2022-14-45-44.442,1, 0.0701208,0.038437,1170432, SelfUp,
11-16-2022-14-45-44.442,1, 0.1254337,0.035029,161565, SelfDown,
11-16-2022-14-45-44.546,1, 0.0407593,0.037221,1170432, SelfUp,
11-16-2022-14-45-44.546,1, 0.1183431,0.03266,162362, SelfDown,
11-16-2022-14-45-44.651,1, 0.0316474,0.03652,1170432, SelfUp,
11-16-2022-14-45-44.651,1, 0.0925618,0.038443,163153, SelfDown,
11-16-2022-14-45-44.752,1, 0.0827695,0.037174,1170432, SelfUp,
11-16-2022-14-45-44.752,1, 0.10123,0.03582,163704, SelfDown,
11-16-2022-14-45-44.852,1, 0.0247134,0.032445,1170432, SelfUp,
11-16-2022-14-45-44.852,1, 0.0252328,0.02561,164333, SelfDown,
11-16-2022-14-45-44.952,1, 0.0392965,0.035556,1170432, SelfUp,
