Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-16-2022-14-47-16.367,1, 0.2678403,0.036446,1297408, SelfUp,
11-16-2022-14-47-16.468,1, 0.1661389,0.036446,1297408, SelfUp,
11-16-2022-14-47-16.262,1, 0.3721777,0.036446,1297408, SelfUp,
11-16-2022-14-47-16.569,1, 0.0656811,0.036446,1297408, SelfUp,
11-16-2022-14-47-16.670,1, 0.0360451,0.03573,1297408, SelfUp,
11-16-2022-14-47-16.569,1, 0.2167605,0.035031,280970, SelfDown,
11-16-2022-14-47-16.670,1, 0.1170375,0.035031,280970, SelfDown,
11-16-2022-14-47-16.772,1, 0.0237405,0.03375,1297408, SelfUp,
11-16-2022-14-47-16.772,1, 0.0391535,0.033549,280971, SelfDown,
11-16-2022-14-47-16.872,1, 0.0244816,0.026399,1297408, SelfUp,
11-16-2022-14-47-16.872,1, 0.0375096,0.026509,307669, SelfDown,
11-16-2022-14-47-16.973,1, 0.0462507,0.038734,1297408, SelfUp,
11-16-2022-14-47-17.073,1, 0.0378669,0.034929,1297408, SelfUp,
11-16-2022-14-47-17.174,1, 0.0352514,0.035138,1297408, SelfUp,
11-16-2022-14-47-16.973,1, 0.6177965,0.040625,308158, SelfDown,
11-16-2022-14-47-17.279,1, 0.3119925,0.040625,308158, SelfDown,
11-16-2022-14-47-17.380,1, 0.2108437,0.040625,308158, SelfDown,
11-16-2022-14-47-17.174,1, 0.4161361,0.040625,308158, SelfDown,
11-16-2022-14-47-17.073,1, 0.5210691,0.040625,308158, SelfDown,
11-16-2022-14-47-17.485,1, 0.1799878,0.039018,308198, SelfDown,
11-16-2022-14-47-17.585,1, 0.2807609,0.037922,308225, SelfDown,
11-16-2022-14-47-17.686,1, 0.2924049,0.038089,308367, SelfDown,
11-16-2022-14-47-17.787,1, 0.1919564,0.038089,308367, SelfDown,
11-16-2022-14-47-17.888,1, 0.1007295,0.038089,308367, SelfDown,
11-16-2022-14-47-17.988,1, 0.1683422,0.037578,309963, SelfDown,
11-16-2022-14-47-18.089,1, 0.2161743,0.036313,311045, SelfDown,
11-16-2022-14-47-18.190,1, 0.1562235,0.034709,312261, SelfDown,
